url,short_url,favicon,ssl,url_rank,activeDuration,domain_name_len
http://www.angelfire.com/mi2/beauidealnigerians/index.html,0,0,1,18018,8058,25
http://yro.slashdot.org/article.pl?sid=00/09/13/195213,1,1,0,15001,8433,1
http://mobile-de.wz.sk/aaa.html?lang=de&pageNumber=1&__lp=9712&scopeId=AT&sortOption.sortBy=searchNetGrossPrice&makeModelVariant1.searchInFreetext=false&makeModelVariant2.searchInFreetext=false&makeModelVariant3.searchInFreetext=false&makeM,0,-1,0,377360,5936,5
http://tools.ietf.org/html/rfc3181,1,1,0,11451,9372,8
http://www.marylandinfo.com/Arts_and_Entertainment/Photography,1,0,0,6736417,7661,1
http://queenofsubtle.com/404/,0,-1,0,2035124,5802,17
http://mundofashion.tv/teste/properties,1,-1,0,10000000,5253,17
http://activeageingawards.pauservers.com/,0,0,1,10000000,320,1
http://www.ifremer.fr/ditigo/molagnon/fortran90/engfaq.html,0,0,0,60014,9441,10
http://www.cdhia.org/index.html,1,0,1,10000000,2704,12
http://www.ibm.com/developerworks/rational/library/139.html,1,0,0,765,12651,25
http://www.angelfire.com/il/CrazyDan/witchcraft.html,0,0,1,18018,8058,25
http://mark-westcott.com/adminpanel/FCKeditor/editor/filemanager/upload/_notes/private/allaccounts/cahoot/login.htm,1,0,0,10000000,3689,17
http://www.email-direct-nephro.com/wp-content/,0,0,1,10000000,3808,13
http://www.netbeans.org/features/java/profiler.html,1,0,0,23099,7833,12
http://pastehtml.com/view/bfvj2lhqt.html,1,1,0,1292754,4301,13
http://www.carten100.co.uk/templates/business3/images/aolaol/update.php,1,0,0,10000000,2857,1
http://www.psicologo.cl/wp-content/uploads/Our\%20Samples.htm,1,0,0,10000000,6094,12
http://www.mythic-beasts.com/tools-toys/xface/,1,0,0,437870,7497,17
http://www.eborcom.com/webmaker/,0,0,1,8205138,9222,23
http://pastehtml.com/view/bfzi0ah2a.html,1,0,0,1292754,4301,13
http://www.wtea.com/welcomee.htm,1,0,0,8689472,8464,14
http://starling.us/tet/gus_perl/,0,0,0,7172293,6771,11
http://www.nanoten.com/NT02/index.html,0,0,0,7823875,6929,11
http://www.gnu.org/software/gnu-arch/,0,0,0,9904,9114,23
http://acom.mtxserv.fr/cache/fr/www.paypal.fr.login.cgi-bin.webscr.cmd.login.submit.dispatch.bto4otm3ojy1pmvkdg9ic3uei9z97yd76ndjdodj9dhbd5jdfk0r/update/TlRJMU9UQXhNVFEyTWpNPQ==/Processing.htm?cmd=_Processing&dispatch=5885d80a13c0db1fb6947b0aeae66fdbfb2119927117e3a6f876e0fd34af43659e151e7138208b657ecc641564b422369e151e7138208b657ecc641564b42236,0,0,0,8118798,4071,10
http://jarlm.w.interia.pl/tibiaown/rej.html,1,1,0,727,7701,10
http://www.junipur.dk/farm/,0,0,0,10000000,5207,10
http://services-runescape-com-ml-forums.totalh.net/m=weblogin.loginform.ws-mod=wwwssl=1reauth=1dest=account_settings.ws.html,0,0,1,362563,3101,1
http://triggur.org/furry/muf/,0,0,1,10000000,7669,11
http://www.topix.com/rss/business/aerospace-defense.xml,0,0,0,16143,9381,9
http://open-eyes-lens.tripod.com/open-eyes-lens/,0,0,1,10000000,9535,25
http://www.ssware.com/megapack.htm,0,0,0,843271,7378,10
http://eby926.h16.ru/,1,0,0,162460,7556,7
http://www.equi4.com/metakit/,1,1,0,10000000,207,9
http://www.angelfire.com/az2/Imagesoft/,0,0,1,18018,8058,25
http://www.xmadwater.com.cn/js/?us.battle.net/login/en/?ref=http\%3A\%2F\%2Fus.battle.net\%2Fd3\%2Fen\%2Findex&amp;app=com-d3,1,0,1,10000000,5657,16
http://www.w3schools.com/asp/asp_examples.asp,1,0,0,190,7535,13
http://tools.ietf.org/html/rfc972,1,1,0,11451,9372,8
http://www.biaobang.cn/js/?us.battle.net/login/en/?ref=us.battle.net/d3/en/index&app=com-d3,0,0,1,10000000,5588,11
http://www.gnu.org/software/auctex/preview-latex.html,0,0,0,9904,9114,23
http://tools.ietf.org/html/rfc3810,1,1,0,11451,9372,8
http://www.dragongym.com/remax/index.htm,1,1,0,2581525,7913,13
http://tools.ietf.org/html/rfc580,1,1,0,11451,9372,8
http://www.theregister.co.uk/2003/09/15/google_the_only_archive_well/,1,0,0,21680,8894,25
http://e-sensei.us/www.paypal.co.uk/encripted/ssl218.site/resolutioncenters.html,0,0,1,10000000,5377,11
http://www.mbd2.com/preload.htm,1,0,0,5048583,8690,8
http://www.angelfire.com/ky/karenwilson/,0,0,1,18018,8058,25
http://www.jgoodies.com/freeware/forms/,0,0,1,716890,7271,24
http://www.tacocity.com.tw/orchids/english/index.htm,0,0,1,1356195,8334,15
http://pastehtml.com/view/c2z44s9ee.html,1,1,0,1292754,4301,13
http://www.erlang.se/euc/99/WAP/index.htm,0,0,1,8387696,8549,9
http://www.gaoxiaowo.com/image/index.htm?us.battle.net/login/en/?ref=http\%3A\%2F\%2Foypvjkmus.battle.net\%2Fd3\%2Fen\%2Findex&amp;app=com-d3,1,0,1,10000000,371,20
http://java.sun.com/j2se/javadoc/,1,0,0,461,11662,31
http://www.openmp.org/presentations/miguel/F95_OpenMPv1_v2.pdf,1,-1,0,713910,7604,10
http://pastehtml.com/view/bd68b69t7.html,1,0,0,1292754,4301,13
http://corpwatch.org/article.php?id=1410,1,-1,0,771630,8772,13
http://www.webaim.org/techniques/acrobat/,1,1,0,29203,7693,19
http://www.amazon.com/exec/obidos/ASIN/1583484906,1,0,0,12,9502,31
http://hjelphabbo.hemsida24.se/alla-fusk-1933637,0,0,0,1353967,4471,12
http://www.laoxuetang.com/Js/,0,0,1,10000000,1822,1
http://xml.coverpages.org/ni2002-04-17-a.html,0,0,1,1292705,7273,14
http://paypal.com.cgi.bin.webscr.cmd.login.submit.dispatch.5885d80a13c03faee8dcbcd55a5.chrisal.co.nz/secure-code5/security/,0,0,1,10000000,167,13
http://home.comcast.net/~Phillips.05/ISAPIdllCustomerSupport&amp;ambaybuyerprotectionpoliciesindex3.html,1,1,0,309,6497,25
http://vagul.tripod.com/adaoci.html,0,0,1,10000000,9535,25
http://www.chennaisocialservice.org/cookieaccuse/Richard_Martin27/,0,0,1,10000000,4833,24
http://dyfdzx.com/js?us.battle.net/login/en/?ref=jebvahnus.battle.net/d3/en/index,1,0,1,10000000,3822,18
http://www.perl.com/pub/a/2000/01/rss.html,1,0,0,539168,9579,8
http://www.howstuffworks.com/perl.htm,1,0,0,2399,8154,33
http://tools.ietf.org/html/rfc1242,1,1,0,11451,9372,8
http://quickbyte.com/hosting.html,0,0,1,10000000,8880,13
http://www.tonervalue.com/index1_a.htm,0,0,1,10000000,8222,14
http://www.marineworks.com/bridge.html,0,0,1,10000000,8752,15
http://www.google.com/reader/,1,0,0,1,8453,31
http://intertwingly.net/blog/2007/01/03/OpenID-for-non-SuperUsers,0,1,0,243336,6721,16
http://hab.bo/hR6z0J,1,0,0,1620,5778,11
http://shannuodianqi.com/img/?us.battle.net/login/en/?ref=us.battle.net/d3/en/indexapp=com-d3,0,0,1,10000000,302,20
http://www.usridernews.com/3243242422/,1,-1,0,6,8623,12
http://premiosopcao.webatu.com/PROMOCAO/ACESSO/SISTEMA/ONLINE/CADASTRO/USUARIOS/CLIENTE/,1,0,0,6062,4914,14
http://www.twopears.com/webcam.shtml,0,0,1,10000000,7777,12
http://www.jameshundt.com/properties/index.htm,0,0,0,10000000,6347,14
http://www.vex.net/~x/xfade/,0,0,0,4225755,8151,7
http://www.rexswain.com/rexx.html,0,0,1,649988,7839,12
http://www.deepskytech.com/4dfla/,0,0,1,10000000,8623,15
http://www.benq.com/products/product_line.cfm?plid=5,1,0,0,17375,7278,8
http://www.mnot.net/python/WebLog/,1,0,0,438561,7819,23
http://www.cieloepremios.net63.net/promo/cadastro3.html,1,0,0,6062,4914,14
http://santandenet.hut4.ru/SMS_Santander/Clientes/Cadastro/Servico_SMS/Index/InternetBanking/default/CentralS4nt4and3r/Clientes/Pessoa_Juridica/index/PJURIDICA/,1,0,0,162460,7556,7
http://docs.google.com/spreadsheet/viewform?formkey=dHNGOEY5R1VfSVJWRmpkZ2c4WFJ4UXc6MQ,1,-1,0,1,8453,31
http://9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?attachauth=ANoY7cpHXqDZdlCxObiKCUe1F3sIfeVSkoKDOE9sVfnuy_OUZqo6MxKKpiDFhYcAYfIODsUlQqrwNSovtQQFiYwHd5va35s5q1Rg_ZInifkYgVxQGD5gMzXA5qp7oxE4eE28of_v19rUOM9sTcQzHndmKp9sagUcQ8VDu3kIqPqFll3E84hM6AQQI7MIGjL_sKvMPecRkzWtLYKNEzc8MaXwW-0j5isTXA\%3D\%3D&amp;attredirects=1,1,0,0,1,8453,31
http://tools.ietf.org/html/rfc3244,1,1,0,11451,9372,8
http://honera_guild.w.interia.pl/,0,0,1,727,7701,10
http://patrimoniocy.com/libraries/phpgacl/gaciphp/ken/Secure Login.html,1,0,0,10000000,4033,16
http://kebawe.com/autocat/,1,0,0,10000000,7500,1
http://9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?attachauth=ANoY7coePu4MpJy9jiKbySQlaMcyQv491g8boGGXI1RT3SoyiulzjxiDtXftfHEKxzwN3lhPGB_AyDeTUwZtLBTw8v3a5_502ZNuzyvr0XzhO2GM7gxRfsMNJF37Bw1Hmo8qj1OPZbxEmu8xxiZ3H7VCvR24iA5aot0CPuotVTNLTjzaNn3esm-Cv-pM2rBhB_XT83wFSvtPBq0281z_x3kKKj3aGVFCTg==&amp;attredirects=1,1,0,0,1,8453,31
http://cartoonworks.com/clipart.html,0,0,1,10000000,8555,16
http://cast-solutions.com/www.paypal.fr/verification/,0,0,1,10000000,1620,23
http://www.dovcom.com/glowhack.html,0,0,0,10000000,601,10
http://www.pgregg.com/projects/,1,0,0,9921087,7540,10
http://www.xwzyz.org/bmo/,0,0,1,10000000,1070,9
http://www.sedo.co.uk/e/news/401/WIPO-Rules-Against-Corporations/?tracked=&amp;partnerid=&amp;language=e,1,0,0,3791,8092,8
http://www.agilemodeling.com/essays/fdd.htm,0,0,0,198626,7125,17
http://sources.redhat.com/inti/,1,0,0,141058,6926,26
http://msdn.microsoft.com/en-us/library/aa260529(VS.60).aspx,1,0,0,21,10781,31
http://www.chappellassoc.com/articles/article_COM.html,0,0,1,10000000,9062,17
http://tools.ietf.org/html/rfc2601,1,1,0,11451,9372,8
http://www.idautomation.com/servercontrols/,1,0,0,278353,7546,16
http://en.wikipedia.org/wiki/Racket_(programming_language),1,1,0,13,7237,31
http://www.linabtechnologies.com/media/system/js/3a1d2c4d0be0a9d9dc203bf796b011eb/Einloggen.htm,1,0,1,10000000,3322,21
http://www.inika.com/chitra,0,0,0,2637866,8203,1
http://tools.ietf.org/html/rfc276,1,1,0,11451,9372,8
http://www.fibtex.lodz.pl/51_22_78.pdf,0,0,1,29230,9441,7
http://www.eg3.com/real/,0,0,1,10000000,9068,1
http://grarchitects.co.uk/gallery_images/aol_index.html,0,0,1,10000000,6616,18
http://www.mkw.me.uk/beebem/,0,0,1,2539375,4238,9
http://pastehtml.com/view/bdvd2qd1m.html,1,0,0,1292754,4301,13
http://baslangicakademi.com/images/stories/motivacao/ganhadores.asp.htm,1,0,0,10000000,332,1
http://tools.ietf.org/html/rfc1868,1,1,0,11451,9372,8
http://tools.ietf.org/html/rfc371,1,1,0,11451,9372,8
http://igorlesnik.com/images/webscr/,0,0,0,10000000,5003,14
http://www.ntcresearch.org/pdf-rpts/AnRp02/F01-GT06-A2.pdf,1,0,0,10000000,7854,15
http://www.benchmarksupply.com/piz9/index.html,1,-1,0,2421162,5862,19
http://www.leadtools.com/SDK/document/document-Addon-barcode.htm,1,0,0,193524,9213,19
http://www.genesis-sim.org/GENESIS/,0,0,1,5244948,7058,15
http://pencak-silat.fr/plugins/kid/upload/rmfr/\%7Elogin/acc-verify/,1,0,0,10000000,5172,16
http://www.edelwise.com/products.html,1,0,0,10000000,7659,12
http://hacksrus.com/~ginda/cview/,0,0,1,10000000,8787,12
http://tools.ietf.org/html/rfc1885,1,1,0,11451,9372,8
http://9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?attachauth=ANoY7cqHGHl1AHnTmashVHAcAvgCKKid2kO_8p7oi7HmlftymTbM0PkLLf_pGasqgvISIGyNOFkO8j07_oxBswVctCwKmVz_3v3lWksOM_D6SLE0K5B6AcMdpFLvDDH0O0E1GQCuzG3zsZ2slw5HQt6MgdJ4tZXHqXk-RTx3Mi2YUj4Zy_6h9EYz5jxfC9UDF6blU0WmTG844Iyp8ULw4BkuUG1RgDAjXA\%3D\%3D&amp;attredirects=1,1,0,0,1,8453,31
http://www.jammed.com/~jwa/hacks/,0,0,0,10000000,8865,10
http://www.angelfire.com/id2/pim/index.html,0,0,1,18018,8058,25
http://www.tiny.cc/p4b6lw,1,0,0,34959,5353,1
http://java.sys-con.com/node/36620,0,0,1,697265,9013,1
http://www.vectoralia.com/typephases,1,0,0,10000000,4892,34
http://www.rerte.com.cn/js/index.htm?app=com-d3,0,0,1,10000000,4754,12
http://wasp-video.co.uk/online/security.vodafone.co.uk/www.vodafone.co.uk_Update.html,1,0,0,10000000,3396,16
http://www.freepascal.org/packages/gtk.html,1,0,0,91960,8080,14
http://9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?amp\%3Battredirects=1&amp;attachauth=ANoY7cq8Nv3sGyYS2yRxVBzKNa4OxbK3tEzpELd7fzMsqAbYFaSA-WOr20I9X_n4gF58NFKCAIFZSVK3R2hid2WpCTDd4XBxb-uG6MJbS3O56luTcJqQbozyAeyJ2KXbz7oGHJtr7uDjnUiwn7Gy4yxK7mv9RY-HYI0EmB2_X1aJn7zXNPnRAMM7ydIhgIzlcONlhiokeW56SUEPUdvRRkLOwYhc7V0kYQ\%3D\%3D&amp;attredirects=0,1,0,0,1,8453,31
http://isthatunforgivable.com/ib/www.nab.com.au/,0,0,1,10000000,1184,12
http://us.acer.com/ac/en/US/content/group/monitors,1,0,0,3346,9557,17
http://explosaodevendas.atwebpages.com,1,0,1,10000000,4928,1
http://support.microsoft.com/?kbid=39585,1,1,0,21,10781,31
http://backpan.perl.org/authors/id/Q/QU/QUONG/perlin20.html,0,0,1,119102,9291,8
http://www.palimpalem.com/2/Premios_calipoHC/body1.html,1,0,0,3434093,5882,14
http://members.tripod.com/shadowkeep/,1,0,1,10000000,9535,25
http://spreadsheets.google.com/spreadsheet/viewform?formkey=dF9xZ0JpQUNndzZJSGVmTHBKZEhveXc6MQ,1,1,0,1,8453,31
http://tools.ietf.org/html/rfc2633,1,1,0,11451,9372,8
http://www.flooble.com/scripts/,0,0,1,3403446,7421,11
http://lyskyz.com/images/?app=3D3D3D3Dcom-d3&amp;us.battle.net/login/en=,0,0,1,10000000,258,1
http://tools.ietf.org/html/rfc726,1,1,0,11451,9372,8
http://news.cnet.com/2100-1023-248067.html,1,0,0,168,9743,31
http://tools.ietf.org/html/rfc1553,1,1,0,11451,9372,8
http://ds.ign.com/objects/764/764878.html,1,0,0,646,8140,25
http://tools.ietf.org/html/rfc1766,1,1,0,11451,9372,8
http://www.w3.org/TR/NOTE-MCF-XML/,0,0,0,5332,9620,23
http://www.theregister.co.uk/2002/12/17/aol_wins_7m_in_porn/,1,0,0,21680,8894,25
http://www.dyasdesigns.com/roleplay/,0,0,0,8410837,7343,15
http://www.axiem.com.mx/employee_portal/modules/forums/images/f4433hsjh273h475hh387d8dhsjr4fdsf4433hsjh27762h3rturnit87d8dhsjpy762h387d8dhsjronstylehdggsyy762h387d8dhsjprth273h475hh277362u263h273h44fdsf4433h&amp;juey66gdfer43hsjh273h475hh277362rtuh273h475hh274fd.htm,0,0,1,10000000,6860,12
http://tools.ietf.org/html/rfc162,1,1,0,11451,9372,8
http://www.rouyin.net.cn/css/?secure.runescape.com/m=weblogin/loginform.ws?mod=www&amp;dgqdfkbamp;ssl=0&amp;dest,0,0,1,10000000,58,13
http://www.cs.cas.cz/~savicky/,0,0,1,45972,8915,6
http://confirmaaqui.com/login.html,0,0,1,10000000,4679,1
http://www.dia.uniroma3.it/vldb2001/,0,0,0,28208,9048,11
http://home.neopets.com/templates/homepage.phtml?pet_name=Hidden_Dream,0,0,1,13420,7719,31
http://support.microsoft.com/?kbid=69581,1,1,0,21,10781,31
http://pastehtml.com/view/bfndku9ar.html,1,1,0,1292754,4301,13
http://fdhfbshaffhjafhdfafhshaddb.ias3.com/fuck/index.html,1,1,0,2290,6215,15
http://www.asideal.com/js/?http:/us.battle.net/login/en/?ref=http:/us.battle.net/d3/en/index&app=com-d3,0,0,1,10000000,1051,11
http://tools.ietf.org/html/rfc3305,1,1,0,11451,9372,8
http://j.gs/3076886/paypal,1,-1,0,967,290,12
http://www.tomaweb.com/freeware.asp,1,0,0,2290,6215,15
http://www.cognos-bi.info/certification.html,0,0,0,10000000,4928,14
http://bethanyhouse.ie/www.paypal-resolution.center.co.uk/encripted/ssl218.site/login.html?cmd=_login-run&amp;dispatch=5885d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc023d4e8f9e50d810f8a21c2422cb790634f62e2e4770d810f8a21c2422cb790634f62e2e477,0,-1,1,10000000,3945,15
http://www.boardgamegeek.com/game/12422,1,-1,0,2745,7476,17
http://www.rybkj.cn/jpg/?us.battle.net/l...,0,0,1,10000000,174,8
http://www.amidog.com/amiga/vice/,1,0,0,10000000,8087,21
http://groups.yahoo.com/group/rss-dev/files/Modules/Proposed/mod_changedpage.html,1,-1,0,11,9424,31
http://habbo60moedasgratis.rel7.com/,0,0,1,10000000,736,8
http://www.phpbuilder.com/columns/tim20001112.php3,1,-1,0,121289,7976,14
http://www.visi.com/~gyles19/fom-serve/cache/1.html,0,0,1,6860825,9480,25
