url,activeDuration,href_count,url_split_count,domain_name_count,url_rank,email_count,status_count,dash_count,favicon,state_code,ssl,label
http://j-mchenry.com/0_bikes/plandocs/docs/,0,1,0,0,1,1,0,1,-1,1,0,1
http://www.hexatech.com/report_designer.htm,1,0,1,1,0,1,0,0,0,0,1,0
http://tools.ietf.org/html/rfc3134,1,1,0,0,0,0,1,0,1,0,0,0
http://www.kees.cc/ffarm/ffarm.html,1,1,1,1,1,0,0,0,0,0,0,0
http://www.cleavebooks.co.uk/scol/ccdenlin.htm,0,0,1,0,0,1,0,0,0,0,1,0
http://vancouver-webpages.com/META/mk-metas.html,1,1,0,0,0,1,0,1,0,0,0,0
http://dawson3904.tripod.com/homepage.html,1,1,1,1,1,1,1,0,0,0,1,0
http://doiop.com/Documento_0000000976538975754246434,0,1,0,1,0,1,1,0,0,0,0,1
http://www.vonwentzel.net/ABS/,1,0,0,0,0,1,0,0,0,1,1,0
http://bbrecadastrosa.net16.net/index.php,0,0,0,0,0,1,1,0,0,1,0,1
http://www.unsickerfarms.com/index.html,1,1,1,0,1,0,1,0,0,0,1,0
http://research.microsoft.com/en-us/projects/pex/,1,1,1,1,0,1,1,1,0,0,0,0
http://www.angelfire.com/wi/ranch2/redangus.html,1,1,1,1,0,1,1,0,0,0,1,0
"http://news.zdnet.co.uk/software/0,1000000121,39116263,00.htm",1,1,0,1,0,1,1,0,0,0,0,0
http://www.sybase.com/products/archivedproducts/powerj,1,1,1,0,0,0,0,0,1,0,0,0
http://en.wikipedia.org/wiki/Witch_Hunters,1,1,0,1,0,1,1,0,1,0,0,0
http://en.decapack.com/une4/index.html,1,1,1,1,0,1,0,0,-1,1,1,1
http://amsoft.ru/ruboard/,1,1,0,0,1,0,0,0,0,0,1,0
http://xml.coverpages.org/spacecraftML.html,1,1,1,0,0,1,1,0,0,0,1,0
http://9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?attachauth=ANoY7crbx7LaGXwwSZnIAwdBDm8050rG-NcVeBE2ghRTLtnaKYu__WdChIJ0joKepShJ8Z5l-EC8BJ5PjZu2FQtaQgBj1O5VevYabKh4auIpcYmhgcTL1ITTwQGkqaaDpxGOrIg2-xGaODKp3LtlxRGQWJhU2U2CBPsSxr2mczYNfGswZIZcLTw8ZJnJ6mR78kWcirRr5aayJroAhaoi7AXVEjgPHVuFaA==&amp;attredirects=1,1,0,1,1,0,1,1,1,0,0,0,1
http://pastehtml.com/view/bcnefmlgz.html,0,0,0,0,0,1,0,0,1,0,0,1
http://www.laboutiquedevalou.fr/images/includes/shop/perm/index.htm,0,1,1,0,1,1,0,0,1,1,1,1
http://cloud-tech.in/img/es/paypalworldwide.INC/cgi-bin/webscrcmd=_login-run/webscrcmd=_account-run/updates-paypal/confirm-paypal/,0,0,0,0,1,0,1,1,0,1,0,1
http://ashevillewebhost.com/templates/as002029/9973207324/336264262473734/,0,0,0,1,1,0,1,0,-1,1,1,1
http://www.ddj.com/windows/184410987,1,1,0,1,0,1,0,0,0,0,0,0
http://www.informit.com/store/product.aspx?isbn=0201379503&amp;redir=1,1,1,0,1,0,1,0,0,1,0,0,0
http://swappingclosets.com/blog/direct/index.html,0,1,0,0,1,1,0,0,0,1,0,1
http://www.dawkco.com/software/,0,1,0,1,1,1,0,0,0,1,0,0
http://ideas.repec.org/p/wop/safire/98-05-041e.html,1,1,1,0,0,0,0,1,0,0,0,0
http://www.romanengo.com/eng/home.htm,1,1,1,0,1,1,0,0,0,1,0,0
http://anita-gd.com/images/,0,0,0,1,1,0,0,1,0,0,1,1
http://developer.apple.com/wwdc/,1,1,0,1,0,1,1,0,1,0,0,0
http://www.biohidrica.cl/BIOHIDRICA_english.htm,1,0,1,0,1,1,0,0,0,1,1,0
http://www.d-et.com/eng/main.asp,0,1,1,0,1,1,0,1,0,0,1,0
http://5wspanialych.pl/wp-content/uploads/ib.absa.za/,0,0,1,0,1,1,0,1,0,1,1,1
http://www.sevkon.net/js/?ref=3D3D3D3D3Dus.battle.net/d3/en/index,0,0,1,0,1,1,0,0,0,1,1,1
http://www.dack.com/web/flash_evil.html,1,1,1,1,0,1,0,0,0,0,0,0
http://mapejo.com.br/joomla/templates/atomic/dhjhjshs/login.htm,0,0,1,0,1,1,0,0,0,1,0,1
http://www.angelfire.com/ego/teamdevious/,1,1,0,1,0,1,1,0,0,0,1,0
http://www.angelfire.com/nv/huntress/index.html,1,1,1,1,0,1,1,0,0,0,1,0
http://users11.jabry.com/refundonl/fradrag/skat_refund.html,0,0,1,1,0,0,0,0,0,0,1,1
http://tools.ietf.org/html/rfc818,1,0,0,0,0,0,1,0,1,0,0,0
http://uniclastoken.h16.ru/Banco_Itau/Pessoa_Fisica/Token/Seguranca/Itau/GRIPNET/index.php,1,1,0,0,0,0,0,0,0,0,0,1
http://games.teamxbox.com/xbox-360/2167/Dantes-Inferno/,1,0,0,1,0,1,0,1,0,1,1,0
http://www.pastehtml.com/view/bq55ylshv.html,0,0,1,0,0,1,0,0,1,0,0,1
http://en.wikipedia.org/wiki/PCI-Express,1,1,0,1,0,1,1,1,1,0,0,0
http://www.yeahindia.com/site2000,0,0,0,1,1,1,0,0,0,0,1,0
http://www.highedgesolar.com/modules/hongleongconnect/servicerequest.htm,0,1,1,1,1,1,1,0,-1,1,0,1
http://searchenginewatch.com/article/2064836/More-Search-and-Browsing-Fun-with-Firefox,1,0,0,1,0,1,0,1,0,1,0,0
http://9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?attachauth=ANoY7crfNi0wQjqG7eQnnvUHuxrim4ut9S4hExBd06Oni2RlYzpk-tUrxBkdNABAYZeeMaJMtCYD-KcJUSIKsVyJ_8JPrgWLk8n-U5JUZ4WsKtKtdsI5HeAiCTR8-TL0pP5vfiBgpjTQZN4QI4USZCPU2n-zGnZvIpCtEx1hz_dH5hjkUJWnfKhA-Epb1WfLaZbzCCIxddT88UtS5rLgPEJAm-t6Wp7FrA\%3D\%3D&amp;attredirects=2,1,0,1,1,0,1,1,1,0,0,0,1
http://www.tek-tips.com/threadminder.cfm?pid=10,1,1,1,0,0,1,0,1,1,0,0,0
http://secure-runescape-com-m-weblogin.my-style.in/m=weblogin.loginform.ws-mod=www&amp;ssl=1&amp;reauth=1&amp;dest=account_settings.ws.html,0,0,1,0,0,0,0,1,0,0,1,1
http://httpd.apache.org/docs/1.3/misc/security_tips.html,1,1,1,1,0,0,0,0,0,0,0,0
http://sourceforge.net/projects/net-whois-ripe/,1,1,0,1,0,0,1,1,0,0,0,0
http://pastehtml.com/view/bfodqe7nv.html,0,0,0,0,0,1,0,0,0,0,0,1
http://en.wikipedia.org/wiki/DLX,1,1,0,1,0,1,1,0,1,0,0,0
http://developer.mozilla.org/en/CSS,1,1,0,1,0,1,1,0,1,0,0,0
http://www.rewardszoneusa.com/?Flow=D4EF0A81-9EAC-F267-68AD-F444C1819DEDC5CDDD40&isPrePop=true&subaff=251633,0,0,0,0,1,0,1,1,0,1,0,1
http://msdn.microsoft.com/en-us/library/ms978496.aspx,1,1,0,1,0,1,1,1,0,0,0,0
http://www.internetnews.com/ent-news/article.php/3110981,1,1,1,0,0,0,0,1,0,0,0,0
http://pastehtml.com/view/beogncb4i.html,0,0,0,0,0,1,0,0,1,0,0,1
http://www.dotuscomus.com/svg/,1,1,0,0,1,0,1,0,0,0,1,0
http://groups.yahoo.com/group/logic-ot/,1,1,0,1,0,1,1,1,-1,0,0,0
http://www.programix.com/threadbook/,1,1,0,0,0,1,0,0,0,0,1,0
http://ted.mielczarek.org/code/mozilla/,0,1,0,1,1,1,0,0,0,0,0,0
http://tools.ietf.org/html/rfc1956,1,0,0,0,0,0,1,0,1,0,0,0
http://javassh.org/space/start,0,1,0,1,0,1,1,0,0,0,0,0
http://www.datacolor.eu/en/products/display-calibration/index.html,1,1,0,0,0,1,0,1,0,0,0,0
http://pastehtml.com/view/bbcr1gfm7.html,0,0,0,0,0,1,0,0,1,0,0,1
http://www.linabtechnologies.com/media/system/js/81600ef937457c67e9c73453eabad015/Einloggen.htm,0,0,0,0,1,1,0,0,0,1,1,1
http://www.viverelagheula.net/wp-content/plugins/akismet/paypal.com.au/initthi.html?UsingSSL=&amp;bshowgif=&amp;cmd=SignIn&amp;co_partnerId=2&amp;errmsg=&amp;i1=&amp;pUserId=&amp;pa1=&amp;pa2=&amp;pageType=&amp;pp=&amp;ru=&amp;runame=\%5C&amp;siteid=0,0,1,1,0,1,1,0,1,0,1,0,1
http://tools.ietf.org/html/rfc2317,1,1,0,0,0,0,1,0,1,0,0,0
http://www.aspwebpro.com/aspscripts.asp,1,0,0,0,1,1,1,0,0,1,0,0
http://esoteric.sange.fi/brainfuck/,1,1,0,0,0,1,0,0,0,0,0,0
http://9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?amp\%3Battredirects=1&amp;attachauth=ANoY7coqikAb_i3TSd4CICkyqYu-Px1f6HDXh-Ik-bVb1n5QWbXn3ryIfqiCDUTbcVvKkjpy2tfDLD3YohRg606JgHvfvSZt-h0qgOSzLmaYy4fV4AeweAMVlG0NvEY7PWAdh7QtnzIgKs1mFCgndeKgMiasqg7drlYNQ0T7Ao_L4Ox7GfEDSdNGNaBIPxvdkifbjA9bjIVCJAS1HARwAyyRJ4kpUEIKpw\%3D\%3D&amp;attredirects=1,1,0,1,1,0,1,1,1,0,0,0,1
http://tools.ietf.org/html/rfc121,1,1,0,0,0,0,1,0,1,0,0,0
http://www.dieterle.com/english/index.html,1,0,1,1,1,1,0,0,-1,1,0,0
http://tools.ietf.org/html/rfc1335,1,1,0,0,0,0,1,0,1,0,0,0
http://serialkilla138.tripod.com/absorbed/index.htm,1,0,1,1,1,1,1,0,0,0,1,0
http://www.flickr.com/groups/37967112@N00/,0,1,0,1,0,1,1,0,-1,0,0,0
http://youask.ru/wp-content/plugins/http/paypaI/com/en/webapps/mpp/home/,0,0,0,0,1,0,0,1,0,1,1,1
http://www.gbscience.com/webscr.htm,0,1,0,1,1,0,1,0,0,1,0,1
http://www.texclubtec.it/english/index.asp,1,0,1,0,1,1,0,0,0,1,1,0
http://code.google.com/p/php-syslog-ng/,1,0,0,1,0,1,1,1,0,0,0,0
http://pastehtml.com/view/bb11kvtb4.html,0,0,0,0,0,1,0,0,1,0,0,1
http://www.eclipse.org/photran/,1,1,0,0,0,0,0,0,1,0,0,0
http://animeaid.net/www.irs.gov/irs.htm/,0,0,0,1,1,1,0,0,0,0,1,1
http://www.idmer.com/UK/index.htm,1,1,1,1,1,1,0,0,-1,1,1,0
http://www.rpg.net/news+reviews/reviews/rev_211.html,1,0,1,0,0,1,0,0,0,1,0,0
http://www.babinet.cz/avatars/19889/hires/dir/560d2dfab037ebcffb9349bded6df911/,1,0,0,0,0,1,0,0,0,1,0,1
http://trillian.randomstuff.org.uk/~stephen/history/,0,1,1,0,1,1,0,0,0,0,0,0
http://www.devin.com/sugarplum/,1,1,0,1,0,1,0,0,0,0,1,0
http://habbogerador.rel7.com/,0,0,0,1,1,1,0,0,0,0,1,1
http://docbook.org/tdg/,1,1,0,0,0,1,0,0,0,0,0,0
http://www.ddci.com/products_SCORE.php,1,1,0,0,0,1,0,0,-1,0,0,0
http://www.rpbourret.com/xml/NamespacesFAQ.htm,1,1,1,0,0,1,0,0,0,0,1,0
http://www.lysator.liu.se/~zap/stomper/,1,0,1,0,0,1,0,0,0,0,0,0
http://pastehtml.com/view/beexnijhy.html,0,0,0,0,0,1,0,0,1,0,0,1
http://tools.ietf.org/html/rfc1992,1,1,0,0,0,0,1,0,1,0,0,0
http://9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?amp\%3Battredirects=1&amp;attachauth=ANoY7criG2T45TbHOng7DfJlvRHEzu6yGIcwXhXiwP7GUR8XyxvY4NB-60uJ6z9QJAwWa2yHixK6SzNWK_a_12i12jaXlQ8_Eb8lWvEjK9dX26MX0yiGByryxYOzsxeEHpBRBsiA00_cZhbRBls9TiUgm3NuXX79QYkGZ3aFZ2jmcd-1G3rmZyfh74zhxcy1Jm5N5MGD7UUZzECkM4uv3SbYiWraybbhEQ\%3D\%3D&amp;attredirects=0,1,0,1,1,0,1,1,1,0,0,0,1
http://www.createconline.com/studios/,1,1,0,1,1,0,0,0,0,0,0,0
http://9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?attachauth=ANoY7cqrkjl3oTaMgDvNQWZfYs3rjVmJD1yNT15DNS3BuCRlT6lcXPkZNmx7bSdc3k38kKE8JgkjSKjUhY9Nk0BARfHsJgObZiIEGyHb9SIFa7T2u3gbPWOo368L8YWSxaK8YCiFYAzt18BnoOBBsnvJayUUGeGmUYooocm_NG9ZQclH2AkJKjAFAqoqSaRKN716IGLX6ZWEj4wUtCxd3nxwJ6RJcLVs3g\%3D\%3D&amp;attredirects=2,1,0,1,1,0,1,1,1,0,0,0,1
http://9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?attachauth=ANoY7cramfnRNScwGwvSscmpBD2DAiyo9o6b5dA8MNJcsgjmkxFuB5Jw_LplFhGDeK2hcmJfC5VBDs_QPm_RZ6WY_4jwoM94aNW8MJGBYqR3NUwzRRJkS0X7kqFxdOusxeRLOqlENorz2J-MGxgKENcpbal78rMI-qq6eK44em0HnlAYRAIDa9EkoNKLQEhYRGPf2LmMMYIUJD7k8fiQYtBi-KYjQ2NLmg\%3D\%3D&amp;attredirects=1,1,0,1,1,0,1,1,1,0,0,0,1
http://www.rickrecht.com/_email/account23/security/,1,1,0,0,1,0,1,0,0,1,0,1
http://www.josuttis.com/tmplbook/,1,0,0,1,0,1,0,0,0,0,1,0
http://lokamaer.org/ZASTROW/,1,0,0,0,1,0,0,0,0,1,1,0
http://tinyurl.com/c7k5dy7,1,0,0,0,0,0,0,0,-1,0,0,1
http://monroevillechamber.com/Kiosk/CLT.ASP,1,0,1,0,1,0,1,0,1,1,0,1
http://www.frictionlessinsight.com/archives/2004/01/beyond-good-evi.html,1,1,1,0,1,1,0,1,0,0,1,0
http://bearben.com/vgdmryw9ec2u4nb38240/Y2dtLmJydWNrbmVyQGNoZWxsby5hdA==/xDEsdR/Ymx1a2lucy5iaXoMessage-ID:,0,0,0,0,1,0,0,1,0,1,1,1
http://www.qinxin.cn/images/index.htm?ref=http:/hgttzjwus.battle.net/d3/en/index,0,1,0,0,1,0,0,0,0,0,1,1
http://9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?attachauth=ANoY7co7UtRjg7kxrVAd3fb7Iq3MP7mNAp4CVGiF6cG29v99157JkL4R_twOC9t-CW19-GqaWjvZqDioab7abyRHB-lCI5IMnW69yuslShv7v8nCv4PadCP2kSEGt60L6McIwnQ98HyizrOeoPWP7hKsqvBFdc3dYGSvTlfsUEy0snJH9mcJIliogR5DHk5VidT5OGtxJS55QBgVWVNphI1eRZtPrSsVGw\%3D\%3D&amp;attredirects=2,1,0,1,1,0,1,1,1,0,0,0,1
http://www.unionoflove.com/cards,1,0,0,1,1,0,0,0,0,0,0,0
http://home.comcast.net/~crystalj566/,0,0,0,1,0,1,1,0,1,1,0,1
http://www.linabtechnologies.com/media/system/js/2c7af352bd3f5bcc5ee4e62e9010ac26/Einloggen.htm,0,0,0,0,1,1,0,0,0,1,1,1
http://showsecretary.ca/Paypal_Virefication/,0,0,0,0,1,0,0,0,0,1,0,1
http://www.eltima.com/products/visual-java-library/,0,1,0,1,0,1,0,1,1,0,0,0
http://xerces.apache.org/xerces2-j/,1,1,0,1,0,0,0,1,0,0,0,0
http://9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?amp\%3Battredirects=0&amp;attachauth=ANoY7cpTwIJuVxgJcDrgJkjg-upKtI3fbCEh1Mcm5rofKkJtkMBSntujcUwnJ28ZCvefZsqS-ei1Ic-vvoec810pUjqMH3hHizXcNxnQK8TTLHtSPYq1QT4jDKZWia8JWhLLoH9pniNxKRpAQ_KE05lLOqp1yO3wpUBHS0T2a5AhLd_-pBFur69b0wbEOllPx75NwelTjnDexZ4IBEbSSA8MVe2yuWGVDQ\%3D\%3D&amp;attredirects=0,1,0,1,1,0,1,1,1,0,0,0,1
http://www.cete.com/Products/Generator/,0,1,1,1,0,1,0,0,-1,0,0,0
http://www.babinet.cz/avatars/19889/hires/dir/5f52cc5349035cfbe782b4d0e2d76c0b/,1,0,0,0,0,1,0,0,0,1,0,1
http://www.microsoft.com/msj/0599/complusprog/complusprog.aspx,1,1,1,1,0,1,1,0,1,1,0,0
http://mobiusme.com/dknord/dk/9f7c922c363c997efa7dbdc5f9300303/,0,0,0,1,1,1,0,0,0,0,0,1
http://themayerinstitute.ca/_common/id/_private/bin3/2/tsbonline.lloydstsb.co.uk/login/personal/logon.jsp,0,0,1,0,1,0,0,0,0,1,0,1
http://9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?amp\%3Battredirects=1&amp;attachauth=ANoY7cr0Rwh9rqq2nrvLZKg2o3n-00DyTcVR-mHim-DCpwQ3M4J1-_c9_fTSpQUeeGgE6--e0DPV7fa0hE5RQ0drJv8SKjqgOWNNWSCQhzdmZa-21UT9uyR7lVr0thvu3gqXKFyQvVTDIUzK83uwJBE4wXdTFm5LyEBvlexI-teWllrkFUWyQEKgKeKKMnaGJNaZC0fDUJEE6lELP2XggLA3ffLGGYlprQ\%3D\%3D&amp;attredirects=0,1,0,1,1,0,1,1,1,0,0,0,1
http://pastehtml.com/view/ay8yi8w1h.html,0,0,0,0,0,1,0,0,1,0,0,1
http://www.infohq.com/Computer/computerhome.htm,1,1,1,0,0,1,0,0,-1,0,1,0
http://red-irish.itgo.com/Games.html,1,1,1,1,0,1,0,1,0,0,1,0
http://www.livingdaylights.za.pl/,1,1,0,0,0,1,0,0,0,0,1,1
http://9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?amp\%3Battredirects=2&amp;attachauth=ANoY7cq9YzCog5xWqMkGJ7YUdfI9jYdmcXCXLSt1wd7mNEcVTVSAUteVhVatAkTxg3ymCDiIwHm7Dbn1q0QDuHRl47SULC63LWKbQr_yfQPjVxwUmCqY8QiUyJIc0dSUJx27MW0FlKW4gDZEWJYC4zI2XkZp00rltSR-AMSsMNY25V6SHm4nrk3FR8LEk5XTSp8IiXDrUHtYneLjQ67Gkvch8ehiqYeMZA\%3D\%3D&amp;attredirects=0,1,0,1,1,0,1,1,1,0,0,0,1
http://alxsoft.narod.ru/default.htm,1,1,1,0,1,0,0,0,0,0,0,0
http://www.shaikhzn.com/554c3587bdc120750fbe7abf2ef355da/,0,0,0,0,1,0,1,0,0,1,1,1
http://www.rupert-lane.org/inform-mode/,1,1,0,0,1,1,0,1,0,0,0,0
http://tinyurl.com/d9p98bz,1,0,0,0,0,0,0,0,-1,0,0,1
http://www.all4nerds.com/wp-content/themes/twentyeleven/wp-ca/3/Internet\%20Banking\%20_\%20Capitec\%20Bank_files/onlinebanking.htm,0,0,1,0,1,0,0,1,0,1,1,1
http://www.codeguru.com/Cpp/V-S/devstudio_macros/visualstudionet/article.php/c3199,1,1,1,0,0,0,0,1,-1,0,0,0
http://www.angelfire.com/id/ianoid/brentcade.html,1,0,1,1,0,1,1,0,0,0,1,0
http://www.tempel.org/macdev/,1,1,0,0,0,1,0,0,0,0,0,0
http://www.eyeideals.com/~belldesi/wwwfull/,0,0,0,0,1,1,0,0,0,1,0,1
http://www.poppycat.co.kr/bbs/bzboard/capital/confirm.htm,0,0,1,0,1,1,0,0,0,1,1,1
http://kikerpi.com/wp-content/plugins/zhbgwwltyep/6872909347/de-5352352353/,0,0,0,0,0,0,1,1,0,1,0,1
http://9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?amp\%3Battredirects=2&amp;attachauth=ANoY7cpQuAQs5Q3A1w53XKGVQwScTR8yP4o8vf3GqpG6KuikkqJO_8Ut8zrKQsxxsAtIX4y-YfMNt7HG-0JE7ECQ7KbqtHMIpy4V60jVXn9JvGG6fw4r8BiyI_ZHXQyKuntIvjcJZpnes9ii8pPwkyZUu_5df-ps7BHNKvDS8OWQq5Smt2wsN2RR_e59FLh3lpXO4tXfFVzO5vk6sBppGwiulqzFwQWIbQ\%3D\%3D&amp;attredirects=0,1,0,1,1,0,1,1,1,0,0,0,1
http://domainingservers.com/paypal.com-cgi-bin.update/,0,0,1,1,1,1,0,1,0,0,1,1
http://www.mca-nashville.com/x.html,1,0,1,1,1,1,0,1,0,0,1,0
http://tools.ietf.org/html/rfc2120,1,1,0,0,0,0,1,0,1,0,0,0
http://www.eecg.toronto.edu/EECG/RESEARCH/ParallelSys/hurricane.html,1,0,1,0,0,1,0,0,0,1,0,0
http://www.zvon.org/xxl/xmlSchema2001Reference/Output/index.html,1,1,1,0,0,1,0,0,0,0,1,0
http://groups.yahoo.com/group/charlie-company/,1,1,0,1,0,1,1,1,-1,0,0,0
http://habbogeradordemoedas2011.rel7.com/,0,0,0,1,1,1,0,0,0,0,1,1
http://www.algonet.se/~martin/,0,1,0,0,0,1,0,0,0,1,1,0
http://x0shop.com/images/?ref=http\%3A\%2F\%2Fcbzpivdus.battle.net\%2Fd3\%2Fen\%2Findex,0,0,1,0,1,0,0,0,0,0,1,1
http://www.sothink.com/product/javadecompiler/,1,1,0,1,0,0,0,0,0,0,0,0
http://www.youtube.com/watch?v=LXZ1OL2U3lY,0,1,0,1,0,1,1,0,-1,0,0,0
