url,short_url,favicon,href_count,url_length,page_redirect,url_split_count,label
http://home.comcast.net/~betty.harrison/,1,1,7,39,0,4,1
http://tools.ietf.org/html/rfc2946,1,1,43,35,0,3,0
http://paypal.com.us.login.run.clinets.cgi-bin.webscr.upd13583585d80a13c0ddjvxhu85d80a13c0db1f9of81463215868fid.bihanos.newwayglobal.com/account.clinets/confirmed\%3Fa6=ided6aee8d43con/,1,0,39,67,0,4,1
http://en.wikipedia.org/wiki/Flame_war,1,1,446,39,0,3,0
http://members.tripod.com/~KODA_WOLF/Woods.html,0,0,17,47,0,4,0
http://j-mchenry.com/0_bikes/plandocs/docs/,1,-1,15,44,0,2,1
http://www.hexatech.com/report_designer.htm,0,0,2,43,0,4,0
http://tools.ietf.org/html/rfc3134,1,1,104,35,0,3,0
http://www.kees.cc/ffarm/ffarm.html,1,0,8,36,0,4,0
http://www.cleavebooks.co.uk/scol/ccdenlin.htm,0,0,6,46,0,5,0
http://vancouver-webpages.com/META/mk-metas.html,0,0,27,48,0,3,0
http://dawson3904.tripod.com/homepage.html,0,0,31,42,0,4,0
http://doiop.com/Documento_0000000976538975754246434,1,0,17,17,0,2,1
http://www.vonwentzel.net/ABS/,0,0,0,30,0,3,0
http://bbrecadastrosa.net16.net/index.php,1,0,1,46,0,3,1
http://www.unsickerfarms.com/index.html,0,0,12,39,0,4,0
http://research.microsoft.com/en-us/projects/pex/,1,0,332,177,0,5,0
http://www.angelfire.com/wi/ranch2/redangus.html,0,0,17,48,0,4,0
"http://news.zdnet.co.uk/software/0,1000000121,39116263,00.htm",1,0,266,21,0,3,0
http://www.sybase.com/products/archivedproducts/powerj,1,1,353,30,0,4,0
http://en.wikipedia.org/wiki/Witch_Hunters,1,1,87,43,0,3,0
http://en.decapack.com/une4/index.html,1,-1,38,41,0,4,1
http://amsoft.ru/ruboard/,0,0,14,25,0,2,0
http://xml.coverpages.org/spacecraftML.html,0,0,63,43,0,4,0
http://9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?attachauth=ANoY7crbx7LaGXwwSZnIAwdBDm8050rG-NcVeBE2ghRTLtnaKYu__WdChIJ0joKepShJ8Z5l-EC8BJ5PjZu2FQtaQgBj1O5VevYabKh4auIpcYmhgcTL1ITTwQGkqaaDpxGOrIg2-xGaODKp3LtlxRGQWJhU2U2CBPsSxr2mczYNfGswZIZcLTw8ZJnJ6mR78kWcirRr5aayJroAhaoi7AXVEjgPHVuFaA==&amp;attredirects=1,1,0,7,298,0,9,1
http://pastehtml.com/view/bcnefmlgz.html,1,1,5,41,0,3,1
http://www.laboutiquedevalou.fr/images/includes/shop/perm/index.htm,0,1,36,67,0,4,1
http://cloud-tech.in/img/es/paypalworldwide.INC/cgi-bin/webscrcmd=_login-run/webscrcmd=_account-run/updates-paypal/confirm-paypal/,1,0,0,131,0,3,1
http://ashevillewebhost.com/templates/as002029/9973207324/336264262473734/,1,-1,0,78,0,3,1
http://www.ddj.com/windows/184410987,1,0,241,74,0,3,0
http://www.informit.com/store/product.aspx?isbn=0201379503&amp;redir=1,1,1,111,113,0,3,0
http://swappingclosets.com/blog/direct/index.html,1,0,25,50,0,3,1
http://www.dawkco.com/software/,1,0,12,28,0,2,0
http://ideas.repec.org/p/wop/safire/98-05-041e.html,1,0,84,52,0,4,0
http://www.romanengo.com/eng/home.htm,0,0,57,37,0,4,0
http://anita-gd.com/images/,1,0,0,31,0,3,1
http://developer.apple.com/wwdc/,1,1,19,35,0,3,0
http://www.biohidrica.cl/BIOHIDRICA_english.htm,0,0,0,47,0,4,0
http://www.d-et.com/eng/main.asp,1,0,18,32,0,4,0
http://5wspanialych.pl/wp-content/uploads/ib.absa.za/,0,0,0,53,0,4,1
http://www.sevkon.net/js/?ref=3D3D3D3D3Dus.battle.net/d3/en/index,0,0,0,65,0,5,1
http://www.dack.com/web/flash_evil.html,1,0,46,40,0,4,0
http://mapejo.com.br/joomla/templates/atomic/dhjhjshs/login.htm,0,0,0,63,0,4,1
http://www.angelfire.com/ego/teamdevious/,0,0,10,41,0,3,0
http://www.angelfire.com/nv/huntress/index.html,0,0,68,47,0,4,0
http://users11.jabry.com/refundonl/fradrag/skat_refund.html,0,0,0,59,0,4,1
http://tools.ietf.org/html/rfc818,1,1,7,34,0,3,0
http://uniclastoken.h16.ru/Banco_Itau/Pessoa_Fisica/Token/Seguranca/Itau/GRIPNET/index.php,1,0,73,15,0,2,1
http://games.teamxbox.com/xbox-360/2167/Dantes-Inferno/,0,0,0,55,0,3,0
http://www.pastehtml.com/view/bq55ylshv.html,1,1,5,45,0,4,1
http://en.wikipedia.org/wiki/PCI-Express,1,1,1226,41,0,3,0
http://www.yeahindia.com/site2000,0,0,2,33,0,3,0
http://www.highedgesolar.com/modules/hongleongconnect/servicerequest.htm,0,-1,60,72,0,4,1
http://searchenginewatch.com/article/2064836/More-Search-and-Browsing-Fun-with-Firefox,1,0,0,90,0,3,0
http://9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?attachauth=ANoY7crfNi0wQjqG7eQnnvUHuxrim4ut9S4hExBd06Oni2RlYzpk-tUrxBkdNABAYZeeMaJMtCYD-KcJUSIKsVyJ_8JPrgWLk8n-U5JUZ4WsKtKtdsI5HeAiCTR8-TL0pP5vfiBgpjTQZN4QI4USZCPU2n-zGnZvIpCtEx1hz_dH5hjkUJWnfKhA-Epb1WfLaZbzCCIxddT88UtS5rLgPEJAm-t6Wp7FrA\%3D\%3D&amp;attredirects=2,1,0,7,298,0,9,1
http://www.tek-tips.com/threadminder.cfm?pid=10,1,1,151,48,0,4,0
http://secure-runescape-com-m-weblogin.my-style.in/m=weblogin.loginform.ws-mod=www&amp;ssl=1&amp;reauth=1&amp;dest=account_settings.ws.html,0,0,0,139,0,7,1
http://httpd.apache.org/docs/1.3/misc/security_tips.html,0,0,30,56,0,5,0
http://sourceforge.net/projects/net-whois-ripe/,1,0,260,48,0,2,0
http://pastehtml.com/view/bfodqe7nv.html,1,0,1,41,0,3,1
http://en.wikipedia.org/wiki/DLX,1,1,209,33,0,3,0
http://developer.mozilla.org/en/CSS,1,1,144,48,0,3,0
http://www.rewardszoneusa.com/?Flow=D4EF0A81-9EAC-F267-68AD-F444C1819DEDC5CDDD40&isPrePop=true&subaff=251633,0,0,2,108,0,3,1
http://msdn.microsoft.com/en-us/library/ms978496.aspx,1,0,36,33,0,3,0
http://www.internetnews.com/ent-news/article.php/3110981,0,0,38,56,0,4,0
http://pastehtml.com/view/beogncb4i.html,1,1,5,41,0,3,1
http://www.dotuscomus.com/svg/,0,0,41,30,0,3,0
http://groups.yahoo.com/group/logic-ot/,1,-1,37,49,0,3,0
http://www.programix.com/threadbook/,0,0,78,36,0,3,0
http://ted.mielczarek.org/code/mozilla/,0,0,42,39,0,3,0
http://tools.ietf.org/html/rfc1956,1,1,7,35,0,3,0
http://javassh.org/space/start,1,0,138,32,0,2,0
http://www.datacolor.eu/en/products/display-calibration/index.html,1,0,111,26,0,3,0
http://pastehtml.com/view/bbcr1gfm7.html,1,1,5,41,0,3,1
http://www.linabtechnologies.com/media/system/js/81600ef937457c67e9c73453eabad015/Einloggen.htm,1,0,7,91,0,3,1
http://www.viverelagheula.net/wp-content/plugins/akismet/paypal.com.au/initthi.html?UsingSSL=&amp;bshowgif=&amp;cmd=SignIn&amp;co_partnerId=2&amp;errmsg=&amp;i1=&amp;pUserId=&amp;pa1=&amp;pa2=&amp;pageType=&amp;pp=&amp;ru=&amp;runame=\%5C&amp;siteid=0,1,0,107,253,0,6,1
http://tools.ietf.org/html/rfc2317,1,1,49,35,0,3,0
http://www.aspwebpro.com/aspscripts.asp,1,0,6,36,0,3,0
http://esoteric.sange.fi/brainfuck/,0,0,11,35,0,3,0
http://9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?amp\%3Battredirects=1&amp;attachauth=ANoY7coqikAb_i3TSd4CICkyqYu-Px1f6HDXh-Ik-bVb1n5QWbXn3ryIfqiCDUTbcVvKkjpy2tfDLD3YohRg606JgHvfvSZt-h0qgOSzLmaYy4fV4AeweAMVlG0NvEY7PWAdh7QtnzIgKs1mFCgndeKgMiasqg7drlYNQ0T7Ao_L4Ox7GfEDSdNGNaBIPxvdkifbjA9bjIVCJAS1HARwAyyRJ4kpUEIKpw\%3D\%3D&amp;attredirects=1,1,0,7,298,0,9,1
http://tools.ietf.org/html/rfc121,1,1,29,34,0,3,0
http://www.dieterle.com/english/index.html,0,-1,1,42,0,4,0
http://tools.ietf.org/html/rfc1335,1,1,34,35,0,3,0
http://serialkilla138.tripod.com/absorbed/index.htm,0,0,6,51,0,4,0
http://www.flickr.com/groups/37967112@N00/,1,-1,82,48,0,3,0
http://youask.ru/wp-content/plugins/http/paypaI/com/en/webapps/mpp/home/,0,0,3,72,0,2,1
http://www.gbscience.com/webscr.htm,1,0,30,32,0,3,1
http://www.texclubtec.it/english/index.asp,0,0,1,42,0,4,0
http://code.google.com/p/php-syslog-ng/,1,0,7,47,0,3,0
http://pastehtml.com/view/bb11kvtb4.html,1,1,5,41,0,3,1
http://www.eclipse.org/photran/,0,1,102,31,0,3,0
http://animeaid.net/www.irs.gov/irs.htm/,1,0,0,23,0,3,1
http://www.idmer.com/UK/index.htm,0,-1,40,33,0,4,0
http://www.rpg.net/news+reviews/reviews/rev_211.html,1,0,0,57,0,4,0
http://www.babinet.cz/avatars/19889/hires/dir/560d2dfab037ebcffb9349bded6df911/,1,0,0,76,0,2,1
http://trillian.randomstuff.org.uk/~stephen/history/,0,0,12,52,0,4,0
http://www.devin.com/sugarplum/,0,0,23,31,0,3,0
http://habbogerador.rel7.com/,0,0,0,29,0,3,1
http://docbook.org/tdg/,1,0,16,24,0,2,0
http://www.ddci.com/products_SCORE.php,1,-1,71,36,0,3,0
http://www.rpbourret.com/xml/NamespacesFAQ.htm,0,0,356,46,0,4,0
http://www.lysator.liu.se/~zap/stomper/,0,0,2,39,0,4,0
http://pastehtml.com/view/beexnijhy.html,1,1,5,41,0,3,1
http://tools.ietf.org/html/rfc1992,1,1,184,35,0,3,0
http://9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?amp\%3Battredirects=1&amp;attachauth=ANoY7criG2T45TbHOng7DfJlvRHEzu6yGIcwXhXiwP7GUR8XyxvY4NB-60uJ6z9QJAwWa2yHixK6SzNWK_a_12i12jaXlQ8_Eb8lWvEjK9dX26MX0yiGByryxYOzsxeEHpBRBsiA00_cZhbRBls9TiUgm3NuXX79QYkGZ3aFZ2jmcd-1G3rmZyfh74zhxcy1Jm5N5MGD7UUZzECkM4uv3SbYiWraybbhEQ\%3D\%3D&amp;attredirects=0,1,0,7,298,0,9,1
http://www.createconline.com/studios/,0,0,19,37,0,3,0
http://9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?attachauth=ANoY7cqrkjl3oTaMgDvNQWZfYs3rjVmJD1yNT15DNS3BuCRlT6lcXPkZNmx7bSdc3k38kKE8JgkjSKjUhY9Nk0BARfHsJgObZiIEGyHb9SIFa7T2u3gbPWOo368L8YWSxaK8YCiFYAzt18BnoOBBsnvJayUUGeGmUYooocm_NG9ZQclH2AkJKjAFAqoqSaRKN716IGLX6ZWEj4wUtCxd3nxwJ6RJcLVs3g\%3D\%3D&amp;attredirects=2,1,0,7,298,0,9,1
http://9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?attachauth=ANoY7cramfnRNScwGwvSscmpBD2DAiyo9o6b5dA8MNJcsgjmkxFuB5Jw_LplFhGDeK2hcmJfC5VBDs_QPm_RZ6WY_4jwoM94aNW8MJGBYqR3NUwzRRJkS0X7kqFxdOusxeRLOqlENorz2J-MGxgKENcpbal78rMI-qq6eK44em0HnlAYRAIDa9EkoNKLQEhYRGPf2LmMMYIUJD7k8fiQYtBi-KYjQ2NLmg\%3D\%3D&amp;attredirects=1,1,0,7,298,0,9,1
http://www.rickrecht.com/_email/account23/security/,1,0,26,52,0,3,1
http://www.josuttis.com/tmplbook/,0,0,3,33,0,3,0
http://lokamaer.org/ZASTROW/,0,0,0,28,0,2,0
http://tinyurl.com/c7k5dy7,1,-1,1,61,0,3,1
http://monroevillechamber.com/Kiosk/CLT.ASP,1,1,1,48,0,4,1
http://www.frictionlessinsight.com/archives/2004/01/beyond-good-evi.html,0,0,30,72,0,4,0
http://bearben.com/vgdmryw9ec2u4nb38240/Y2dtLmJydWNrbmVyQGNoZWxsby5hdA==/xDEsdR/Ymx1a2lucy5iaXoMessage-ID:,0,0,0,106,0,2,1
http://www.qinxin.cn/images/index.htm?ref=http:/hgttzjwus.battle.net/d3/en/index,1,0,21,21,0,3,1
http://9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?attachauth=ANoY7co7UtRjg7kxrVAd3fb7Iq3MP7mNAp4CVGiF6cG29v99157JkL4R_twOC9t-CW19-GqaWjvZqDioab7abyRHB-lCI5IMnW69yuslShv7v8nCv4PadCP2kSEGt60L6McIwnQ98HyizrOeoPWP7hKsqvBFdc3dYGSvTlfsUEy0snJH9mcJIliogR5DHk5VidT5OGtxJS55QBgVWVNphI1eRZtPrSsVGw\%3D\%3D&amp;attredirects=2,1,0,7,298,0,9,1
http://www.unionoflove.com/cards,1,0,5,34,0,3,0
http://home.comcast.net/~crystalj566/,1,1,7,36,0,3,1
http://www.linabtechnologies.com/media/system/js/2c7af352bd3f5bcc5ee4e62e9010ac26/Einloggen.htm,1,0,7,91,0,3,1
http://showsecretary.ca/Paypal_Virefication/,0,0,1,44,0,2,1
http://www.eltima.com/products/visual-java-library/,1,1,117,39,0,3,0
http://xerces.apache.org/xerces2-j/,0,0,60,35,0,3,0
http://9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?amp\%3Battredirects=0&amp;attachauth=ANoY7cpTwIJuVxgJcDrgJkjg-upKtI3fbCEh1Mcm5rofKkJtkMBSntujcUwnJ28ZCvefZsqS-ei1Ic-vvoec810pUjqMH3hHizXcNxnQK8TTLHtSPYq1QT4jDKZWia8JWhLLoH9pniNxKRpAQ_KE05lLOqp1yO3wpUBHS0T2a5AhLd_-pBFur69b0wbEOllPx75NwelTjnDexZ4IBEbSSA8MVe2yuWGVDQ\%3D\%3D&amp;attredirects=0,1,0,7,298,0,9,1
http://www.cete.com/Products/Generator/,1,-1,140,48,0,4,0
http://www.babinet.cz/avatars/19889/hires/dir/5f52cc5349035cfbe782b4d0e2d76c0b/,1,0,0,76,0,2,1
http://www.microsoft.com/msj/0599/complusprog/complusprog.aspx,0,1,110,62,0,4,0
http://mobiusme.com/dknord/dk/9f7c922c363c997efa7dbdc5f9300303/,1,0,4,64,0,2,1
http://themayerinstitute.ca/_common/id/_private/bin3/2/tsbonline.lloydstsb.co.uk/login/personal/logon.jsp,1,0,0,109,0,7,1
http://9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?amp\%3Battredirects=1&amp;attachauth=ANoY7cr0Rwh9rqq2nrvLZKg2o3n-00DyTcVR-mHim-DCpwQ3M4J1-_c9_fTSpQUeeGgE6--e0DPV7fa0hE5RQ0drJv8SKjqgOWNNWSCQhzdmZa-21UT9uyR7lVr0thvu3gqXKFyQvVTDIUzK83uwJBE4wXdTFm5LyEBvlexI-teWllrkFUWyQEKgKeKKMnaGJNaZC0fDUJEE6lELP2XggLA3ffLGGYlprQ\%3D\%3D&amp;attredirects=0,1,0,7,298,1,9,1
http://pastehtml.com/view/ay8yi8w1h.html,1,1,5,41,0,3,1
http://www.infohq.com/Computer/computerhome.htm,0,-1,120,47,0,4,0
http://red-irish.itgo.com/Games.html,0,0,25,36,0,4,0
http://www.livingdaylights.za.pl/,1,0,76,13,0,2,1
http://9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?amp\%3Battredirects=2&amp;attachauth=ANoY7cq9YzCog5xWqMkGJ7YUdfI9jYdmcXCXLSt1wd7mNEcVTVSAUteVhVatAkTxg3ymCDiIwHm7Dbn1q0QDuHRl47SULC63LWKbQr_yfQPjVxwUmCqY8QiUyJIc0dSUJx27MW0FlKW4gDZEWJYC4zI2XkZp00rltSR-AMSsMNY25V6SHm4nrk3FR8LEk5XTSp8IiXDrUHtYneLjQ67Gkvch8ehiqYeMZA\%3D\%3D&amp;attredirects=0,1,0,7,298,0,9,1
http://alxsoft.narod.ru/default.htm,0,0,43,35,0,4,0
http://www.shaikhzn.com/554c3587bdc120750fbe7abf2ef355da/,0,0,0,57,0,3,1
http://www.rupert-lane.org/inform-mode/,1,0,9,40,0,3,0
http://tinyurl.com/d9p98bz,1,-1,1,61,0,3,1
http://www.all4nerds.com/wp-content/themes/twentyeleven/wp-ca/3/Internet\%20Banking\%20_\%20Capitec\%20Bank_files/onlinebanking.htm,1,0,3,139,0,4,1
http://www.codeguru.com/Cpp/V-S/devstudio_macros/visualstudionet/article.php/c3199,1,-1,883,123,0,5,0
http://www.angelfire.com/id/ianoid/brentcade.html,0,0,3,49,0,4,0
http://www.tempel.org/macdev/,0,0,17,29,0,3,0
http://www.eyeideals.com/~belldesi/wwwfull/,0,0,0,43,0,3,1
http://www.poppycat.co.kr/bbs/bzboard/capital/confirm.htm,0,0,0,57,0,5,1
http://kikerpi.com/wp-content/plugins/zhbgwwltyep/6872909347/de-5352352353/,0,0,0,75,0,2,1
http://9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?amp\%3Battredirects=2&amp;attachauth=ANoY7cpQuAQs5Q3A1w53XKGVQwScTR8yP4o8vf3GqpG6KuikkqJO_8Ut8zrKQsxxsAtIX4y-YfMNt7HG-0JE7ECQ7KbqtHMIpy4V60jVXn9JvGG6fw4r8BiyI_ZHXQyKuntIvjcJZpnes9ii8pPwkyZUu_5df-ps7BHNKvDS8OWQq5Smt2wsN2RR_e59FLh3lpXO4tXfFVzO5vk6sBppGwiulqzFwQWIbQ\%3D\%3D&amp;attredirects=0,1,0,7,298,0,9,1
http://domainingservers.com/paypal.com-cgi-bin.update/,0,0,0,54,0,4,1
http://www.mca-nashville.com/x.html,0,0,0,35,0,4,0
http://tools.ietf.org/html/rfc2120,1,1,82,35,0,3,0
http://www.eecg.toronto.edu/EECG/RESEARCH/ParallelSys/hurricane.html,1,0,0,69,0,5,0
http://www.zvon.org/xxl/xmlSchema2001Reference/Output/index.html,0,0,15,64,0,4,0
http://groups.yahoo.com/group/charlie-company/,1,-1,42,56,0,3,0
http://habbogeradordemoedas2011.rel7.com/,0,0,0,41,0,3,1
http://www.algonet.se/~martin/,0,0,8,30,0,3,0
http://x0shop.com/images/?ref=http\%3A\%2F\%2Fcbzpivdus.battle.net\%2Fd3\%2Fen\%2Findex,1,0,0,99,0,4,1
http://www.sothink.com/product/javadecompiler/,1,0,16,47,0,3,0
http://www.youtube.com/watch?v=LXZ1OL2U3lY,1,-1,12,43,0,3,0
http://9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?attachauth=ANoY7cpwbBYB84dcHmkB9mNC-Fd_3HaNDYZfJrHdOQq4MWJ9D5aUhxg0HAM0b3Axb8-8TJHZ24SD4AkfyDxm54p2rLm2B5ddglUrH5Ze3H17lfj56PhlSmZWRv91Wydi3x6FWtEjtQaTRG8NJgd1VDcOTOjsMNAgj2u5uxROzo_Sd2R1Gh0CrgZHEfTQirtmOo5eBjH98hMsjHqxNCUld_NwaKGHvIG4yw==&amp;attredirects=1,1,0,7,298,0,9,1
http://www.almwire.ca/index.html,0,0,2,32,0,4,0
http://pastehtml.com/view/bg3z9sk8n.html,1,1,5,41,0,3,1
http://estlbay.ucoz.com/seaPI.dlSignInruhtp3A22Fwwy.p3A22Fwwy.c.htm,0,0,14,67,0,7,1
http://sites.google.com/site/classroom162/,1,0,7,268,0,7,0
http://www.hiditec.com/wp-content/information.html.html,1,0,0,56,0,5,1
http://9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?amp\%3Battredirects=2&amp;attachauth=ANoY7cro7iEBt-HW9ePZ9a32BDM4jghY2lzPojigYnQGL0Uyck0_22ygCp-c3tcOukTSW5zhOaSzgpLppTiJLu2wSBo8lq8JS6sOc63zMgMc5_oL7FVq-stAbfivs8Pgil1cD-gDxessUbezLF4zzo_eA9Osmke-U1EV8qmPKyY9wQQEIQEHsK9IloH23srtD7i2IUSxEB9SRD3a0jxjqUDN6X46HnYVng\%3D\%3D&amp;attredirects=0,1,0,7,298,0,9,1
http://pastehtml.com/view/bfzmr89gs.html,1,0,1,41,0,3,1
http://support.microsoft.com/?kbid=36605,1,1,192,41,0,3,0
http://www.montaguemillennium.com/medieval/Medieval_Armor.htm,0,0,0,61,0,4,0
http://affiliatealmanac.com/systembanking/1abdd70f62944214a82ea82cfee59c55,1,0,0,163,0,4,1
http://www.drlongghost.com/app/webroot/img/d/95efc2f98939ce55b60d543d37342b5f/websrc.html?cmd=_login-run&amp;dispatch=5885d80a13c0db1f998ca054efbdf2c29878a435fe324eec2511727fbf3e9efcd8,1,0,5,180,0,3,1
http://pastehtml.com/view/bekses9au.html,1,0,1,41,0,3,1
http://www.squidoo.com/serendipity-blog,0,0,5,39,0,3,0
http://02yahoo.02.51k4ping.com/page/contact_us.html,0,0,0,51,0,5,1
http://www.thesupplybunker.net/morrow.htm,0,0,281,41,0,4,0
http://services-runescape-com-sm-forums.totalh.net/m=weblogin.loginform.ws-mod=wwwssl=1reauth=1dest=account_settings.ws.html,0,0,0,124,0,7,1
http://2lo.rz.pl/stulecie/news/capac/be/more/safe/whit/us/dereas/,1,0,2,66,0,3,1
