url,href_count,url_length,meta_data,email_count,name_server_count,status_count,activeDuration,domain_name_len,label
http://members.tripod.com/~KODA_WOLF/Woods.html,17,47,5,2,8,8,9533,25,0
http://j-mchenry.com/0_bikes/plandocs/docs/,15,44,14,2,16,2,106,13,1
http://www.hexatech.com/report_designer.htm,2,43,3,2,4,1,8817,19,0
http://tools.ietf.org/html/rfc3134,104,35,9,0,6,3,9370,8,0
http://www.kees.cc/ffarm/ffarm.html,8,36,2,0,2,2,7720,1,0
http://www.cleavebooks.co.uk/scol/ccdenlin.htm,6,46,0,-1,1,1,6307,17,0
http://vancouver-webpages.com/META/mk-metas.html,27,48,5,3,2,1,9198,22,0
http://dawson3904.tripod.com/homepage.html,31,42,4,2,8,8,9533,25,0
http://doiop.com/Documento_0000000976538975754246434,17,17,4,2,3,8,5916,17,1
http://www.vonwentzel.net/ABS/,0,30,0,2,4,1,7598,14,0
http://bbrecadastrosa.net16.net/index.php,1,46,5,2,2,8,4913,14,1
http://www.unsickerfarms.com/index.html,12,39,3,0,3,8,7754,17,0
http://research.microsoft.com/en-us/projects/pex/,332,177,27,4,8,12,10779,31,0
http://www.angelfire.com/wi/ranch2/redangus.html,17,48,3,2,8,8,8056,25,0
"http://news.zdnet.co.uk/software/0,1000000121,39116263,00.htm",266,21,18,3,8,12,9323,31,0
http://www.sybase.com/products/archivedproducts/powerj,353,30,21,0,4,1,9422,7,0
http://en.wikipedia.org/wiki/Witch_Hunters,87,43,6,2,6,6,7235,31,0
http://en.decapack.com/une4/index.html,38,41,5,3,6,1,7377,21,1
http://amsoft.ru/ruboard/,14,25,4,0,2,1,8437,9,0
http://xml.coverpages.org/spacecraftML.html,63,43,6,4,4,7,7272,14,0
http://9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?attachauth=ANoY7crbx7LaGXwwSZnIAwdBDm8050rG-NcVeBE2ghRTLtnaKYu__WdChIJ0joKepShJ8Z5l-EC8BJ5PjZu2FQtaQgBj1O5VevYabKh4auIpcYmhgcTL1ITTwQGkqaaDpxGOrIg2-xGaODKp3LtlxRGQWJhU2U2CBPsSxr2mczYNfGswZIZcLTw8ZJnJ6mR78kWcirRr5aayJroAhaoi7AXVEjgPHVuFaA==&amp;attredirects=1,7,298,4,2,8,12,8451,31,1
http://pastehtml.com/view/bcnefmlgz.html,5,41,14,2,4,2,4300,13,1
http://www.laboutiquedevalou.fr/images/includes/shop/perm/index.htm,36,67,6,3,2,2,3257,20,1
http://cloud-tech.in/img/es/paypalworldwide.INC/cgi-bin/webscrcmd=_login-run/webscrcmd=_account-run/updates-paypal/confirm-paypal/,0,131,2,0,2,4,196,13,1
http://ashevillewebhost.com/templates/as002029/9973207324/336264262473734/,0,78,7,0,2,8,4872,1,1
http://www.ddj.com/windows/184410987,241,74,27,2,4,2,8168,25,0
http://www.informit.com/store/product.aspx?isbn=0201379503&amp;redir=1,111,113,8,2,8,2,7951,25,0
http://swappingclosets.com/blog/direct/index.html,25,50,11,2,2,1,645,19,1
http://www.dawkco.com/software/,12,28,3,2,4,2,147,19,0
http://ideas.repec.org/p/wop/safire/98-05-041e.html,84,52,32,0,2,1,7556,9,0
http://www.romanengo.com/eng/home.htm,57,37,16,2,4,2,7706,13,0
http://anita-gd.com/images/,0,31,6,0,2,1,322,1,1
http://developer.apple.com/wwdc/,19,35,14,3,8,8,12312,25,0
http://www.biohidrica.cl/BIOHIDRICA_english.htm,0,47,0,-1,2,-1,7537,13,0
http://www.d-et.com/eng/main.asp,18,32,3,2,4,1,6180,8,0
http://5wspanialych.pl/wp-content/uploads/ib.absa.za/,0,53,0,-1,1,0,1143,15,1
http://www.sevkon.net/js/?ref=3D3D3D3D3Dus.battle.net/d3/en/index,0,65,0,2,4,1,194,10,1
http://www.dack.com/web/flash_evil.html,46,40,2,2,4,2,8639,26,0
http://mapejo.com.br/joomla/templates/atomic/dhjhjshs/login.htm,0,63,0,-1,-1,1,6820,13,1
http://www.angelfire.com/ego/teamdevious/,10,41,0,2,8,8,8056,25,0
http://www.angelfire.com/nv/huntress/index.html,68,47,2,2,8,8,8056,25,0
http://users11.jabry.com/refundonl/fradrag/skat_refund.html,0,59,5,0,2,2,4272,1,1
http://tools.ietf.org/html/rfc818,7,34,8,0,6,3,9370,8,0
http://uniclastoken.h16.ru/Banco_Itau/Pessoa_Fisica/Token/Seguranca/Itau/GRIPNET/index.php,73,15,5,0,2,1,7554,7,1
http://games.teamxbox.com/xbox-360/2167/Dantes-Inferno/,0,55,0,3,8,2,7264,25,0
http://www.pastehtml.com/view/bq55ylshv.html,5,45,14,2,4,2,4300,13,1
http://en.wikipedia.org/wiki/PCI-Express,1226,41,7,2,6,6,7235,31,0
http://www.yeahindia.com/site2000,2,33,1,2,4,2,1728,20,0
http://www.highedgesolar.com/modules/hongleongconnect/servicerequest.htm,60,72,4,2,4,4,3216,20,1
http://searchenginewatch.com/article/2064836/More-Search-and-Browsing-Fun-with-Firefox,0,90,0,3,3,2,8265,23,0
http://9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?attachauth=ANoY7crfNi0wQjqG7eQnnvUHuxrim4ut9S4hExBd06Oni2RlYzpk-tUrxBkdNABAYZeeMaJMtCYD-KcJUSIKsVyJ_8JPrgWLk8n-U5JUZ4WsKtKtdsI5HeAiCTR8-TL0pP5vfiBgpjTQZN4QI4USZCPU2n-zGnZvIpCtEx1hz_dH5hjkUJWnfKhA-Epb1WfLaZbzCCIxddT88UtS5rLgPEJAm-t6Wp7FrA\%3D\%3D&amp;attredirects=2,7,298,4,2,8,12,8451,31,1
http://www.tek-tips.com/threadminder.cfm?pid=10,151,48,4,2,2,1,8492,12,0
http://secure-runescape-com-m-weblogin.my-style.in/m=weblogin.loginform.ws-mod=www&amp;ssl=1&amp;reauth=1&amp;dest=account_settings.ws.html,0,139,3,0,5,2,3103,11,1
http://httpd.apache.org/docs/1.3/misc/security_tips.html,30,56,2,0,12,2,9339,1,0
http://sourceforge.net/projects/net-whois-ripe/,260,48,22,0,4,8,7759,1,0
http://pastehtml.com/view/bfodqe7nv.html,1,41,1,2,4,2,4300,13,1
http://en.wikipedia.org/wiki/DLX,209,33,6,2,6,6,7235,31,0
http://developer.mozilla.org/en/CSS,144,48,20,2,8,6,8320,31,0
http://www.rewardszoneusa.com/?Flow=D4EF0A81-9EAC-F267-68AD-F444C1819DEDC5CDDD40&isPrePop=true&subaff=251633,2,108,6,0,2,8,3458,18,1
http://msdn.microsoft.com/en-us/library/ms978496.aspx,36,33,27,4,8,12,10779,31,0
http://www.internetnews.com/ent-news/article.php/3110981,38,56,14,0,4,2,8660,16,0
http://pastehtml.com/view/beogncb4i.html,5,41,14,2,4,2,4300,13,1
http://www.dotuscomus.com/svg/,41,30,8,0,2,8,7200,14,0
http://groups.yahoo.com/group/logic-ot/,37,49,8,3,10,12,9422,31,0
http://www.programix.com/threadbook/,78,36,2,3,2,1,8611,13,0
http://ted.mielczarek.org/code/mozilla/,42,39,1,3,2,2,6686,19,0
http://tools.ietf.org/html/rfc1956,7,35,9,0,6,3,9370,8,0
http://javassh.org/space/start,138,32,54,2,16,6,4775,31,0
http://www.datacolor.eu/en/products/display-calibration/index.html,111,26,22,2,6,1,8956,13,0
http://pastehtml.com/view/bbcr1gfm7.html,5,41,14,2,4,2,4300,13,1
http://www.linabtechnologies.com/media/system/js/81600ef937457c67e9c73453eabad015/Einloggen.htm,7,91,4,2,4,1,3320,21,1
http://www.viverelagheula.net/wp-content/plugins/akismet/paypal.com.au/initthi.html?UsingSSL=&amp;bshowgif=&amp;cmd=SignIn&amp;co_partnerId=2&amp;errmsg=&amp;i1=&amp;pUserId=&amp;pa1=&amp;pa2=&amp;pageType=&amp;pp=&amp;ru=&amp;runame=\%5C&amp;siteid=0,107,253,1,2,4,1,4343,18,1
http://tools.ietf.org/html/rfc2317,49,35,10,0,6,3,9370,8,0
http://www.aspwebpro.com/aspscripts.asp,6,36,3,2,2,8,7212,13,0
http://esoteric.sange.fi/brainfuck/,11,35,0,-1,2,1,7352,8,0
http://9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?amp\%3Battredirects=1&amp;attachauth=ANoY7coqikAb_i3TSd4CICkyqYu-Px1f6HDXh-Ik-bVb1n5QWbXn3ryIfqiCDUTbcVvKkjpy2tfDLD3YohRg606JgHvfvSZt-h0qgOSzLmaYy4fV4AeweAMVlG0NvEY7PWAdh7QtnzIgKs1mFCgndeKgMiasqg7drlYNQ0T7Ao_L4Ox7GfEDSdNGNaBIPxvdkifbjA9bjIVCJAS1HARwAyyRJ4kpUEIKpw\%3D\%3D&amp;attredirects=1,7,298,4,2,8,12,8451,31,1
http://tools.ietf.org/html/rfc121,29,34,7,0,6,3,9370,8,0
http://www.dieterle.com/english/index.html,1,42,6,2,4,2,7922,15,0
http://tools.ietf.org/html/rfc1335,34,35,9,0,6,3,9370,8,0
http://serialkilla138.tripod.com/absorbed/index.htm,6,51,0,2,8,8,9533,25,0
http://www.flickr.com/groups/37967112@N00/,82,48,43,2,8,12,6192,31,0
http://youask.ru/wp-content/plugins/http/paypaI/com/en/webapps/mpp/home/,3,72,5,0,2,1,2388,9,1
http://www.gbscience.com/webscr.htm,30,32,8,0,2,8,5635,1,1
http://www.texclubtec.it/english/index.asp,1,42,0,-1,1,1,7414,13,0
http://code.google.com/p/php-syslog-ng/,7,47,3,2,8,12,8451,31,0
http://pastehtml.com/view/bb11kvtb4.html,5,41,14,2,4,2,4300,13,1
http://www.eclipse.org/photran/,102,31,20,0,3,1,8605,11,0
http://animeaid.net/www.irs.gov/irs.htm/,0,23,0,2,4,2,968,26,1
http://www.idmer.com/UK/index.htm,40,33,9,3,4,2,8062,13,0
http://www.rpg.net/news+reviews/reviews/rev_211.html,0,57,0,2,3,1,8855,7,0
http://www.babinet.cz/avatars/19889/hires/dir/560d2dfab037ebcffb9349bded6df911/,0,76,0,-1,2,-1,7376,10,1
http://trillian.randomstuff.org.uk/~stephen/history/,12,52,6,-1,1,1,6380,18,0
http://www.devin.com/sugarplum/,23,31,0,2,2,2,8954,23,0
http://habbogerador.rel7.com/,0,29,0,2,4,2,735,13,1
http://docbook.org/tdg/,16,24,2,2,8,2,7999,11,0
http://www.ddci.com/products_SCORE.php,71,36,3,2,2,1,9611,8,0
http://www.rpbourret.com/xml/NamespacesFAQ.htm,356,46,1,3,2,1,7389,13,0
http://www.lysator.liu.se/~zap/stomper/,2,39,3,-1,3,1,12307,6,0
http://pastehtml.com/view/beexnijhy.html,5,41,14,2,4,2,4300,13,1
http://tools.ietf.org/html/rfc1992,184,35,9,0,6,3,9370,8,0
http://9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?amp\%3Battredirects=1&amp;attachauth=ANoY7criG2T45TbHOng7DfJlvRHEzu6yGIcwXhXiwP7GUR8XyxvY4NB-60uJ6z9QJAwWa2yHixK6SzNWK_a_12i12jaXlQ8_Eb8lWvEjK9dX26MX0yiGByryxYOzsxeEHpBRBsiA00_cZhbRBls9TiUgm3NuXX79QYkGZ3aFZ2jmcd-1G3rmZyfh74zhxcy1Jm5N5MGD7UUZzECkM4uv3SbYiWraybbhEQ\%3D\%3D&amp;attredirects=0,7,298,4,2,8,12,8451,31,1
http://www.createconline.com/studios/,19,37,5,0,2,2,7222,1,0
http://9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?attachauth=ANoY7cqrkjl3oTaMgDvNQWZfYs3rjVmJD1yNT15DNS3BuCRlT6lcXPkZNmx7bSdc3k38kKE8JgkjSKjUhY9Nk0BARfHsJgObZiIEGyHb9SIFa7T2u3gbPWOo368L8YWSxaK8YCiFYAzt18BnoOBBsnvJayUUGeGmUYooocm_NG9ZQclH2AkJKjAFAqoqSaRKN716IGLX6ZWEj4wUtCxd3nxwJ6RJcLVs3g\%3D\%3D&amp;attredirects=2,7,298,4,2,8,12,8451,31,1
http://9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?attachauth=ANoY7cramfnRNScwGwvSscmpBD2DAiyo9o6b5dA8MNJcsgjmkxFuB5Jw_LplFhGDeK2hcmJfC5VBDs_QPm_RZ6WY_4jwoM94aNW8MJGBYqR3NUwzRRJkS0X7kqFxdOusxeRLOqlENorz2J-MGxgKENcpbal78rMI-qq6eK44em0HnlAYRAIDa9EkoNKLQEhYRGPf2LmMMYIUJD7k8fiQYtBi-KYjQ2NLmg\%3D\%3D&amp;attredirects=1,7,298,4,2,8,12,8451,31,1
http://www.rickrecht.com/_email/account23/security/,26,52,6,0,2,8,8519,13,1
http://www.josuttis.com/tmplbook/,3,33,4,3,4,2,7864,16,0
http://lokamaer.org/ZASTROW/,0,28,0,0,4,2,7454,12,0
http://tinyurl.com/c7k5dy7,1,61,4,0,8,2,6856,11,1
http://monroevillechamber.com/Kiosk/CLT.ASP,1,48,3,0,2,8,8028,22,1
http://www.frictionlessinsight.com/archives/2004/01/beyond-good-evi.html,30,72,8,2,2,1,7127,23,0
http://bearben.com/vgdmryw9ec2u4nb38240/Y2dtLmJydWNrbmVyQGNoZWxsby5hdA==/xDEsdR/Ymx1a2lucy5iaXoMessage-ID:,0,106,1,0,3,1,2056,11,1
http://www.qinxin.cn/images/index.htm?ref=http:/hgttzjwus.battle.net/d3/en/index,21,21,3,0,2,1,6442,9,1
http://9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?attachauth=ANoY7co7UtRjg7kxrVAd3fb7Iq3MP7mNAp4CVGiF6cG29v99157JkL4R_twOC9t-CW19-GqaWjvZqDioab7abyRHB-lCI5IMnW69yuslShv7v8nCv4PadCP2kSEGt60L6McIwnQ98HyizrOeoPWP7hKsqvBFdc3dYGSvTlfsUEy0snJH9mcJIliogR5DHk5VidT5OGtxJS55QBgVWVNphI1eRZtPrSsVGw\%3D\%3D&amp;attredirects=2,7,298,4,2,8,12,8451,31,1
http://www.unionoflove.com/cards,5,34,1,0,2,1,7507,1,0
http://home.comcast.net/~crystalj566/,7,36,2,2,10,8,6495,25,1
http://www.linabtechnologies.com/media/system/js/2c7af352bd3f5bcc5ee4e62e9010ac26/Einloggen.htm,7,91,4,2,4,1,3320,21,1
http://showsecretary.ca/Paypal_Virefication/,1,44,1,0,-1,-1,5632,16,1
http://www.eltima.com/products/visual-java-library/,117,39,43,2,3,2,6588,26,0
http://xerces.apache.org/xerces2-j/,60,35,1,0,12,2,9339,1,0
http://9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?amp\%3Battredirects=0&amp;attachauth=ANoY7cpTwIJuVxgJcDrgJkjg-upKtI3fbCEh1Mcm5rofKkJtkMBSntujcUwnJ28ZCvefZsqS-ei1Ic-vvoec810pUjqMH3hHizXcNxnQK8TTLHtSPYq1QT4jDKZWia8JWhLLoH9pniNxKRpAQ_KE05lLOqp1yO3wpUBHS0T2a5AhLd_-pBFur69b0wbEOllPx75NwelTjnDexZ4IBEbSSA8MVe2yuWGVDQ\%3D\%3D&amp;attredirects=0,7,298,4,2,8,12,8451,31,1
http://www.cete.com/Products/Generator/,140,48,5,2,8,1,6751,19,0
http://www.babinet.cz/avatars/19889/hires/dir/5f52cc5349035cfbe782b4d0e2d76c0b/,0,76,0,-1,2,-1,7376,10,1
http://www.microsoft.com/msj/0599/complusprog/complusprog.aspx,110,62,5,4,8,12,10779,31,0
http://mobiusme.com/dknord/dk/9f7c922c363c997efa7dbdc5f9300303/,4,64,2,2,6,1,727,26,1
http://themayerinstitute.ca/_common/id/_private/bin3/2/tsbonline.lloydstsb.co.uk/login/personal/logon.jsp,0,109,0,0,-1,-1,4962,20,1
http://9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?amp\%3Battredirects=1&amp;attachauth=ANoY7cr0Rwh9rqq2nrvLZKg2o3n-00DyTcVR-mHim-DCpwQ3M4J1-_c9_fTSpQUeeGgE6--e0DPV7fa0hE5RQ0drJv8SKjqgOWNNWSCQhzdmZa-21UT9uyR7lVr0thvu3gqXKFyQvVTDIUzK83uwJBE4wXdTFm5LyEBvlexI-teWllrkFUWyQEKgKeKKMnaGJNaZC0fDUJEE6lELP2XggLA3ffLGGYlprQ\%3D\%3D&amp;attredirects=0,7,298,4,2,8,12,8451,31,1
http://pastehtml.com/view/ay8yi8w1h.html,5,41,14,2,4,2,4300,13,1
http://www.infohq.com/Computer/computerhome.htm,120,47,20,3,2,1,8226,10,0
http://red-irish.itgo.com/Games.html,25,36,0,3,4,2,7918,25,0
http://www.livingdaylights.za.pl/,76,13,3,-1,1,0,7408,5,1
http://9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?amp\%3Battredirects=2&amp;attachauth=ANoY7cq9YzCog5xWqMkGJ7YUdfI9jYdmcXCXLSt1wd7mNEcVTVSAUteVhVatAkTxg3ymCDiIwHm7Dbn1q0QDuHRl47SULC63LWKbQr_yfQPjVxwUmCqY8QiUyJIc0dSUJx27MW0FlKW4gDZEWJYC4zI2XkZp00rltSR-AMSsMNY25V6SHm4nrk3FR8LEk5XTSp8IiXDrUHtYneLjQ67Gkvch8ehiqYeMZA\%3D\%3D&amp;attredirects=0,7,298,4,2,8,12,8451,31,1
http://alxsoft.narod.ru/default.htm,43,35,3,0,3,1,7636,8,0
http://www.shaikhzn.com/554c3587bdc120750fbe7abf2ef355da/,0,57,0,0,4,3,6566,12,1
http://www.rupert-lane.org/inform-mode/,9,40,4,3,8,2,6925,15,0
http://tinyurl.com/d9p98bz,1,61,4,0,8,2,6856,11,1
http://www.all4nerds.com/wp-content/themes/twentyeleven/wp-ca/3/Internet\%20Banking\%20_\%20Capitec\%20Bank_files/onlinebanking.htm,3,139,3,0,4,1,2833,13,1
http://www.codeguru.com/Cpp/V-S/devstudio_macros/visualstudionet/article.php/c3199,883,123,13,0,8,2,8468,12,0
http://www.angelfire.com/id/ianoid/brentcade.html,3,49,0,2,8,8,8056,25,0
http://www.tempel.org/macdev/,17,29,4,2,2,1,8533,10,0
http://www.eyeideals.com/~belldesi/wwwfull/,0,43,0,4,4,2,4669,13,1
http://www.poppycat.co.kr/bbs/bzboard/capital/confirm.htm,0,57,0,-1,3,-1,5154,14,1
http://kikerpi.com/wp-content/plugins/zhbgwwltyep/6872909347/de-5352352353/,0,75,0,0,2,8,6533,11,1
http://9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?amp\%3Battredirects=2&amp;attachauth=ANoY7cpQuAQs5Q3A1w53XKGVQwScTR8yP4o8vf3GqpG6KuikkqJO_8Ut8zrKQsxxsAtIX4y-YfMNt7HG-0JE7ECQ7KbqtHMIpy4V60jVXn9JvGG6fw4r8BiyI_ZHXQyKuntIvjcJZpnes9ii8pPwkyZUu_5df-ps7BHNKvDS8OWQq5Smt2wsN2RR_e59FLh3lpXO4tXfFVzO5vk6sBppGwiulqzFwQWIbQ\%3D\%3D&amp;attredirects=0,7,298,4,2,8,12,8451,31,1
http://domainingservers.com/paypal.com-cgi-bin.update/,0,54,2,2,4,2,165,13,1
http://www.mca-nashville.com/x.html,0,35,1,2,6,2,9130,25,0
http://tools.ietf.org/html/rfc2120,82,35,8,0,6,3,9370,8,0
http://www.eecg.toronto.edu/EECG/RESEARCH/ParallelSys/hurricane.html,0,69,0,2,-1,-1,7342,11,0
http://www.zvon.org/xxl/xmlSchema2001Reference/Output/index.html,15,64,1,2,4,1,7481,8,0
http://groups.yahoo.com/group/charlie-company/,42,56,8,3,10,12,9422,31,0
http://habbogeradordemoedas2011.rel7.com/,0,41,0,2,4,2,735,13,1
http://www.algonet.se/~martin/,8,30,1,-1,3,1,6378,10,0
http://x0shop.com/images/?ref=http\%3A\%2F\%2Fcbzpivdus.battle.net\%2Fd3\%2Fen\%2Findex,0,99,0,0,4,2,7,10,1
http://www.sothink.com/product/javadecompiler/,16,47,4,0,2,1,7237,1,0
http://www.youtube.com/watch?v=LXZ1OL2U3lY,12,43,67,2,8,12,5741,31,0
http://9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?attachauth=ANoY7cpwbBYB84dcHmkB9mNC-Fd_3HaNDYZfJrHdOQq4MWJ9D5aUhxg0HAM0b3Axb8-8TJHZ24SD4AkfyDxm54p2rLm2B5ddglUrH5Ze3H17lfj56PhlSmZWRv91Wydi3x6FWtEjtQaTRG8NJgd1VDcOTOjsMNAgj2u5uxROzo_Sd2R1Gh0CrgZHEfTQirtmOo5eBjH98hMsjHqxNCUld_NwaKGHvIG4yw==&amp;attredirects=1,7,298,4,2,8,12,8451,31,1
http://www.almwire.ca/index.html,2,32,3,0,-1,-1,6490,10,0
http://pastehtml.com/view/bg3z9sk8n.html,5,41,14,2,4,2,4300,13,1
http://estlbay.ucoz.com/seaPI.dlSignInruhtp3A22Fwwy.p3A22Fwwy.c.htm,14,67,1,2,6,1,5563,8,1
http://sites.google.com/site/classroom162/,7,268,4,2,8,12,8451,31,0
http://www.hiditec.com/wp-content/information.html.html,0,56,0,0,2,1,3768,11,1
http://9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?amp\%3Battredirects=2&amp;attachauth=ANoY7cro7iEBt-HW9ePZ9a32BDM4jghY2lzPojigYnQGL0Uyck0_22ygCp-c3tcOukTSW5zhOaSzgpLppTiJLu2wSBo8lq8JS6sOc63zMgMc5_oL7FVq-stAbfivs8Pgil1cD-gDxessUbezLF4zzo_eA9Osmke-U1EV8qmPKyY9wQQEIQEHsK9IloH23srtD7i2IUSxEB9SRD3a0jxjqUDN6X46HnYVng\%3D\%3D&amp;attredirects=0,7,298,4,2,8,12,8451,31,1
http://pastehtml.com/view/bfzmr89gs.html,1,41,1,2,4,2,4300,13,1
http://support.microsoft.com/?kbid=36605,192,41,38,4,8,12,10779,31,0
http://www.montaguemillennium.com/medieval/Medieval_Armor.htm,0,61,0,3,4,1,8767,17,0
http://affiliatealmanac.com/systembanking/1abdd70f62944214a82ea82cfee59c55,0,163,9,0,2,11,7907,12,1
