url,href_count,page_redirect,meta_data,url_rank,email_count,name_server_count,domain_name_count,label
http://gaseyes.com/paypal.com.us-confirme.your.account.pay/268b2784980042cbd49572b575754d2d/Erreur.html,1,0,2,10000000,0,2,1,1
http://badrebadre.roo7.biz/h1-page,36,0,8,1387962,-1,2,1,1
http://lgjyxx.com/JS/?app=com-d3&amp;us.battle.net/login/en/?ref=higvuidus.battle.net/d3/en/index,0,0,0,10000000,0,5,2,1
http://www.siam.org/meetings/pp04/,0,0,1,95748,3,4,1,0
http://pages.cpsc.ucalgary.ca/~aycock/spark/,1,0,0,7445,2,-1,1,0
http://www.marson.yoyo.pl/,0,0,0,211659,-1,1,1,1
http://tools.ietf.org/html/rfc1830,62,0,8,11392,0,6,1,0
http://www.perl.com/pub/a/2001/01/begperl6.html,53,0,19,540692,0,5,1,0
http://9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?amp\%3Battredirects=2&attachauth=ANoY7cr2x8xr-2b5lzCz7kjot7HxBj4AvjHfyDkvtH6UT6RdxGS_Arv9otX5C9M5VLCUvnAZhqWVFS55qU4Jixj10YA2X-aZ9kLUt9fkU9P-nWZOX9ToOiqJMwKs4awvIUhcpHYSwyq3Z_YyTFNfwP9CxT2GIHDOJbk1Z2XyaOAPcJulo7OGZ0DxodhphZT6EKI3tU1qaH2nDwOKCCuHLQUJso_svYSMiw\%3D\%3D&attredirects=0,7,0,4,1,2,8,2,1
http://cadiconstruccion.com.mx/,0,0,0,10000000,-1,2,1,1
http://www.netofficials.com/media/system/propertiesremax.html,158,0,22,9932261,2,4,1,1
http://www.exabyte.net/lambert/subnet/subnet_masking_summary.htm,9,0,2,10000000,0,2,1,0
http://usina.org.br/2011/tmp/3/,1,0,6,10000000,-1,-1,1,1
http://tools.ietf.org/html/rfc704,17,0,8,11392,0,6,1,0
http://9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?attachauth=ANoY7cqndcNRrasjD-XYJPj02uv-bIoQjk0ZCvHry_90YXeiI_l7Jgjvol_P1a3xMUmswwiAiFMQxxPTxOlEvs0DWn679Njna_BrLuYL7inU932doFEKFiT8hneKoiLYOGdrVpFHfluZeiqC5_E2iwFIlJHoCnfdm7xeY7oTcbkoele91fv9hQbBzBqU_RGfJNKXuBhv2oY1Yj4mxGFTotTkNMXxcQmHyw\%3D\%3D&amp;attredirects=2,7,0,4,1,2,8,2,1
"http://www.pearsonhighered.com/educator/academic/product/0,,0805300864,00\%2Ben-USS_01DBC.html",41,0,8,514,2,8,2,0
http://www.afterstep.org/afterimage/,10,0,0,8653348,3,3,2,0
http://www.tmssoftware.com/site/tmsuni.asp,121,0,24,393729,0,2,1,0
http://www.medicaindustrial.com.mx/foro/bodinternet/?ID=,0,0,5,10000000,-1,4,1,1
http://flower7.eu.interii.pl/Berylia.html,442,0,23,723,-1,1,1,1
http://h2oiceland.com/cache/administrator_restore.htm,0,0,0,10000000,0,8,2,1
http://www.adncomm.com/pioui,31,0,57,10000000,2,4,1,0
http://laplumedelouise.fr/js-global/94f9069fe21c6bcf29d00a06efdd6ac4/wrp.htm,92,0,7,10000000,6,2,1,1
http://linuxgazette.net/issue81/padala.html,42,0,0,2979781,0,2,1,0
http://www.kpmg.com/cn/en/,121,0,31,8034,6,6,1,0
http://9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?attachauth=ANoY7cpO7H-28Icb50g1UabiDGWZozGnytLipUirOWHeI9DTkspgLFMVXu-7KCpWAvbMgSK3xRofqXMC5sgjfnndfEsRo-ajfjzJS9Zkd1gjK5ptbBXOGTCbehDrFobljethCwfCrhaecv84ElNC5n8U5waTve8MY1RIUxIjKI_MV7W_8rdik7x_L4ZeOb2Vji2KhDbcJkffEebmazdJVrossYn2xg3Aig==&amp;attredirects=0,7,0,4,1,2,8,2,1
http://wsabstract.com/howto/pseudoletter.shtml,17,0,1,1933263,0,2,1,0
http://tools.ietf.org/html/rfc1671,25,0,8,11392,0,6,1,0
http://www.dbi-tech.com/ProductPage_SolutionsScheduleNET.aspx,88,0,5,3451028,0,4,1,0
http://pastehtml.com/view/b8597on8r.html,5,0,14,1292868,0,2,1,1
http://noticamaluca.rel7.com/,0,0,0,10000000,0,2,1,1
http://www.shaxyl.com/js,55,0,4,10000000,2,2,2,1
http://www.ntk.net/rss.php3,0,0,0,10000000,2,3,2,0
http://pastehtml.com/view/bfntql0ty.html,5,0,14,1292868,0,2,1,1
http://www.angelfire.com/ns/weird/rpg.html,15,0,0,17761,2,8,2,0
http://tools.ietf.org/html/rfc472,7,0,7,11392,0,6,1,0
http://tools.ietf.org/html/rfc464,7,0,7,11392,0,6,1,0
http://www.tc33.org/projects/jheatchart/,107,0,16,10000000,0,2,1,0
http://www.angelfire.com/electronic/vikram/,1,0,5,17761,2,8,2,0
http://linas.org/linux/corba.html,85,0,2,2502387,0,3,1,0
http://www.guardian.co.uk/technology/2000/apr/20/efinance.internet,154,0,55,148,0,8,1,0
http://docs.google.com/spreadsheet/viewform?formkey=dGhTUFZGVEstYnJWalBNaGE1Um84MEE6MQ,4,0,21,1,2,8,2,1
http://alain.frisch.fr/soft#xpath,106,0,1,10000000,3,3,1,0
http://www.norid.no/bv-sj.html,50,0,6,784474,-1,-1,1,0
http://www.viewtouch.com/poshome.html,46,0,13,6966398,0,3,1,0
http://webhome.idirect.com/~gmr/,4,0,2,6220591,0,3,1,0
http://tools.ietf.org/html/rfc1801,358,0,8,11392,0,6,1,0
http://tools.ietf.org/html/rfc633,12,0,8,11392,0,6,1,0
http://tools.ietf.org/html/rfc3294,73,0,10,11392,0,6,1,0
http://www.rescro.com/Taylor/,2,0,0,10000000,0,2,1,0
http://paypal.com.cgi.bin.webscr.cmd.flow.session.lohzumu98pjkwkwudgtj3ie6btlub.online775885d80a13c0db1f8e263663d3faee8d43b1bb6ca3ufquez.login.efzg5epaloginuk.uzmandoktorum.com/1814b4813ee081ea12e2009979f85368/,52,0,1,2321,0,2,1,1
http://sourceforge.net/projects/xquench/,270,0,18,472,0,4,1,0
http://www.greenoak.com/crystal/,0,0,1,1983352,0,2,2,0
http://uniclass3.h16.ru/Banco_Itau/Pessoa_Fisica/Token/Seguranca/Itau/GRIPNET/index.php,73,0,5,163298,0,2,1,1
http://bit.ly/PncPkP,5,0,2,583,0,8,1,1
http://tools.ietf.org/html/rfc130,5,0,7,11392,0,6,1,0
http://www.cnhedge.cn/js/index.htm?us.battle.net/login/en/?ref=inuyylwus.battle.net/d3/en/index&amp;app=com-d3,0,0,0,10000000,0,2,1,1
http://www.smart-it-consulting.com/database/progress-database-design-guide/,56,0,6,485981,3,4,1,0
http://www.acme.com/java/software/,1,0,0,148318,0,3,2,0
http://www.softsynth.com/pforth/,37,0,1,10056535,0,3,1,0
http://9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?amp\%3Battredirects=2&amp;attachauth=ANoY7comhCeBozmIFv3IH-v7J-tqhqxVzs4pugdwP6XNEghWfw3Y3CedA5P12ayFFM0q98BhXmyXVnBMheSO7qJIgD4iWwqgCOAwvBEn342wleRDvZY5YjRExDzvpAYVQVBXTg5se2uX4wba6jURFr_Y711H9MAtkFDxO4FkAwYnzNC3JWTpL3PbDzC37AUT_kCKTrEgF0Jk1h9UwnztQq-BT4RbVOy1mQ\%3D\%3D&amp;attredirects=0,7,0,4,1,2,8,2,1
http://tools.ietf.org/html/rfc2377,138,0,11,11392,0,6,1,0
http://web.ivenue.com/tomdelorenzo/,0,0,1,1836297,3,2,1,0
http://www.tek-tips.com/threadminder.cfm?pid=426,151,0,18,42101,0,2,1,0
"http://services-runescape-com-ml-forums.totalh.net/sl=0-forums.ws.14,15,437,63859515.html",0,0,3,357655,0,10,2,1
http://9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?amp\%3Battredirects=1&amp;attachauth=ANoY7cqXJopi6pQoOEaeLDY24HmJ0OzM195tD8XewiyKIrNZGB7h7_Nx-10lQHf6lHCWfvrlDM111z-DcmMGQ3J69wkFFv8_Hk8bM-aoMAsjSPvZi92Gq4u1oJDOmETxSdfyDEd4EE69i8QQXh--Gq9NalJ-WUUhQH7h7MJaJtGkJZzqDGU6FmereRmcYIqzuTCyCN9AvY-Wrf-KJp5qiS29wXsNFo2prQ\%3D\%3D&amp;attredirects=0,7,1,4,1,2,8,2,1
http://www.modulaware.com/mdlt/mdlt79.htm,17,0,1,10000000,3,4,2,0
http://www.planetmvs.com/hlasm/index.html,10,0,4,4555142,2,6,1,0
http://www.hydrogenaudio.org/forums/index.php?act=ST&amp;f=33&amp;t=19156,279,0,4,175704,-1,3,2,0
http://www.tenon.com/products/post_office/,25,0,1,7394995,0,3,1,0
http://www.cyberisle.com/animate/,24,0,1,8380196,0,2,2,0
http://9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?attachauth=ANoY7crDmDb6KTQeUpCs63mD5CptMIZj_rTqC8yhrV9CiJO0ueb-anNSSmeyOs2BZG7RNlZVLKFsomLlBu1S7Dyyvp3vBDT8dHb_uLXtR8jJ7xzFRvvrMF1GLTZIFNti-Bl-YNvppaz0Mlobq-8bv1qY33w6ZkDRkMpmk7GUu4FF2uMovDtcappuHMgZZl9LRRkoL5a5Kf7HrXwWgJ4O9Pr7335ikxiCsw==&amp;attredirects=1,7,0,4,1,2,8,2,1
http://www.codeproject.com/KB/edit/csharp_clabel.aspx,327,0,18,2964,0,4,1,0
http://articles.techrepublic.com.com/5100-10878_11-1045764.html,0,0,2,58588,0,4,1,0
http://www.fatechelectronic.com/,0,0,0,4160834,0,4,1,1
http://gkjx168.com/images/?us.battle.net/login/en/?ref=uqpzemuus.battle.net/d3/en/index&amp;app=com-d3,1,0,8,10000000,0,4,2,1
http://creeksideshowstable.com/Paypal_Virefication/d1a94cb080b06cd1131720e8267588d5/new1/e713efc85eb275a023ec317b8e9129d9/37feca8fd7f4970c243f8741618695de/,0,0,0,10000000,0,2,1,1
http://affiliatealmanac.com/systembanking/3aca15bd231a43b6cc6329c4a0ac2907/,0,0,9,5470,0,2,1,1
http://www.click-egy.com/tmp/Sikker\%20nettbetaling.htm,0,0,0,10000000,0,2,1,1
http://tools.ietf.org/html/rfc1732,26,0,8,11392,0,6,1,0
http://www.lyhxzb.com/Images/?us.battle.net/login/en/?ref=yymslfjus.battle.net/d3/en/index&app=com-d3,0,0,0,10000000,0,2,1,1
http://www.macworld.com/products/ipod.html,215,0,19,8115,2,12,2,0
http://www.madkane.com/comp.html,131,0,11,3122234,3,2,1,0
http://lanceloong.tripod.com/index.html,5,0,1,10000000,2,8,2,0
http://www.gxyzx.com/js/?us.battle.net/login/en/?ref=opclpqxus.battle.net/d3/en/index&amp;app=com-d3,0,0,0,10000000,0,2,1,1
http://www.epokastore.it/wp-includes/images/confirmation/it/,0,0,0,10000000,-1,1,1,1
http://www.elftown.com/_Tutorials,95,0,2,2640425,3,3,2,0
http://elogos.com.ar/att2/,0,0,0,10000000,0,2,1,1
http://www.angelfire.com/freak/verticaldescent/,4,0,3,17761,2,8,2,0
http://www.egghelp.org/tcl.htm,11,0,2,3313778,2,2,2,0
http://www.lmek.com/LMEKGraphics/,5,0,5,10000000,0,2,1,0
http://home.comcast.net/~donmchenry/encrypt5885d80a13c0db1f8e263663d3fa.html?vid=Z2xJIscpuj\%\%202Bo=&action=validate23442,7,0,2,311,2,10,2,1
http://www.freshgoods.com/projects/,17,0,4,10000000,0,2,1,0
http://zvon.org/xxl/DOM1reference/Output/index.html,0,0,1,463634,2,4,1,0
http://nutrystore.com/localization/default/validate.account/login_verify2.htm,1,0,14,734711,2,4,1,1
http://geekleasing.com/049uk341/cgi-bin&dispatch=faeac4e1eef307c2ab7b0a3821e6c667/,0,0,9,5470,0,2,1,1
http://www.waveman.com/etac/corba/index.html,2,0,2,9356009,0,2,1,0
http://www.gambitcomm.com/site/products/,0,0,1,1378147,0,2,1,0
http://members.tripod.com/~btcpromos/index.htm,47,0,11,10000000,2,8,2,0
http://www.sevkon.net/js/?ref=3D3D3D3D3D3D3D3D3D3D3D3D3Dus.b=,0,0,0,10000000,2,4,1,1
http://contajusta.com.br/old_aol.1.3/?amp;Lis=10&amp;Login=&amp;LigertID=1993745&amp;us=1,0,0,0,10000000,-1,-1,1,1
http://www.quebecweb.com/perfort/introfranc.html,8,0,10,10000000,0,2,1,0
http://www.novabean.com/cfmdecrypt/,7,0,3,10000000,0,2,1,0
http://users.tkk.fi/iisakkil/stuff.html,2,0,0,15183,-1,4,1,0
http://seekay.eidoloskop.com/Rugwarrior.html,7,0,4,10000000,0,4,2,0
http://botak.com.pl/wp-content/gt-cache/wellsfargo/index_login.htm,107,0,8,10000000,-1,1,1,1
http://xml.coverpages.org/soap.html,394,0,6,1363140,4,4,1,0
http://9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?amp\%3Battredirects=2&amp;attachauth=ANoY7crvYMfRBQtZHrOkcNrgu1YiTW1oou1lsYeNSWlZMz9FVKBK48kRZlarky8d1rjscQvMWhE7c5IGPWQmCvL4Qmm2pOyu3cAmScquqLkvVCaibpHoPZyIZz2L4sZ8B6EhYTQqhsrcepjdfyTWtXBTZTSuJ5qaSaTxOgOirBXryXiAzFLp7WFg2eqjzoL9Qd-9UmNhh4IIAhC1UmZZCtVkEVlYLz1H2Q\%3D\%3D&amp;attredirects=0,7,0,4,1,2,8,2,1
http://www.cs.princeton.edu/software/lcc/,49,0,8,1,2,8,2,0
http://www.csrstds.com/openstds.html,16,0,2,10000000,0,3,1,0
http://www.gnu.org/software/kawa/,2,0,0,9823,2,4,2,0
http://www.appsecinc.com/products/,300,0,17,34616,0,6,1,0
http://www.freshgoods.com/projects/,17,0,4,10000000,0,2,1,0
http://9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?amp\%3Battredirects=2&amp;attachauth=ANoY7cqEmJXeCQlzM45TP25dpg4gns3SK1ue_-s-682Lmu1GTuzT1kEQFfnXwobQ0QktvPHpDjG1E3Z_WvxiJDAjwFt-a4261ZlhMJ-fui89PV8anrUPhHl-zYVNkrO-ZwW9u3Xjpbz0xmKiKCJBjcXr1Ra9T83e1FFXMsrlX7GJFL-XjTQFAqvk15swOkw3FpWPBFCWKhTjhC7cqT0IvoZK9eWvyyx0OQ\%3D\%3D&amp;attredirects=0,7,0,4,1,2,8,2,1
http://www.hongchityre.com/hongchi/login.htm?us.battle.net/login/en/?ref=wqizbqhus.battle.net/d3/en/index&amp;app=com-d3,0,0,1,10000000,0,4,2,1
http://honty.net84.net/aol.com.htm,1,0,5,5967,0,2,1,1
http://doc.trolltech.com/4.4/qtopengl.html,0,0,2,1273688,2,4,1,0
http://www.stat.fi/index_sv.html,67,0,23,127375,-1,4,1,0
http://bikramyogahampden.com/old_site/uploads/images/5c9348cff5a9849b48266e5dfdfcb3ab/,2,0,1,2321,0,2,1,1
http://multiprocedo.ro/ppay/zirry/login.html?ignazia.deiana.jc67@alice.it,1,0,1,10000000,-1,2,1,1
http://www.1lorawicz.pl/zalaczniki_wso/hip/?pf/saiba_mais/,117,0,3,10000000,-1,1,1,1
http://www.canadagrain.com/wildoats/wointro.html,16,0,7,10000000,0,4,1,0
http://www.wobblymusic.com/groening/akbar.html,9,0,0,10000000,2,4,1,0
http://gobotika.com/tes/Remax/,58,0,5,10000000,2,4,1,1
http://en.wikipedia.org/wiki/X86_architecture,1586,0,7,13,2,6,2,0
http://pyuthansamachar.com/np/Paypal_Virefication/5650a235f43bb20bca80d7b03e2f12c1/,39,0,12,1004011,2,4,1,1
http://fennecfoxen.org/pyxy/gallery,27,0,1,10000000,3,3,2,0
http://www.cs.helsinki.fi/linux/,39,0,0,8564,-1,3,1,0
http://xyqx168.com/images/?us.battle.net/login/en/?ref=http\%3A\%2F\%2Ftbaoletus.battle.net\%2Fd3\%2Fen\%2Findex&amp;app=com-d3,0,0,1,10000000,0,2,1,1
http://www.ntcresearch.org/pdf-rpts/AnRp01/M98-C01-A1.pdf,0,0,0,10000000,4,6,1,0
http://www.spraakservice.net/main.htm,136,0,8,10000000,0,2,1,0
http://tools.ietf.org/html/rfc3114,93,0,8,11392,0,6,1,0
http://tools.ietf.org/html/rfc316,18,0,8,11392,0,6,1,0
http://www.skipstone.com/informat.html,7,0,2,10000000,0,3,1,0
http://vilarisi.com/lib/RemaxSecure/Remax\%20-\%20Secure\%20Login.htm,1,0,1,10000000,2,4,1,1
http://amigocard.freeoda.com/promocacartaoamigo2012/cadastro/cadastro5.php?QBKZMSR5NNQG493545NKB83EC6W156ACVLCZFAYR4B12XYGX0764P3F06X74PHRAUWSOE86SDNITZ7YL3YRLG8UR2RFVQVYNK37VIKBCH7KWX02FXVV1S1XF6R3GP5BW2POQB1XUILE8GXEIB3OOBR41WO3N9WWAAUBO,4,0,0,127008,2,4,1,1
http://tools.ietf.org/html/rfc5,7,0,7,11392,0,6,1,0
http://gdxjabh.com/js/?us.battle.net/login/en/?ref=us.battle.net/d3/en/index&app=com-d3,0,0,0,10000000,0,2,1,1
http://ebizthings.com/arc9home.html,0,0,3,10000000,2,2,1,0
http://www-sop.inria.fr/mimosa/fp/Bigloo/,11,0,1,40441,7,4,1,0
http://9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?amp\%3Battredirects=1&amp;attachauth=ANoY7cryN2a-iLxIhu1W-awGyNX6UusQx4DP5VL0yvkGqJqUerJLxacZHxwMesxFC9P_Kn2brgIK2BqFUV93KFVpL8seWSRds6UgbqwALbTWJQIAPmqy0-_cpx_rKk12U4El-Sw6G8bFdav887uIz3WkIx4oD1HFPKKK_RGn7R3H5D89EBNK063sTmPAaJ3Y7flcTgaB7gJR_vtzRdq_yai2_TwUhyucxA\%3D\%3D&amp;attredirects=2,7,0,4,1,2,8,2,1
http://www.amazon.com/exec/obidos/ASIN/0201820803,3,0,3,12,3,12,2,0
http://jakarta.apache.org/regexp/,23,0,3,2392,0,12,2,0
http://www.superiorpneumatic.com/rescue.htm,2,0,0,10000000,0,2,1,0
http://groups.yahoo.com/group/rss-dev/files/Modules/Proposed/mod_servicestatus.html,43,0,8,11,3,10,2,0
http://www.quirksmode.org/js/index.html?dhtmloptions.html,3,0,0,81843,0,2,1,0
http://www.midrivers.com/~labree/,0,0,0,5798752,0,2,1,0
http://store.guardiandigital.com/html/eng/products/software/idds_overview.shtml,190,0,8,1653788,0,4,1,0
http://sourceforge.net/projects/gunther,278,0,31,472,0,4,1,0
http://www.alanward.net/hostfinder/,0,0,1,10000000,4,8,2,0
http://tools.ietf.org/html/rfc2015,55,0,8,11392,0,6,1,0
http://tools.ietf.org/html/rfc3096,47,0,8,11392,0,6,1,0
http://www.csmonitor.com/2004/0628/p17s01-cogn.html,135,0,28,25949,4,5,2,0
http://9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?amp\%3Battredirects=1&amp;attachauth=ANoY7cqyKn1GEUtSUIF-eJe9A6cf19Q1X1QMAOLoIGQ_10hz-yzmWV-4FR8l6FNCAPjWeYjanEFVSkURHh8Cs33Gclr8AdGoFMGGROz23XC6K6Qxjyi8BfGSXJs3INz9YN7G4Fxi1bb8UbwoxE_JNobULzCy2rQomPUGObuVTD-RwVofJFZkSQoUsYs7yDAHN7VhT5dlPFFW_AWeySw7R0F7DQvV0ND_kg\%3D\%3D&amp;attredirects=1,7,0,4,1,2,8,2,1
http://marketingupload.com/updated-n-adobe/,2,0,1,2321,0,2,1,1
http://www.alanward.net/hostfinder/,0,0,1,10000000,4,8,2,0
http://www.zetetics.com/bj/papers/,0,0,0,10000000,0,2,1,0
http://www.mbine.com/es/TLBS/tlbs/esp/segmento/particulares=JSP91/index.html,0,0,0,10000000,2,4,2,1
http://en.wikipedia.org/wiki/Direct3D,1164,0,6,13,2,6,2,0
http://www.beidou7.com/hr/index.htm?us.battle.net/login/en/?ref=dpdxsnjus.battle.net/d3/en/index&amp;app=com-d3,0,0,1,10000000,0,2,1,1
http://www.mccune.cc/PGPpage2.htm,254,0,4,10000000,2,2,2,0
http://news.cnet.com/2100-1040-235558.html,232,0,46,168,3,8,2,0
http://www.motherjones.com/news/special_reports/1996/09/burstein.html,151,0,33,13175,0,6,1,0
http://tools.ietf.org/html/rfc401,6,0,7,11392,0,6,1,0
http://msdn.microsoft.com/en-us/library/ms971502.aspx,25,0,34,21,4,8,2,0
http://juancarmona.com/cadastro-cielo/,59,0,15,10000000,3,4,2,1
http://maxkz.com/36c170c846bde0ef32480f41c3e8069c/login.html,0,0,3,10000000,0,2,1,1
http://tools.ietf.org/html/rfc2357,77,0,11,11392,0,6,1,0
http://www.starr.net/is/type/kbh.html,102,0,5,713372,0,3,1,0
http://login.24144.maxkz.com/agqqsgvwxxynvpk/login.html?mixer06@alice.it,0,0,3,10000000,0,2,1,1
http://www.linabtechnologies.com/tmp/77d2f7f44f43f0962317fda0ba05ebdb/Einloggen.htm,7,0,4,10000000,2,4,1,1
http://9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?attachauth=ANoY7cqTaO6rdEb7fsKuOq3yMBFbj8E91h_RZo6S-_dglkPdYwlw5m6eg1Y8TZhzkGmpCkF6Yjkwa00RtjukdrVQBklnE2bV8mJF7UiVCScRWO9xef83bHrqhlzXXr2s9R5BtOVaa4pJDDtGP6r9EuZ_NB31xOYuoC-ylc8rR1Ppha_UhbgLzN0J6qE_hEdrqhaJ7SpRgvvU7dY8BtSlGuJ8lBrrLJR-Iw==&amp;attredirects=0,7,0,4,1,2,8,2,1
http://sourceforge.net/projects/phpesp/,288,0,51,472,0,4,1,0
http://www.580clean.com/images,211,0,6,10000000,2,4,2,1
http://www.petmacaco.rel7.com/,0,0,0,10000000,0,2,1,1
http://www.xentex.net/index.html,0,0,1,10000000,0,2,2,0
http://jroller.com/page/javaproxy,1,0,2,3582622,0,2,2,0
http://www.faisoncomputing.com/publications.htm,43,0,5,10000000,0,2,1,0
http://www1.keyclient.portal.banca.genword.com/portal/portal/portale/banche/,2,0,1,2321,0,2,1,1
http://shijimei.com/images/,1,0,0,10000000,0,2,1,1
http://www.freewebs.com/teamseptic/,1,0,1,135360,0,2,2,0
http://mindstreamacademy.com/aol.com.htm,2,0,1,2321,0,2,1,1
http://www.research.ibm.com/journal/rdindex.html,54,0,9,764,3,16,2,0
http://9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?amp\%3Battredirects=1&amp;attachauth=ANoY7cpCmgPPA9BJKKUT6fzV-L2_H8qU9FgENwzTmTscImEa7dvscJ7RK800aoEu1nfgU5Qm9nl2SGHwM7s8ILvw7KWUrPZR_WOZUAEgqwKNs2Rt9_39Jg8Lf328V07TTDy7vywnZ4G2AcW0AX1IooFBCtRzEIKt-kkdr9kFiJmG4TMxRcjlaM3xeYileeJzeJfCWoi5tDKkyYbO-2Zpzbhph-uPdL63qw\%3D\%3D&amp;attredirects=0,7,0,4,1,2,8,2,1
http://www.allexperts.com/browse.cgi?catLvl=3&amp;catID=1048,1,0,0,1269405,2,16,2,0
http://tools.ietf.org/html/rfc2931,98,0,8,11392,0,6,1,0
http://sourceforge.net/projects/opbdp/,264,0,19,472,0,4,1,0
http://tools.ietf.org/html/rfc2140,67,0,8,11392,0,6,1,0
http://tools.ietf.org/html/rfc769,10,0,7,11392,0,6,1,0
http://suaagencia.hut4.ru/bradesco.com.br/,73,0,5,163298,0,2,1,1
http://www.webcredible.co.uk/services/training.shtml,36,0,33,230932,0,2,1,0
http://www.carpetbuyershandbook.com/carpet-glossary/,0,0,2,10000000,0,2,1,0
http://dittberner.com/images/topbargreenish/421492158329583159124812052831952385/2093129540219523509235/,0,0,0,10108129,0,2,1,1
