url,short_url,sub_domain,favicon,ip,href_count,state_code,url_length,ssl,page_redirect,meta_data,url_split_count,url_at_sign,dash_count,url_rank,email_count,name_server_count,status_count,domain_time,activeDuration,domain_name_count,domain_name_len,label
http://free-mobiles2u.co.uk/schemas/wellsfargo.com/index.htm,0,1,0,3107303700,2,0,60,1,0,3,5,0,1,10000000,-1,1,1,0,520,1,20,1
http://www.netbsd.org/about/redistribution.html,0,1,0,3353991629,50,0,47,0,0,3,4,0,0,115499,3,10,1,0,9726,2,21,0
http://news.cnet.com/2100-1017-955806.html,1,1,0,599674706,230,0,60,0,0,47,3,0,2,168,3,8,12,0,9741,2,31,0
http://klepa.net/.www.americanexpress.com/uk/,1,1,-1,1520224525,95,0,16,1,0,5,2,0,0,4189437,0,2,1,0,7488,1,8,1
http://9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?amp\%3Battredirects=2&amp;attachauth=ANoY7cpTbaYgcQQpUeqbLW_me1O2InYOBHFq824sCCuN7f3CdR8DqHD9PLAmqw8RR0yulU3yQ828hoQmOuu8Qn1fIaiblOyYXb85VdvJb4djfUJNSoDLLm5kUkSBqNDF6xN7XlnfG8wxhkeqqkV5o2iVxRRF6XKDDaAhY_5wpQ0-iNHXfwQmoA8N_Kcc8yOMug1WBb8Erc6HFc2T0-BOGqi6X6HqJtDo7g\%3D\%3D&amp;attredirects=0,1,1,0,1823564169,7,0,298,0,0,4,9,0,6,1,2,8,12,0,8451,2,31,1
http://www.cse.yorku.ca/~jeff/,0,1,-1,2185190936,32,0,30,1,0,1,4,0,0,4885,0,-1,-1,0,7334,1,8,0
http://tools.ietf.org/html/rfc1000,1,1,1,69191229,597,0,35,0,0,10,3,0,0,11392,0,6,3,0,9370,1,8,0
http://www.boardgamegeek.com/game/9160,1,1,-1,2194878429,2,0,52,0,0,18,2,0,0,2736,0,2,8,0,7474,1,17,0
http://sqxb.com/flash/index.htm?secure.runescape.com/m=weblogin/loginform.ws?mod=www&amp;nzvpdjeamp;ssl=0&amp;dest,0,1,0,2014900077,0,1,114,1,0,0,6,0,0,10000000,0,2,1,0,5141,2,1,1
http://www.angelfire.com/wa2/EasyStreet/,0,1,0,3519740969,26,0,40,1,0,2,3,0,0,17761,2,8,8,0,8056,2,25,0
http://9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?amp\%3Battredirects=1&amp;attachauth=ANoY7cqT9bjQruh68XDIkaeUjqyDAdf2eoNvhaAmQHYB7GREjs8pUEs3HcmvDlxW4TRdalaMDMSFySYsda_gUTJ2Fd_0J1bbD1lPDpdHWtOWtMyMS1eDHrmCI9zHU4S-d1XHeMsq_zC-NqVp3XmSjITQn5ZF6yq3k2qNLZV6Sy58D_1XdgZE-thQpv0WQoAWHQAa69h3Exc87IuRn1kbAKhoLz2W720pMA\%3D\%3D&amp;attredirects=0,1,1,0,1823564169,7,0,298,0,0,4,9,0,7,1,2,8,12,0,8451,2,31,1
http://www.websitepublisher.net/article/link_popularity/,0,1,0,880138072,0,1,56,0,0,0,3,0,0,318585,0,2,8,0,6490,1,20,0
http://9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?attachauth=ANoY7cryo2onepraXN7oUQ-Lx3VO7Ysago0NsFwn_FN78pyWB_tZFldURxaxG3gy2mg4GAK9bMaUq3ycM6BHUDVtS3rq8oUsOjHxdvUjxM3TH_yTtKFt4IarIkvGULIc18pqhj8TUlXfDxKBZUMP3fnlhm4opDSWmZncPWxVyfnmfFU__KpBdFzPd0B_aHJ4OfY0V_2VaWFVEAi7RRjSH_AHmmZ1kf7m1Q\%3D\%3D&amp;attredirects=1,1,1,0,1823564169,7,0,298,0,0,4,9,0,5,1,2,8,12,0,8451,2,31,1
http://www.gamereport.com/tgr17/siedlercardgame.html,0,1,0,1255200687,0,1,52,1,0,5,4,0,0,10000000,2,4,2,1,7980,2,15,0
http://affiliatealmanac.com/systembanking/bdeb783e7ccacd536f96d91faef1cda4/,1,1,0,919620988,0,0,163,0,0,9,4,0,0,5470,0,2,11,0,7907,1,12,1
http://java.sun.com/developer/technicalArticles/Networking/Webserver/,1,1,0,2627156755,93,0,41,0,0,17,3,0,0,460,4,12,12,0,11660,2,31,0
http://tools.ietf.org/html/rfc3782,1,1,1,69191229,232,0,35,0,0,11,3,0,0,11392,0,6,3,0,9370,1,8,0
http://www.uniflooreg.com/remax/remax/index.htm,0,1,0,3233357555,0,1,47,0,0,0,4,0,0,10000000,0,4,2,0,2382,1,14,1
http://www.fibtex.lodz.pl/57_16_58.pdf,0,1,0,3560161292,0,0,38,1,0,0,5,0,0,29207,-1,1,0,0,9439,1,7,0
http://bjh21.me.uk/acorn/manuals/Sys2TM/contents.html,0,1,0,3557672421,4,0,53,0,0,0,4,0,0,10000000,-1,1,1,0,6141,1,11,0
http://www.freewebs.com/lardtubwargames/,1,1,0,1745901798,1,1,41,0,0,1,3,0,0,135360,0,2,2,0,7451,2,1,0
http://www.rtf2fo.com/index.html,0,1,0,3331618033,0,1,32,1,0,0,4,0,0,3789844,2,4,2,0,934,2,13,0
http://www.allproducts.com/sup017/mingcheng/,1,1,0,846463636,32,0,45,0,0,10,3,0,0,479092,4,2,1,0,8790,2,26,0
http://www.bizjournals.com/denver/stories/1997/05/12/story2.html,1,1,0,758924827,0,0,65,0,0,1,4,0,0,6020,2,8,2,0,7559,2,25,0
http://tehelkalive.com/language/en-GB/bin/_id/www.paypal.com/fr/cgi-bin/webscr/cmd=_registration-run/,1,1,0,400941574,99,1,105,0,0,4,5,0,3,10000000,0,2,8,0,940,2,1,1
http://rsiakendangsari.com/images/upgrade/update/,0,1,0,1884206534,0,1,49,0,0,0,2,0,0,10000000,2,8,2,0,242,1,19,1
http://pastehtml.com/view/bfoav7k67.html,1,1,0,2542501898,1,0,41,0,0,1,3,0,0,1292868,2,4,2,0,4300,1,13,1
http://home.comcast.net/~betty.harrison/,1,1,1,1174163531,7,1,39,0,0,2,4,0,0,311,2,10,8,0,6495,2,25,1
http://tools.ietf.org/html/rfc2946,1,1,1,69191229,43,0,35,0,0,8,3,0,0,11392,0,6,3,0,9370,1,8,0
http://paypal.com.us.login.run.clinets.cgi-bin.webscr.upd13583585d80a13c0ddjvxhu85d80a13c0db1f9of81463215868fid.bihanos.newwayglobal.com/account.clinets/confirmed\%3Fa6=ided6aee8d43con/,1,1,0,64975801,39,0,67,0,0,1,4,0,1,2321,0,2,8,0,6214,1,15,1
http://en.wikipedia.org/wiki/Flame_war,1,1,1,1734780640,446,0,39,0,0,6,3,0,0,13,2,6,6,0,7235,2,31,0
http://members.tripod.com/~KODA_WOLF/Woods.html,0,1,0,3519740994,17,0,47,1,0,5,4,0,0,147641,2,8,8,0,9533,2,25,0
http://j-mchenry.com/0_bikes/plandocs/docs/,1,1,-1,3334053777,15,1,44,0,0,14,2,0,1,10000000,2,16,2,0,106,1,13,1
http://www.hexatech.com/report_designer.htm,0,1,0,1559833831,2,0,43,1,0,3,4,0,0,7352556,2,4,1,0,8817,2,19,0
http://tools.ietf.org/html/rfc3134,1,1,1,69191229,104,0,35,0,0,9,3,0,0,11392,0,6,3,0,9370,1,8,0
http://www.kees.cc/ffarm/ffarm.html,1,1,0,1113625190,8,0,36,0,0,2,4,0,0,10000000,0,2,2,0,7720,2,1,0
http://www.cleavebooks.co.uk/scol/ccdenlin.htm,0,1,0,3651141653,6,0,46,1,0,0,5,0,0,358761,-1,1,1,0,6307,1,17,0
http://vancouver-webpages.com/META/mk-metas.html,0,1,0,3345430880,27,0,48,0,0,5,3,0,2,2264519,3,2,1,0,9198,1,22,0
http://dawson3904.tripod.com/homepage.html,0,1,0,3519740994,31,0,42,1,0,4,4,0,0,10000000,2,8,8,0,9533,2,25,0
http://doiop.com/Documento_0000000976538975754246434,1,1,0,2806491801,17,0,17,0,0,4,2,0,0,3469334,2,3,8,0,5916,2,17,1
http://www.vonwentzel.net/ABS/,0,1,0,3629932325,0,1,30,1,0,0,3,0,0,7001294,2,4,1,0,7598,1,14,0
http://bbrecadastrosa.net16.net/index.php,1,1,0,2572943460,1,1,46,0,0,5,3,0,0,5967,2,2,8,0,4913,1,14,1
http://www.unsickerfarms.com/index.html,0,1,0,758668601,12,0,39,1,0,3,4,0,0,10000000,0,3,8,0,7754,1,17,0
http://research.microsoft.com/en-us/projects/pex/,1,1,0,222550717,332,0,177,0,0,27,5,0,1,21,4,8,12,0,10779,2,31,0
http://www.angelfire.com/wi/ranch2/redangus.html,0,1,0,3519740969,17,0,48,1,0,3,4,0,0,17761,2,8,8,0,8056,2,25,0
"http://news.zdnet.co.uk/software/0,1000000121,39116263,00.htm",1,1,0,1075766390,266,0,21,0,0,18,3,0,0,3410,3,8,12,0,9323,2,31,0
http://www.sybase.com/products/archivedproducts/powerj,1,1,1,2642747917,353,0,30,0,0,21,4,0,0,1593,0,4,1,0,9422,1,7,0
http://en.wikipedia.org/wiki/Witch_Hunters,1,1,1,1734780640,87,0,43,0,0,6,3,0,0,13,2,6,6,0,7235,2,31,0
http://en.decapack.com/une4/index.html,1,1,-1,1079649124,38,1,41,1,0,5,4,0,0,1286304,3,6,1,0,7377,2,21,1
http://amsoft.ru/ruboard/,0,1,0,1185154301,14,0,25,1,0,4,2,0,0,10000000,0,2,1,0,8437,1,9,0
http://xml.coverpages.org/spacecraftML.html,0,1,0,402476164,63,0,43,1,0,6,4,0,0,1363140,4,4,7,0,7272,1,14,0
http://9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?attachauth=ANoY7crbx7LaGXwwSZnIAwdBDm8050rG-NcVeBE2ghRTLtnaKYu__WdChIJ0joKepShJ8Z5l-EC8BJ5PjZu2FQtaQgBj1O5VevYabKh4auIpcYmhgcTL1ITTwQGkqaaDpxGOrIg2-xGaODKp3LtlxRGQWJhU2U2CBPsSxr2mczYNfGswZIZcLTw8ZJnJ6mR78kWcirRr5aayJroAhaoi7AXVEjgPHVuFaA==&amp;attredirects=1,1,1,0,1823564169,7,0,298,0,0,4,9,0,7,1,2,8,12,0,8451,2,31,1
http://pastehtml.com/view/bcnefmlgz.html,1,1,1,2542501898,5,0,41,0,0,14,3,0,0,1292868,2,4,2,0,4300,1,13,1
http://www.laboutiquedevalou.fr/images/includes/shop/perm/index.htm,0,1,1,3627736275,36,1,67,1,0,6,4,0,0,10000000,3,2,2,1,3257,1,20,1
http://cloud-tech.in/img/es/paypalworldwide.INC/cgi-bin/webscrcmd=_login-run/webscrcmd=_account-run/updates-paypal/confirm-paypal/,1,1,0,3056764146,0,1,131,0,0,2,3,0,6,10000000,0,2,4,0,196,1,13,1
http://ashevillewebhost.com/templates/as002029/9973207324/336264262473734/,1,1,-1,3484730411,0,1,78,1,0,7,3,0,0,10000000,0,2,8,0,4872,2,1,1
http://www.ddj.com/windows/184410987,1,1,0,1746665924,241,0,74,0,0,27,3,0,0,217432,2,4,2,0,8168,2,25,0
http://www.informit.com/store/product.aspx?isbn=0201379503&amp;redir=1,1,1,1,2679547718,111,0,113,0,0,8,3,0,0,19719,2,8,2,0,7951,2,25,0
http://swappingclosets.com/blog/direct/index.html,1,1,0,1822923287,25,1,50,0,0,11,3,0,0,10000000,2,2,1,0,645,1,19,1
http://www.dawkco.com/software/,1,1,0,1746642681,12,1,28,0,0,3,2,0,0,10000000,2,4,2,0,147,2,19,0
http://ideas.repec.org/p/wop/safire/98-05-041e.html,1,1,0,388077072,84,0,52,0,0,32,4,0,2,16354,0,2,1,0,7556,1,9,0
http://www.romanengo.com/eng/home.htm,0,1,0,1839752416,57,1,37,0,0,16,4,0,0,10000000,2,4,2,0,7706,1,13,0
http://anita-gd.com/images/,1,1,0,1807380249,0,0,31,1,0,6,3,0,1,10000000,0,2,1,1,322,2,1,1
http://developer.apple.com/wwdc/,1,1,1,301815757,19,0,35,0,0,14,3,0,0,42,3,8,8,0,12312,2,25,0
http://www.biohidrica.cl/BIOHIDRICA_english.htm,0,1,0,3362471969,0,1,47,1,0,0,4,0,0,10000000,-1,2,-1,0,7537,1,13,0
http://www.d-et.com/eng/main.asp,1,1,0,3415610378,18,0,32,1,0,3,4,0,1,10000000,2,4,1,0,6180,1,8,0
http://5wspanialych.pl/wp-content/uploads/ib.absa.za/,0,1,0,1541901386,0,1,53,1,0,0,4,0,1,10000000,-1,1,0,0,1143,1,15,1
http://www.sevkon.net/js/?ref=3D3D3D3D3Dus.battle.net/d3/en/index,0,1,0,2589869730,0,1,65,1,0,0,5,0,0,10000000,2,4,1,0,194,1,10,1
http://www.dack.com/web/flash_evil.html,1,1,0,2928175155,46,0,40,0,0,2,4,0,0,2180293,2,4,2,0,8639,2,26,0
http://mapejo.com.br/joomla/templates/atomic/dhjhjshs/login.htm,0,1,0,3233404525,0,1,63,0,0,0,4,0,0,10000000,-1,-1,1,0,6820,1,13,1
http://www.angelfire.com/ego/teamdevious/,0,1,0,3519740969,10,0,41,1,0,0,3,0,0,17761,2,8,8,0,8056,2,25,0
http://www.angelfire.com/nv/huntress/index.html,0,1,0,3519740969,68,0,47,1,0,2,4,0,0,17761,2,8,8,0,8056,2,25,0
http://users11.jabry.com/refundonl/fradrag/skat_refund.html,0,1,0,3512942663,0,0,59,1,0,5,4,0,0,4036029,0,2,2,0,4272,2,1,1
http://tools.ietf.org/html/rfc818,1,1,1,1084908074,7,0,34,0,0,8,3,0,0,11392,0,6,3,0,9370,1,8,0
http://uniclastoken.h16.ru/Banco_Itau/Pessoa_Fisica/Token/Seguranca/Itau/GRIPNET/index.php,1,1,0,2328460025,73,0,15,0,0,5,2,0,0,163298,0,2,1,0,7554,1,7,1
http://games.teamxbox.com/xbox-360/2167/Dantes-Inferno/,0,1,0,2539998599,0,1,55,1,0,0,3,0,2,6088271,3,8,2,1,7264,2,25,0
http://www.pastehtml.com/view/bq55ylshv.html,1,1,1,2542501899,5,0,45,0,0,14,4,0,0,1292868,2,4,2,0,4300,1,13,1
http://en.wikipedia.org/wiki/PCI-Express,1,1,1,1734780640,1226,0,41,0,0,7,3,0,1,13,2,6,6,0,7235,2,31,0
http://www.yeahindia.com/site2000,0,1,0,65713642,2,0,33,1,0,1,3,0,0,10000000,2,4,2,0,1728,2,20,0
http://www.highedgesolar.com/modules/hongleongconnect/servicerequest.htm,0,1,-1,3097103596,60,1,72,0,0,4,4,0,0,10000000,2,4,4,0,3216,2,20,1
http://searchenginewatch.com/article/2064836/More-Search-and-Browsing-Fun-with-Firefox,1,1,0,2378290453,0,1,90,0,0,0,3,0,6,13047,3,3,2,0,8265,2,23,0
http://9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?attachauth=ANoY7crfNi0wQjqG7eQnnvUHuxrim4ut9S4hExBd06Oni2RlYzpk-tUrxBkdNABAYZeeMaJMtCYD-KcJUSIKsVyJ_8JPrgWLk8n-U5JUZ4WsKtKtdsI5HeAiCTR8-TL0pP5vfiBgpjTQZN4QI4USZCPU2n-zGnZvIpCtEx1hz_dH5hjkUJWnfKhA-Epb1WfLaZbzCCIxddT88UtS5rLgPEJAm-t6Wp7FrA\%3D\%3D&amp;attredirects=2,1,1,0,1089059977,7,0,298,0,0,4,9,0,11,1,2,8,12,0,8451,2,31,1
http://www.tek-tips.com/threadminder.cfm?pid=10,1,1,1,1796511730,151,0,48,0,0,4,4,0,1,42101,2,2,1,0,8492,1,12,0
http://secure-runescape-com-m-weblogin.my-style.in/m=weblogin.loginform.ws-mod=www&amp;ssl=1&amp;reauth=1&amp;dest=account_settings.ws.html,0,1,0,3342594713,0,0,139,1,0,3,7,0,6,342201,0,5,2,0,3103,1,11,1
http://httpd.apache.org/docs/1.3/misc/security_tips.html,0,1,0,1607997472,30,0,56,0,0,2,5,0,0,2392,0,12,2,0,9339,2,1,0
http://sourceforge.net/projects/net-whois-ripe/,1,1,0,3630769677,260,0,48,0,0,22,2,0,2,472,0,4,8,0,7759,2,1,0
http://pastehtml.com/view/bfodqe7nv.html,1,1,0,2542501898,1,0,41,0,0,1,3,0,0,1292868,2,4,2,0,4300,1,13,1
http://en.wikipedia.org/wiki/DLX,1,1,1,1734780640,209,0,33,0,0,6,3,0,0,13,2,6,6,0,7235,2,31,0
http://developer.mozilla.org/en/CSS,1,1,1,1666617415,144,0,48,0,0,20,3,0,0,228,2,8,6,0,8320,2,31,0
http://www.rewardszoneusa.com/?Flow=D4EF0A81-9EAC-F267-68AD-F444C1819DEDC5CDDD40&isPrePop=true&subaff=251633,0,1,0,2890122531,2,1,108,0,0,6,3,0,4,10000000,0,2,8,0,3458,1,18,1
http://msdn.microsoft.com/en-us/library/ms978496.aspx,1,1,0,3088653171,36,0,33,0,0,27,3,0,1,21,4,8,12,0,10779,2,31,0
http://www.internetnews.com/ent-news/article.php/3110981,0,1,0,1177163675,38,0,56,0,0,14,4,0,1,1988313,0,4,2,0,8660,1,16,0
http://pastehtml.com/view/beogncb4i.html,1,1,1,2542501898,5,0,41,0,0,14,3,0,0,1292868,2,4,2,0,4300,1,13,1
http://www.dotuscomus.com/svg/,0,1,0,788319745,41,0,30,1,0,8,3,0,0,10000000,0,2,8,0,7200,1,14,0
http://groups.yahoo.com/group/logic-ot/,1,1,-1,2007044108,37,0,49,0,0,8,3,0,1,11,3,10,12,0,9422,2,31,0
http://www.programix.com/threadbook/,0,1,0,1653208094,78,0,36,1,0,2,3,0,0,10321955,3,2,1,0,8611,1,13,0
http://ted.mielczarek.org/code/mozilla/,0,1,0,1266141544,42,0,39,0,0,1,3,0,0,10000000,3,2,2,0,6686,2,19,0
http://tools.ietf.org/html/rfc1956,1,1,1,1084908074,7,0,35,0,0,9,3,0,0,11392,0,6,3,0,9370,1,8,0
http://javassh.org/space/start,1,1,0,773281341,138,0,32,0,0,54,2,0,0,80,2,16,6,0,4775,2,31,0
http://www.datacolor.eu/en/products/display-calibration/index.html,1,1,0,1311647015,111,0,26,0,0,22,3,0,1,111498,2,6,1,0,8956,1,13,0
http://pastehtml.com/view/bbcr1gfm7.html,1,1,1,2542501898,5,0,41,0,0,14,3,0,0,1292868,2,4,2,0,4300,1,13,1
http://www.linabtechnologies.com/media/system/js/81600ef937457c67e9c73453eabad015/Einloggen.htm,1,1,0,2405406328,7,1,91,1,0,4,3,0,0,10000000,2,4,1,0,3320,1,21,1
http://www.viverelagheula.net/wp-content/plugins/akismet/paypal.com.au/initthi.html?UsingSSL=&amp;bshowgif=&amp;cmd=SignIn&amp;co_partnerId=2&amp;errmsg=&amp;i1=&amp;pUserId=&amp;pa1=&amp;pa2=&amp;pageType=&amp;pp=&amp;ru=&amp;runame=\%5C&amp;siteid=0,1,1,0,1607993256,107,1,253,0,0,1,6,0,1,10000000,2,4,1,1,4343,1,18,1
http://tools.ietf.org/html/rfc2317,1,1,1,1084908074,49,0,35,0,0,10,3,0,0,11392,0,6,3,0,9370,1,8,0
http://www.aspwebpro.com/aspscripts.asp,1,1,0,1120335065,6,1,36,0,0,3,3,0,0,10000000,2,2,8,0,7212,1,13,0
http://esoteric.sange.fi/brainfuck/,0,1,0,1401937037,11,0,35,0,0,0,3,0,0,4938202,-1,2,1,0,7352,1,8,0
http://9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?amp\%3Battredirects=1&amp;attachauth=ANoY7coqikAb_i3TSd4CICkyqYu-Px1f6HDXh-Ik-bVb1n5QWbXn3ryIfqiCDUTbcVvKkjpy2tfDLD3YohRg606JgHvfvSZt-h0qgOSzLmaYy4fV4AeweAMVlG0NvEY7PWAdh7QtnzIgKs1mFCgndeKgMiasqg7drlYNQ0T7Ao_L4Ox7GfEDSdNGNaBIPxvdkifbjA9bjIVCJAS1HARwAyyRJ4kpUEIKpw\%3D\%3D&amp;attredirects=1,1,1,0,1089059977,7,0,298,0,0,4,9,0,8,1,2,8,12,0,8451,2,31,1
http://tools.ietf.org/html/rfc121,1,1,1,1084908074,29,0,34,0,0,7,3,0,0,11392,0,6,3,0,9370,1,8,0
http://www.dieterle.com/english/index.html,0,1,-1,3651141724,1,1,42,0,0,6,4,0,0,10000000,2,4,2,0,7922,2,15,0
http://tools.ietf.org/html/rfc1335,1,1,1,1084908074,34,0,35,0,0,9,3,0,0,11392,0,6,3,0,9370,1,8,0
http://serialkilla138.tripod.com/absorbed/index.htm,0,1,0,3519740994,6,0,51,1,0,0,4,0,0,10000000,2,8,8,0,9533,2,25,0
http://www.flickr.com/groups/37967112@N00/,1,1,-1,1666619365,82,0,48,0,0,43,3,1,0,851,2,8,12,0,6192,2,31,0
http://youask.ru/wp-content/plugins/http/paypaI/com/en/webapps/mpp/home/,0,1,0,3584021204,3,1,72,1,0,5,2,0,1,10000000,0,2,1,0,2388,1,9,1
http://www.gbscience.com/webscr.htm,1,1,0,2539995807,30,1,32,0,0,8,3,0,0,10000000,0,2,8,0,5635,2,1,1
http://www.texclubtec.it/english/index.asp,0,1,0,3259972581,1,1,42,1,0,0,4,0,0,10000000,-1,1,1,0,7414,1,13,0
http://code.google.com/p/php-syslog-ng/,1,1,0,2899910638,7,0,47,0,0,3,3,0,2,1,2,8,12,0,8451,2,31,0
http://pastehtml.com/view/bb11kvtb4.html,1,1,1,2542501898,5,0,41,0,0,14,3,0,0,1292868,2,4,2,0,4300,1,13,1
http://www.eclipse.org/photran/,0,1,1,3324583622,102,0,31,0,0,20,3,0,0,8268,0,3,1,0,8605,1,11,0
http://animeaid.net/www.irs.gov/irs.htm/,1,1,0,3639550485,0,0,23,1,0,0,3,0,0,10000000,2,4,2,0,968,2,26,1
http://www.idmer.com/UK/index.htm,0,1,-1,2746016327,40,1,33,1,0,9,4,0,0,10000000,3,4,2,0,8062,2,13,0
http://www.rpg.net/news+reviews/reviews/rev_211.html,1,1,0,1118821851,0,1,57,0,0,0,4,0,0,101204,2,3,1,0,8855,1,7,0
http://www.babinet.cz/avatars/19889/hires/dir/560d2dfab037ebcffb9349bded6df911/,1,1,0,1604894786,0,1,76,0,0,0,2,0,0,958395,-1,2,-1,0,7376,1,10,1
http://trillian.randomstuff.org.uk/~stephen/history/,0,1,0,787210866,12,0,52,0,0,6,4,0,0,10000000,-1,1,1,0,6380,1,18,0
http://www.devin.com/sugarplum/,0,1,0,3640435219,23,0,31,1,0,0,3,0,0,4226232,2,2,2,0,8954,2,23,0
http://habbogerador.rel7.com/,0,1,0,1075841093,0,0,29,1,0,0,3,0,0,10000000,2,4,2,0,735,2,13,1
http://docbook.org/tdg/,1,1,0,2649107827,16,0,24,0,0,2,2,0,0,4052593,2,8,2,1,7999,1,11,0
http://www.ddci.com/products_SCORE.php,1,1,-1,600849985,71,0,36,0,0,3,3,0,0,6242712,2,2,1,0,9611,1,8,0
http://www.rpbourret.com/xml/NamespacesFAQ.htm,0,1,0,1073309511,356,0,46,1,0,1,4,0,0,1330277,3,2,1,0,7389,1,13,0
http://www.lysator.liu.se/~zap/stomper/,0,1,0,2196569717,2,0,39,0,0,3,4,0,0,22933,-1,3,1,0,12307,1,6,0
http://pastehtml.com/view/beexnijhy.html,1,1,1,2542501898,5,0,41,0,0,14,3,0,0,1292868,2,4,2,0,4300,1,13,1
http://tools.ietf.org/html/rfc1992,1,1,1,1084908074,184,0,35,0,0,9,3,0,0,11392,0,6,3,0,9370,1,8,0
http://9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?amp\%3Battredirects=1&amp;attachauth=ANoY7criG2T45TbHOng7DfJlvRHEzu6yGIcwXhXiwP7GUR8XyxvY4NB-60uJ6z9QJAwWa2yHixK6SzNWK_a_12i12jaXlQ8_Eb8lWvEjK9dX26MX0yiGByryxYOzsxeEHpBRBsiA00_cZhbRBls9TiUgm3NuXX79QYkGZ3aFZ2jmcd-1G3rmZyfh74zhxcy1Jm5N5MGD7UUZzECkM4uv3SbYiWraybbhEQ\%3D\%3D&amp;attredirects=0,1,1,0,1249758345,7,0,298,0,0,4,9,0,6,1,2,8,12,0,8451,2,31,1
http://www.createconline.com/studios/,0,1,0,840908821,19,0,37,0,0,5,3,0,0,10000000,0,2,2,0,7222,2,1,0
