url,href_count,page_redirect,meta_data,url_rank,email_count,name_server_count,domain_name_count
http://9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?attachauth=ANoY7crbx7LaGXwwSZnIAwdBDm8050rG-NcVeBE2ghRTLtnaKYu__WdChIJ0joKepShJ8Z5l-EC8BJ5PjZu2FQtaQgBj1O5VevYabKh4auIpcYmhgcTL1ITTwQGkqaaDpxGOrIg2-xGaODKp3LtlxRGQWJhU2U2CBPsSxr2mczYNfGswZIZcLTw8ZJnJ6mR78kWcirRr5aayJroAhaoi7AXVEjgPHVuFaA==&amp;attredirects=1,7,0,4,1,2,8,2
http://pastehtml.com/view/bcnefmlgz.html,5,0,14,1292868,2,4,1
http://www.laboutiquedevalou.fr/images/includes/shop/perm/index.htm,36,0,6,10000000,3,2,1
http://cloud-tech.in/img/es/paypalworldwide.INC/cgi-bin/webscrcmd=_login-run/webscrcmd=_account-run/updates-paypal/confirm-paypal/,0,0,2,10000000,0,2,1
http://ashevillewebhost.com/templates/as002029/9973207324/336264262473734/,0,0,7,10000000,0,2,2
http://www.ddj.com/windows/184410987,241,0,27,217432,2,4,2
http://www.informit.com/store/product.aspx?isbn=0201379503&amp;redir=1,111,0,8,19719,2,8,2
http://swappingclosets.com/blog/direct/index.html,25,0,11,10000000,2,2,1
http://www.dawkco.com/software/,12,0,3,10000000,2,4,2
http://ideas.repec.org/p/wop/safire/98-05-041e.html,84,0,32,16354,0,2,1
http://www.romanengo.com/eng/home.htm,57,0,16,10000000,2,4,1
http://anita-gd.com/images/,0,0,6,10000000,0,2,2
http://developer.apple.com/wwdc/,19,0,14,42,3,8,2
http://www.biohidrica.cl/BIOHIDRICA_english.htm,0,0,0,10000000,-1,2,1
http://www.d-et.com/eng/main.asp,18,0,3,10000000,2,4,1
http://5wspanialych.pl/wp-content/uploads/ib.absa.za/,0,0,0,10000000,-1,1,1
http://www.sevkon.net/js/?ref=3D3D3D3D3Dus.battle.net/d3/en/index,0,0,0,10000000,2,4,1
http://www.dack.com/web/flash_evil.html,46,0,2,2180293,2,4,2
http://mapejo.com.br/joomla/templates/atomic/dhjhjshs/login.htm,0,0,0,10000000,-1,-1,1
http://www.angelfire.com/ego/teamdevious/,10,0,0,17761,2,8,2
http://www.angelfire.com/nv/huntress/index.html,68,0,2,17761,2,8,2
http://users11.jabry.com/refundonl/fradrag/skat_refund.html,0,0,5,4036029,0,2,2
http://tools.ietf.org/html/rfc818,7,0,8,11392,0,6,1
http://uniclastoken.h16.ru/Banco_Itau/Pessoa_Fisica/Token/Seguranca/Itau/GRIPNET/index.php,73,0,5,163298,0,2,1
http://games.teamxbox.com/xbox-360/2167/Dantes-Inferno/,0,0,0,6088271,3,8,2
http://www.pastehtml.com/view/bq55ylshv.html,5,0,14,1292868,2,4,1
http://en.wikipedia.org/wiki/PCI-Express,1226,0,7,13,2,6,2
http://www.yeahindia.com/site2000,2,0,1,10000000,2,4,2
http://www.highedgesolar.com/modules/hongleongconnect/servicerequest.htm,60,0,4,10000000,2,4,2
http://searchenginewatch.com/article/2064836/More-Search-and-Browsing-Fun-with-Firefox,0,0,0,13047,3,3,2
http://9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?attachauth=ANoY7crfNi0wQjqG7eQnnvUHuxrim4ut9S4hExBd06Oni2RlYzpk-tUrxBkdNABAYZeeMaJMtCYD-KcJUSIKsVyJ_8JPrgWLk8n-U5JUZ4WsKtKtdsI5HeAiCTR8-TL0pP5vfiBgpjTQZN4QI4USZCPU2n-zGnZvIpCtEx1hz_dH5hjkUJWnfKhA-Epb1WfLaZbzCCIxddT88UtS5rLgPEJAm-t6Wp7FrA\%3D\%3D&amp;attredirects=2,7,0,4,1,2,8,2
http://www.tek-tips.com/threadminder.cfm?pid=10,151,0,4,42101,2,2,1
http://secure-runescape-com-m-weblogin.my-style.in/m=weblogin.loginform.ws-mod=www&amp;ssl=1&amp;reauth=1&amp;dest=account_settings.ws.html,0,0,3,342201,0,5,1
http://httpd.apache.org/docs/1.3/misc/security_tips.html,30,0,2,2392,0,12,2
http://sourceforge.net/projects/net-whois-ripe/,260,0,22,472,0,4,2
http://pastehtml.com/view/bfodqe7nv.html,1,0,1,1292868,2,4,1
http://en.wikipedia.org/wiki/DLX,209,0,6,13,2,6,2
http://developer.mozilla.org/en/CSS,144,0,20,228,2,8,2
http://www.rewardszoneusa.com/?Flow=D4EF0A81-9EAC-F267-68AD-F444C1819DEDC5CDDD40&isPrePop=true&subaff=251633,2,0,6,10000000,0,2,1
http://msdn.microsoft.com/en-us/library/ms978496.aspx,36,0,27,21,4,8,2
http://www.internetnews.com/ent-news/article.php/3110981,38,0,14,1988313,0,4,1
http://pastehtml.com/view/beogncb4i.html,5,0,14,1292868,2,4,1
http://www.dotuscomus.com/svg/,41,0,8,10000000,0,2,1
http://groups.yahoo.com/group/logic-ot/,37,0,8,11,3,10,2
http://www.programix.com/threadbook/,78,0,2,10321955,3,2,1
http://ted.mielczarek.org/code/mozilla/,42,0,1,10000000,3,2,2
http://tools.ietf.org/html/rfc1956,7,0,9,11392,0,6,1
http://javassh.org/space/start,138,0,54,80,2,16,2
http://www.datacolor.eu/en/products/display-calibration/index.html,111,0,22,111498,2,6,1
http://pastehtml.com/view/bbcr1gfm7.html,5,0,14,1292868,2,4,1
http://www.linabtechnologies.com/media/system/js/81600ef937457c67e9c73453eabad015/Einloggen.htm,7,0,4,10000000,2,4,1
http://www.viverelagheula.net/wp-content/plugins/akismet/paypal.com.au/initthi.html?UsingSSL=&amp;bshowgif=&amp;cmd=SignIn&amp;co_partnerId=2&amp;errmsg=&amp;i1=&amp;pUserId=&amp;pa1=&amp;pa2=&amp;pageType=&amp;pp=&amp;ru=&amp;runame=\%5C&amp;siteid=0,107,0,1,10000000,2,4,1
http://tools.ietf.org/html/rfc2317,49,0,10,11392,0,6,1
http://www.aspwebpro.com/aspscripts.asp,6,0,3,10000000,2,2,1
http://esoteric.sange.fi/brainfuck/,11,0,0,4938202,-1,2,1
http://9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?amp\%3Battredirects=1&amp;attachauth=ANoY7coqikAb_i3TSd4CICkyqYu-Px1f6HDXh-Ik-bVb1n5QWbXn3ryIfqiCDUTbcVvKkjpy2tfDLD3YohRg606JgHvfvSZt-h0qgOSzLmaYy4fV4AeweAMVlG0NvEY7PWAdh7QtnzIgKs1mFCgndeKgMiasqg7drlYNQ0T7Ao_L4Ox7GfEDSdNGNaBIPxvdkifbjA9bjIVCJAS1HARwAyyRJ4kpUEIKpw\%3D\%3D&amp;attredirects=1,7,0,4,1,2,8,2
http://tools.ietf.org/html/rfc121,29,0,7,11392,0,6,1
http://www.dieterle.com/english/index.html,1,0,6,10000000,2,4,2
http://tools.ietf.org/html/rfc1335,34,0,9,11392,0,6,1
http://serialkilla138.tripod.com/absorbed/index.htm,6,0,0,10000000,2,8,2
http://www.flickr.com/groups/37967112@N00/,82,0,43,851,2,8,2
http://youask.ru/wp-content/plugins/http/paypaI/com/en/webapps/mpp/home/,3,0,5,10000000,0,2,1
http://www.gbscience.com/webscr.htm,30,0,8,10000000,0,2,2
http://www.texclubtec.it/english/index.asp,1,0,0,10000000,-1,1,1
http://code.google.com/p/php-syslog-ng/,7,0,3,1,2,8,2
http://pastehtml.com/view/bb11kvtb4.html,5,0,14,1292868,2,4,1
http://www.eclipse.org/photran/,102,0,20,8268,0,3,1
http://animeaid.net/www.irs.gov/irs.htm/,0,0,0,10000000,2,4,2
http://www.idmer.com/UK/index.htm,40,0,9,10000000,3,4,2
http://www.rpg.net/news+reviews/reviews/rev_211.html,0,0,0,101204,2,3,1
http://www.babinet.cz/avatars/19889/hires/dir/560d2dfab037ebcffb9349bded6df911/,0,0,0,958395,-1,2,1
http://trillian.randomstuff.org.uk/~stephen/history/,12,0,6,10000000,-1,1,1
http://www.devin.com/sugarplum/,23,0,0,4226232,2,2,2
http://habbogerador.rel7.com/,0,0,0,10000000,2,4,2
http://docbook.org/tdg/,16,0,2,4052593,2,8,1
http://www.ddci.com/products_SCORE.php,71,0,3,6242712,2,2,1
http://www.rpbourret.com/xml/NamespacesFAQ.htm,356,0,1,1330277,3,2,1
http://www.lysator.liu.se/~zap/stomper/,2,0,3,22933,-1,3,1
http://pastehtml.com/view/beexnijhy.html,5,0,14,1292868,2,4,1
http://tools.ietf.org/html/rfc1992,184,0,9,11392,0,6,1
http://9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?amp\%3Battredirects=1&amp;attachauth=ANoY7criG2T45TbHOng7DfJlvRHEzu6yGIcwXhXiwP7GUR8XyxvY4NB-60uJ6z9QJAwWa2yHixK6SzNWK_a_12i12jaXlQ8_Eb8lWvEjK9dX26MX0yiGByryxYOzsxeEHpBRBsiA00_cZhbRBls9TiUgm3NuXX79QYkGZ3aFZ2jmcd-1G3rmZyfh74zhxcy1Jm5N5MGD7UUZzECkM4uv3SbYiWraybbhEQ\%3D\%3D&amp;attredirects=0,7,0,4,1,2,8,2
http://www.createconline.com/studios/,19,0,5,10000000,0,2,2
http://9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?attachauth=ANoY7cqrkjl3oTaMgDvNQWZfYs3rjVmJD1yNT15DNS3BuCRlT6lcXPkZNmx7bSdc3k38kKE8JgkjSKjUhY9Nk0BARfHsJgObZiIEGyHb9SIFa7T2u3gbPWOo368L8YWSxaK8YCiFYAzt18BnoOBBsnvJayUUGeGmUYooocm_NG9ZQclH2AkJKjAFAqoqSaRKN716IGLX6ZWEj4wUtCxd3nxwJ6RJcLVs3g\%3D\%3D&amp;attredirects=2,7,0,4,1,2,8,2
http://9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?attachauth=ANoY7cramfnRNScwGwvSscmpBD2DAiyo9o6b5dA8MNJcsgjmkxFuB5Jw_LplFhGDeK2hcmJfC5VBDs_QPm_RZ6WY_4jwoM94aNW8MJGBYqR3NUwzRRJkS0X7kqFxdOusxeRLOqlENorz2J-MGxgKENcpbal78rMI-qq6eK44em0HnlAYRAIDa9EkoNKLQEhYRGPf2LmMMYIUJD7k8fiQYtBi-KYjQ2NLmg\%3D\%3D&amp;attredirects=1,7,0,4,1,2,8,2
http://www.rickrecht.com/_email/account23/security/,26,0,6,10000000,0,2,1
http://www.josuttis.com/tmplbook/,3,0,4,4769787,3,4,2
http://lokamaer.org/ZASTROW/,0,0,0,10000000,0,4,1
http://tinyurl.com/c7k5dy7,1,0,4,3048,0,8,1
http://monroevillechamber.com/Kiosk/CLT.ASP,1,0,3,10000000,0,2,1
http://www.frictionlessinsight.com/archives/2004/01/beyond-good-evi.html,30,0,8,10000000,2,2,1
http://bearben.com/vgdmryw9ec2u4nb38240/Y2dtLmJydWNrbmVyQGNoZWxsby5hdA==/xDEsdR/Ymx1a2lucy5iaXoMessage-ID:,0,0,1,10000000,0,3,1
http://www.qinxin.cn/images/index.htm?ref=http:/hgttzjwus.battle.net/d3/en/index,21,0,3,10000000,0,2,1
http://9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?attachauth=ANoY7co7UtRjg7kxrVAd3fb7Iq3MP7mNAp4CVGiF6cG29v99157JkL4R_twOC9t-CW19-GqaWjvZqDioab7abyRHB-lCI5IMnW69yuslShv7v8nCv4PadCP2kSEGt60L6McIwnQ98HyizrOeoPWP7hKsqvBFdc3dYGSvTlfsUEy0snJH9mcJIliogR5DHk5VidT5OGtxJS55QBgVWVNphI1eRZtPrSsVGw\%3D\%3D&amp;attredirects=2,7,0,4,1,2,8,2
http://www.unionoflove.com/cards,5,0,1,10000000,0,2,2
http://home.comcast.net/~crystalj566/,7,0,2,311,2,10,2
http://www.linabtechnologies.com/media/system/js/2c7af352bd3f5bcc5ee4e62e9010ac26/Einloggen.htm,7,0,4,10000000,2,4,1
http://showsecretary.ca/Paypal_Virefication/,1,0,1,10000000,0,-1,1
http://www.eltima.com/products/visual-java-library/,117,0,43,34777,2,3,2
http://xerces.apache.org/xerces2-j/,60,0,1,2392,0,12,2
http://9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?amp\%3Battredirects=0&amp;attachauth=ANoY7cpTwIJuVxgJcDrgJkjg-upKtI3fbCEh1Mcm5rofKkJtkMBSntujcUwnJ28ZCvefZsqS-ei1Ic-vvoec810pUjqMH3hHizXcNxnQK8TTLHtSPYq1QT4jDKZWia8JWhLLoH9pniNxKRpAQ_KE05lLOqp1yO3wpUBHS0T2a5AhLd_-pBFur69b0wbEOllPx75NwelTjnDexZ4IBEbSSA8MVe2yuWGVDQ\%3D\%3D&amp;attredirects=0,7,0,4,1,2,8,2
http://www.cete.com/Products/Generator/,140,0,5,520920,2,8,2
http://www.babinet.cz/avatars/19889/hires/dir/5f52cc5349035cfbe782b4d0e2d76c0b/,0,0,0,958395,-1,2,1
http://www.microsoft.com/msj/0599/complusprog/complusprog.aspx,110,0,5,21,4,8,2
http://mobiusme.com/dknord/dk/9f7c922c363c997efa7dbdc5f9300303/,4,0,2,10000000,2,6,2
http://themayerinstitute.ca/_common/id/_private/bin3/2/tsbonline.lloydstsb.co.uk/login/personal/logon.jsp,0,0,0,10000000,0,-1,1
http://9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?amp\%3Battredirects=1&amp;attachauth=ANoY7cr0Rwh9rqq2nrvLZKg2o3n-00DyTcVR-mHim-DCpwQ3M4J1-_c9_fTSpQUeeGgE6--e0DPV7fa0hE5RQ0drJv8SKjqgOWNNWSCQhzdmZa-21UT9uyR7lVr0thvu3gqXKFyQvVTDIUzK83uwJBE4wXdTFm5LyEBvlexI-teWllrkFUWyQEKgKeKKMnaGJNaZC0fDUJEE6lELP2XggLA3ffLGGYlprQ\%3D\%3D&amp;attredirects=0,7,1,4,1,2,8,2
http://pastehtml.com/view/ay8yi8w1h.html,5,0,14,1292868,2,4,1
http://www.infohq.com/Computer/computerhome.htm,120,0,20,4932922,3,2,1
http://red-irish.itgo.com/Games.html,25,0,0,532526,3,4,2
http://www.livingdaylights.za.pl/,76,0,3,3674125,-1,1,1
http://9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?amp\%3Battredirects=2&amp;attachauth=ANoY7cq9YzCog5xWqMkGJ7YUdfI9jYdmcXCXLSt1wd7mNEcVTVSAUteVhVatAkTxg3ymCDiIwHm7Dbn1q0QDuHRl47SULC63LWKbQr_yfQPjVxwUmCqY8QiUyJIc0dSUJx27MW0FlKW4gDZEWJYC4zI2XkZp00rltSR-AMSsMNY25V6SHm4nrk3FR8LEk5XTSp8IiXDrUHtYneLjQ67Gkvch8ehiqYeMZA\%3D\%3D&amp;attredirects=0,7,0,4,1,2,8,2
http://alxsoft.narod.ru/default.htm,43,0,3,10000000,0,3,1
http://www.shaikhzn.com/554c3587bdc120750fbe7abf2ef355da/,0,0,0,10000000,0,4,1
http://www.rupert-lane.org/inform-mode/,9,0,4,10000000,3,8,1
http://tinyurl.com/d9p98bz,1,0,4,3048,0,8,1
http://www.all4nerds.com/wp-content/themes/twentyeleven/wp-ca/3/Internet\%20Banking\%20_\%20Capitec\%20Bank_files/onlinebanking.htm,3,0,3,10000000,0,4,1
http://www.codeguru.com/Cpp/V-S/devstudio_macros/visualstudionet/article.php/c3199,883,0,13,44721,0,8,1
http://www.angelfire.com/id/ianoid/brentcade.html,3,0,0,17761,2,8,2
http://www.tempel.org/macdev/,17,0,4,871657,2,2,1
http://www.eyeideals.com/~belldesi/wwwfull/,0,0,0,10000000,4,4,1
http://www.poppycat.co.kr/bbs/bzboard/capital/confirm.htm,0,0,0,10000000,-1,3,1
http://kikerpi.com/wp-content/plugins/zhbgwwltyep/6872909347/de-5352352353/,0,0,0,6120952,0,2,1
http://9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?amp\%3Battredirects=2&amp;attachauth=ANoY7cpQuAQs5Q3A1w53XKGVQwScTR8yP4o8vf3GqpG6KuikkqJO_8Ut8zrKQsxxsAtIX4y-YfMNt7HG-0JE7ECQ7KbqtHMIpy4V60jVXn9JvGG6fw4r8BiyI_ZHXQyKuntIvjcJZpnes9ii8pPwkyZUu_5df-ps7BHNKvDS8OWQq5Smt2wsN2RR_e59FLh3lpXO4tXfFVzO5vk6sBppGwiulqzFwQWIbQ\%3D\%3D&amp;attredirects=0,7,0,4,1,2,8,2
http://domainingservers.com/paypal.com-cgi-bin.update/,0,0,2,10000000,2,4,2
http://www.mca-nashville.com/x.html,0,0,1,10000000,2,6,2
http://tools.ietf.org/html/rfc2120,82,0,8,11392,0,6,1
http://www.eecg.toronto.edu/EECG/RESEARCH/ParallelSys/hurricane.html,0,0,0,1792,2,-1,1
http://www.zvon.org/xxl/xmlSchema2001Reference/Output/index.html,15,0,1,463634,2,4,1
http://groups.yahoo.com/group/charlie-company/,42,0,8,11,3,10,2
http://habbogeradordemoedas2011.rel7.com/,0,0,0,10000000,2,4,2
http://www.algonet.se/~martin/,8,0,1,10004569,-1,3,1
http://x0shop.com/images/?ref=http\%3A\%2F\%2Fcbzpivdus.battle.net\%2Fd3\%2Fen\%2Findex,0,0,0,10000000,0,4,1
http://www.sothink.com/product/javadecompiler/,16,0,4,97702,0,2,2
http://www.youtube.com/watch?v=LXZ1OL2U3lY,12,0,67,2,2,8,2
http://9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?attachauth=ANoY7cpwbBYB84dcHmkB9mNC-Fd_3HaNDYZfJrHdOQq4MWJ9D5aUhxg0HAM0b3Axb8-8TJHZ24SD4AkfyDxm54p2rLm2B5ddglUrH5Ze3H17lfj56PhlSmZWRv91Wydi3x6FWtEjtQaTRG8NJgd1VDcOTOjsMNAgj2u5uxROzo_Sd2R1Gh0CrgZHEfTQirtmOo5eBjH98hMsjHqxNCUld_NwaKGHvIG4yw==&amp;attredirects=1,7,0,4,1,2,8,2
http://www.almwire.ca/index.html,2,0,3,3666791,0,-1,1
http://pastehtml.com/view/bg3z9sk8n.html,5,0,14,1292868,2,4,1
http://estlbay.ucoz.com/seaPI.dlSignInruhtp3A22Fwwy.p3A22Fwwy.c.htm,14,0,1,10000000,2,6,1
http://sites.google.com/site/classroom162/,7,0,4,1,2,8,2
http://www.hiditec.com/wp-content/information.html.html,0,0,0,8541043,0,2,1
http://9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?amp\%3Battredirects=2&amp;attachauth=ANoY7cro7iEBt-HW9ePZ9a32BDM4jghY2lzPojigYnQGL0Uyck0_22ygCp-c3tcOukTSW5zhOaSzgpLppTiJLu2wSBo8lq8JS6sOc63zMgMc5_oL7FVq-stAbfivs8Pgil1cD-gDxessUbezLF4zzo_eA9Osmke-U1EV8qmPKyY9wQQEIQEHsK9IloH23srtD7i2IUSxEB9SRD3a0jxjqUDN6X46HnYVng\%3D\%3D&amp;attredirects=0,7,0,4,1,2,8,2
http://pastehtml.com/view/bfzmr89gs.html,1,0,1,1292868,2,4,1
http://support.microsoft.com/?kbid=36605,192,0,38,21,4,8,2
http://www.montaguemillennium.com/medieval/Medieval_Armor.htm,0,0,0,10000000,3,4,2
http://affiliatealmanac.com/systembanking/1abdd70f62944214a82ea82cfee59c55,0,0,9,5470,0,2,1
