,short_url,sub_domain,favicon,ip,href_count,state_code,url_length,ssl,page_redirect,meta_data,url_rank,label
87,1,1,0,3659159763,21,0,21,1,0,1,10000000,1.0
88,0,1,0,2176977451,0,1,78,1,0,0,22183,1.0
89,0,1,0,2917956866,1,1,51,1,0,1,10000000,1.0
90,1,1,-1,3334053776,15,1,44,0,0,1,10000000,1.0
91,1,1,0,3585745171,99,0,20,0,0,1,10000000,0.0
92,1,1,0,3627730707,70,0,26,0,0,1,327917,0.0
93,0,1,1,1441569340,68,0,38,1,0,1,8373949,1.0
94,1,1,-1,1613583264,152,1,119,0,0,1,186155,1.0
95,0,1,0,3519740994,39,0,54,1,0,0,142518,0.0
96,0,1,0,2994767740,100,0,36,1,0,1,99782,0.0
97,1,1,0,3630769677,236,0,40,0,0,1,467,1.0
98,0,1,0,2709235132,1,0,36,1,0,1,10000000,1.0
99,0,1,0,3403217950,50,0,65,1,0,1,43406,1.0
100,1,1,0,2102191635,1,1,133,1,0,0,10000000,1.0
101,0,1,0,1255206057,34,0,36,1,0,1,367436,1.0
102,1,1,0,1604894786,0,1,76,0,0,0,757362,1.0
103,0,1,0,3519740969,11,0,47,1,0,0,17554,0.0
104,1,1,0,3630769677,251,0,40,0,0,1,467,1.0
105,1,1,1,387272807,52,0,23,1,0,1,133651,1.0
106,0,1,0,256437788,0,0,33,1,1,1,296,1.0
107,0,1,0,1285867426,0,1,110,1,0,0,10000000,1.0
108,1,1,1,1084908074,10,0,34,0,0,1,12119,1.0
109,1,1,0,599308391,14,1,75,0,0,1,10000000,1.0
110,1,1,1,400762432,210,1,119,0,0,1,5117351,0.0
111,0,1,0,3342594713,0,0,72,1,0,1,10000000,1.0
112,1,1,1,1084908074,21,0,34,0,0,1,12119,1.0
113,1,1,0,2196192540,30,0,38,0,0,1,37963,1.0
114,1,1,1,2649152690,91,0,57,0,0,1,7366934,1.0
115,1,1,0,2156545048,0,1,48,0,0,0,2914,1.0
116,0,1,0,1111261835,0,1,31,1,0,0,3381129,0.0
117,1,1,0,3000054509,298,0,39,0,0,1,10000000,1.0
118,0,1,0,415519458,30,0,32,1,0,1,10000000,1.0
119,1,1,0,1729444473,0,1,111,1,0,0,10000000,1.0
120,1,1,0,57804555,68,0,60,0,0,1,10000000,0.0
121,0,1,0,2149450373,37,0,35,1,0,1,511,1.0
122,1,1,0,2833991324,57,0,29,1,0,1,10000000,1.0
123,1,1,0,585163682,67,0,60,0,0,1,106808,1.0
124,1,1,0,3512201027,6,0,31,0,0,1,10000000,0.0
125,0,1,0,3519740969,3,0,39,1,0,1,17554,1.0
126,0,1,0,2921500358,0,0,47,1,0,1,10000000,1.0
127,1,1,1,2540001957,1,1,67,0,0,1,770401,0.0
128,1,1,1,2539989436,160,0,45,0,0,1,772,1.0
129,1,1,0,2167023105,105,0,47,0,0,1,745,1.0
130,0,1,0,2731951407,108,0,34,1,0,1,2995031,1.0
131,1,1,0,391911237,4,0,23,0,0,1,10000000,1.0
132,1,1,0,64975801,40,0,59,0,0,1,2418,1.0
133,1,1,0,2690321258,15,0,31,0,0,1,52635,1.0
134,0,1,0,1249758326,0,0,36,1,0,0,15187,1.0
135,0,1,1,2194376799,45,0,63,1,0,1,1854,1.0
136,0,1,0,736180085,0,1,37,1,0,0,1452596,1.0
137,1,1,0,2154858557,12,0,41,0,0,0,6709,0.0
138,0,1,0,1568498505,0,1,212,1,0,0,10000000,1.0
139,1,1,0,3560634769,75,0,45,1,0,1,148,1.0
140,1,1,0,597779677,143,0,37,0,0,1,123975,1.0
141,1,1,1,1084908074,7,0,32,0,0,1,12119,1.0
142,1,1,-1,2007043601,43,0,52,0,0,1,11,1.0
143,1,1,0,1296564382,1,1,50,0,0,1,4814913,1.0
144,0,1,0,2832124016,1,1,47,1,0,1,10000000,1.0
145,0,1,0,1920229839,0,1,95,1,0,1,10000000,0.0
146,0,1,-1,577145012,1,0,34,1,0,1,2327526,1.0
147,1,1,0,1412885554,83,1,67,0,0,1,10000000,1.0
148,1,1,0,2542501898,1,0,41,0,0,1,1250938,1.0
149,0,1,0,1113625190,4,0,43,1,0,0,2851647,1.0
150,0,1,0,3494711952,0,0,58,1,0,0,1402532,1.0
151,0,1,0,3342594713,0,0,32,1,0,1,388895,1.0
152,0,1,0,1285867426,0,1,106,1,0,0,10000000,0.0
153,0,1,0,1078334411,1,0,19,1,0,0,10000000,1.0
154,0,1,0,1333506546,11,0,31,1,0,1,16767,1.0
155,1,1,0,254888060,0,1,54,0,0,0,296,1.0
156,0,1,0,1174163531,0,1,39,1,0,0,8556,1.0
157,0,1,0,3519740994,16,0,31,1,0,1,10000000,1.0
158,0,1,0,1162458759,35,0,43,1,0,1,10000000,1.0
159,1,1,0,3627730275,1,0,254,1,0,1,942,0.0
160,0,1,0,3111898194,0,1,43,1,0,1,10000000,1.0
161,0,1,0,1317026891,0,1,36,1,0,0,7699792,0.0
162,0,1,0,986912745,0,1,90,1,0,1,10000000,1.0
163,0,1,0,1599411895,0,0,49,1,0,1,418902,1.0
164,1,1,0,399838474,56,0,30,0,0,1,2841,0.0
165,1,1,-1,598131972,313,1,36,0,0,1,462,1.0
166,0,1,0,2193049785,0,1,76,1,0,0,29666,1.0
167,0,1,0,3519740969,4,0,46,1,0,0,17554,1.0
168,0,1,0,2596557808,0,1,91,1,0,1,10000000,1.0
169,1,1,1,1084908074,106,0,35,0,0,1,12119,0.0
170,1,1,0,1746647829,43,1,40,0,0,1,783053,1.0
171,1,1,0,3630769677,236,0,42,0,0,1,467,1.0
172,1,1,1,1084908074,366,0,35,0,0,1,12119,1.0
173,0,1,0,3342594713,0,0,60,1,0,1,10000000,1.0
174,1,1,-1,584367634,40,1,53,0,0,1,223,1.0
175,0,1,0,2917967512,4,0,32,1,0,1,10000000,1.0
176,1,1,1,3098051569,8,0,45,0,0,1,1,1.0
177,1,1,0,987260314,0,1,108,0,0,1,10000000,1.0
178,1,1,0,2890120071,0,1,155,0,0,0,10000000,1.0
179,1,1,1,69191229,13,0,34,0,0,1,12119,1.0
180,1,1,1,1734780640,336,0,38,0,0,1,13,1.0
181,0,1,0,2733726068,96,1,68,1,0,1,4917605,1.0
182,1,1,1,2542501898,5,0,41,0,0,1,1250938,1.0
183,1,1,0,2953392377,0,1,59,0,0,0,10000000,1.0
184,1,1,1,1174163531,7,1,41,0,0,1,305,0.0
185,1,1,0,2627156755,53,0,82,0,0,1,469,1.0
186,0,1,0,1079769184,77,0,46,1,0,1,2671145,1.0
187,1,1,0,2551416360,180,0,43,1,0,1,503852,1.0
188,1,1,0,3627731022,7,0,41,0,0,1,1,1.0
189,1,1,1,1749720821,57,0,37,0,0,1,745,1.0
190,1,1,0,1572516600,0,1,184,0,0,1,10000000,1.0
191,0,1,0,2789099522,10,0,38,1,0,1,2154822,0.0
192,0,1,0,3560161292,0,0,38,1,0,0,30365,1.0
193,0,1,0,1079653042,0,1,46,1,0,0,10000000,1.0
194,1,1,0,2572943460,1,1,46,0,0,1,6382,1.0
195,1,1,1,69191229,434,0,34,0,0,1,12119,1.0
196,1,1,0,1729462150,1,1,67,0,0,1,4337,1.0
197,1,1,0,1755360952,0,1,142,1,0,0,10000000,0.0
198,1,1,0,875745142,169,0,95,0,0,1,78603,1.0
199,1,1,1,69191229,201,0,35,0,0,1,12119,1.0
200,1,1,0,3106504464,13,0,40,0,0,1,10000000,0.0
201,0,1,0,2573781578,8,0,39,1,0,1,28454,1.0
202,0,1,0,1599411895,0,0,53,1,0,1,418902,1.0
203,0,1,0,1753463681,21,0,49,1,0,1,10000000,1.0
204,0,1,0,3519740969,2,0,54,1,0,1,17554,1.0
205,1,1,1,69191229,102,0,35,0,0,1,12119,0.0
206,0,1,0,1075679497,0,0,39,1,0,1,10000000,1.0
207,1,1,1,69191229,36,0,34,0,0,1,12119,1.0
208,1,1,1,69191229,5,0,34,0,0,1,12119,1.0
209,1,1,0,3641962397,2,1,32,0,0,1,2306954,1.0
210,1,1,1,3645522199,435,0,23,0,0,1,723,1.0
211,0,1,0,3519740994,15,0,42,1,0,1,10000000,1.0
212,0,1,0,51862517,0,0,48,1,0,1,10000000,0.0
213,1,1,1,2899909262,3,1,128,0,0,1,1,1.0
214,1,1,1,2542501899,31,0,31,0,0,1,25478,1.0
215,0,1,0,1158736919,37,1,23,1,0,1,80801,0.0
216,0,1,0,3425484839,2,1,45,1,0,1,6358922,0.0
217,0,1,0,792272857,0,0,29,1,0,0,10000000,1.0
218,1,1,0,769594797,114,1,48,0,0,1,64573,1.0
219,0,1,0,3325687755,0,1,92,1,0,0,10000000,1.0
220,0,1,0,3105108974,24,0,47,1,0,1,10185279,0.0
221,0,1,0,2158203413,13,0,40,1,0,0,12631,1.0
222,1,1,0,599674706,220,0,64,0,0,1,167,1.0
223,0,1,0,2899943841,12,1,37,1,0,0,10000000,1.0
224,0,1,0,3077530658,0,1,101,1,0,0,10000000,1.0
225,0,1,1,3338429039,19,1,34,1,0,1,2839607,1.0
226,1,1,-1,2890126463,50,1,53,0,0,1,552208,1.0
227,0,1,0,2172663939,54,0,54,1,0,0,7777,1.0
228,0,1,-1,1436463337,60,0,41,1,0,1,3676739,1.0
229,1,1,1,69191229,148,0,35,0,0,1,12119,1.0
230,1,1,0,2890110247,113,0,24,0,0,1,2702074,1.0
231,0,1,0,3629969514,16,0,40,1,0,1,10000000,1.0
232,0,1,0,3396919410,0,1,39,1,0,0,4199,0.0
233,0,1,0,3416258931,0,1,49,1,0,0,26817,1.0
234,0,1,0,1255206109,74,0,27,1,0,1,4783804,0.0
235,0,1,0,3272878753,0,1,100,1,1,1,10000000,1.0
236,0,1,0,2733725009,0,1,56,1,0,0,10000000,1.0
237,1,1,0,2892521072,7,0,21,0,0,1,10000000,0.0
238,0,1,0,2379957987,11,0,45,1,0,0,19368,1.0
239,0,1,0,1139219269,0,0,32,1,0,1,10000000,1.0
240,1,1,1,69191229,36,0,34,0,0,1,12119,1.0
241,0,1,0,2589869730,0,1,94,1,0,0,10000000,1.0
242,1,1,0,2542501898,1,0,41,0,0,1,1250938,1.0
243,0,1,0,2172650946,60,0,36,1,0,1,211675,0.0
244,0,1,0,600287300,0,1,42,1,0,0,5243209,1.0
245,1,1,1,2539998937,84,0,84,0,0,1,11956,1.0
246,1,1,0,2251958288,5,1,43,0,0,1,6051,1.0
247,0,1,-1,577145012,1,0,52,1,0,1,10000000,1.0
248,1,1,0,1745890358,5,0,48,0,0,1,8851,1.0
249,1,1,0,2540001944,74,0,46,0,0,1,308,0.0
250,0,1,-1,3585745192,85,1,141,1,0,1,10000000,1.0
251,1,1,0,3231797749,0,1,46,1,0,0,10000000,1.0
252,1,1,1,2542501898,5,0,41,0,0,1,1250938,1.0
253,1,1,0,2550996511,38,0,50,0,0,1,53713,1.0
254,1,1,0,1604894786,0,1,208,0,0,0,757362,1.0
255,1,1,0,2684163406,73,0,27,1,0,1,1012679,1.0
256,1,1,-1,3484419863,959,0,35,0,0,1,136293,0.0
257,0,1,0,1113625877,0,1,35,1,0,0,10000000,1.0
258,1,1,-1,2160379779,59,0,20,0,0,1,10000000,1.0
259,0,1,0,3107303751,0,0,122,1,0,1,9620976,1.0
260,0,1,0,3237929379,0,1,36,1,0,0,10000000,1.0
261,0,1,-1,1255987004,25,1,50,1,0,1,10000000,1.0
262,1,1,-1,2499507524,80,0,57,0,0,1,1671827,1.0
263,0,1,0,3272879362,0,1,54,1,1,1,10000000,1.0
264,0,1,0,757495504,0,1,30,1,0,0,10000000,0.0
265,1,1,1,69191229,107,0,35,0,0,1,12119,1.0
266,0,1,0,2589869730,0,1,65,1,0,0,10000000,0.0
267,0,1,0,3651141844,0,1,42,1,0,1,10000000,1.0
268,0,1,-1,1844282896,225,0,37,1,0,1,10000000,1.0
269,1,1,1,69191229,89,0,35,0,0,1,12119,1.0
270,0,1,0,3572964834,34,0,41,1,0,1,2274965,1.0
271,1,1,-1,1745902310,24,1,44,0,0,1,136276,1.0
272,1,1,-1,1746176833,1,0,61,0,0,1,2941,1.0
273,0,1,0,1176998609,0,1,239,1,0,0,10000000,1.0
274,0,1,0,3560634769,153,0,55,1,0,1,148,1.0
275,0,1,0,3628562513,0,0,34,1,0,0,3876657,1.0
276,1,1,0,3274353280,5,0,39,1,0,1,10000000,1.0
277,1,1,0,2163414380,250,0,41,1,0,0,267451,1.0
278,0,1,0,1745903501,0,1,43,1,0,1,16040,1.0
279,0,1,0,2694389895,15,0,46,1,0,1,9652905,1.0
280,1,1,0,1542342725,0,0,37,1,0,1,4624157,1.0
281,0,1,0,3519740969,7,0,32,1,0,1,17554,1.0
282,0,1,0,3509828756,6,0,33,1,0,1,208432,1.0
283,1,1,0,2157191180,40,0,39,1,0,0,13892,1.0
284,1,1,0,3520070260,7,0,36,1,0,1,10000000,1.0
285,0,1,0,2893618197,0,1,98,1,0,0,10000000,1.0
286,0,1,0,1078404045,1,0,33,1,0,0,10000000,1.0
287,1,1,1,69191229,6,0,34,0,0,1,12119,1.0
288,1,1,-1,1249712010,13,0,50,0,0,1,1,1.0
289,0,1,0,1745903501,0,1,48,1,0,1,16040,1.0
290,1,1,-1,2007043601,37,0,68,0,0,1,11,0.0
291,1,1,1,1734780640,516,0,34,0,0,1,13,0.0
292,0,1,0,3237919678,0,1,49,1,0,0,328791,1.0
293,0,1,0,1745903501,0,1,28,1,0,1,16040,1.0
294,1,1,0,3098211172,10,0,76,1,0,1,701549,0.0
295,1,1,0,1806970574,0,1,41,0,0,1,309997,1.0
296,0,1,0,3110811703,0,0,40,1,0,0,10000000,1.0
297,1,1,1,2589224804,2,0,48,1,0,1,10000000,1.0
298,1,1,0,1450177153,76,0,13,1,0,1,4747018,0.0
299,1,1,1,3630769679,780,0,73,0,0,1,13288,1.0
300,0,1,0,2476516119,4,1,36,1,0,0,9711,1.0
301,0,1,0,2539989121,0,1,46,1,0,0,151412,1.0
302,0,1,0,3106519380,0,1,70,1,0,0,10000000,1.0
303,1,1,0,1746070358,0,1,70,0,0,0,22188,1.0
304,1,1,0,1749833720,0,1,42,0,0,0,1421,0.0
305,1,1,0,3115522656,1,0,55,1,0,1,10000000,1.0
306,1,1,0,1604894786,0,1,76,0,0,0,757362,1.0
307,0,1,0,58850528,0,1,43,1,0,0,10000000,1.0
308,0,1,1,575717005,1,1,133,1,0,1,10000000,1.0
309,1,1,-1,880072530,125,0,73,0,0,1,35182,1.0
310,0,1,0,3237920080,0,1,27,1,0,0,6360621,1.0
311,0,1,0,1077643420,5,0,33,1,0,1,7635,1.0
312,1,1,0,393193962,0,1,51,0,0,0,7295834,1.0
313,1,1,0,64975801,39,0,67,0,0,1,2418,1.0
314,0,1,0,3475398199,0,1,64,1,0,1,10000000,0.0
315,0,1,0,2589349385,0,1,24,1,0,0,10000000,1.0
316,0,1,0,3098051569,0,0,29,1,0,1,10000000,1.0
317,0,1,0,3519740969,15,0,41,1,0,1,17554,1.0
318,1,1,-1,3627730958,4,0,156,0,0,1,1,1.0
319,1,1,0,1746430188,14,0,32,1,0,1,10000000,1.0
320,1,1,1,3633458699,284,0,33,0,0,1,5854789,1.0
321,1,1,0,1746666443,0,1,31,0,0,0,10000000,1.0
322,0,1,-1,3325457908,0,0,35,1,0,1,10000000,1.0
323,1,1,0,3495287602,7,0,24,1,0,1,6221106,0.0
324,0,1,0,3257536908,13,0,48,1,0,1,76354,1.0
325,1,1,1,69191229,206,0,35,0,0,1,12119,1.0
326,1,1,1,69191229,72,0,35,0,0,1,12119,1.0
327,1,1,1,3645522199,435,0,23,0,0,1,723,1.0
328,0,1,0,1311662050,0,1,31,1,0,0,10000000,1.0
329,0,1,0,2239907719,33,0,49,1,0,1,9086347,1.0
330,1,1,0,1967612916,2,1,151,1,0,0,10000000,1.0
331,0,1,0,3423287344,0,0,69,1,0,1,10000000,0.0
332,1,1,-1,1745902310,24,1,43,0,0,1,136276,1.0
333,1,1,0,1592548786,0,1,67,0,0,1,10000000,0.0
334,1,1,1,69191229,13,0,34,0,0,1,12119,1.0
335,1,1,1,69191229,155,0,35,0,0,1,12119,1.0
336,0,1,0,3630769674,66,0,41,1,0,1,467,1.0
337,0,1,0,3272096557,0,1,56,1,0,0,10000000,1.0
338,1,1,1,2539998937,73,0,37,0,0,1,44147,1.0
339,1,1,0,1746670159,74,0,41,0,0,1,6208671,1.0
340,0,1,0,2733758586,0,1,44,1,0,0,1931043,1.0
341,1,1,-1,3517352258,9,0,94,0,0,1,2430585,1.0
342,0,1,0,3475396339,0,1,51,1,0,0,1734143,1.0
343,1,1,0,3425484829,1,0,30,0,0,1,2043462,0.0
344,0,1,0,1107223520,16,0,39,1,0,1,10000000,1.0
345,0,1,0,1118128717,42,1,53,1,0,1,10000000,1.0
346,0,1,0,3247212561,0,1,42,1,0,0,52897,1.0
347,1,1,1,2542501899,31,0,31,0,0,1,25478,1.0
348,0,1,0,3586992281,0,0,40,1,0,1,2858,1.0
349,0,1,0,3098186250,588,0,44,1,0,1,355651,0.0
350,1,1,1,1084908074,27,0,35,0,0,1,12119,1.0
351,1,1,0,3272879154,0,1,30,1,1,1,10000000,1.0
352,1,1,1,1084908074,27,0,34,0,0,1,12119,1.0
353,1,1,1,400762433,210,1,129,0,0,1,5117351,0.0
354,1,1,1,1084908074,26,0,35,0,0,1,12119,1.0
355,0,1,0,1599411895,0,0,50,1,0,1,418902,1.0
356,0,1,0,3634383467,0,0,34,1,0,1,10000000,1.0
357,0,1,0,2147625567,24,0,52,1,0,0,3377,1.0
358,0,1,-1,1746472001,57,1,55,1,0,1,126337,1.0
359,0,1,0,2633832632,0,0,92,1,0,1,10000000,1.0
360,0,1,0,661278997,0,1,100,1,0,0,10000000,1.0
361,1,1,0,3340472640,54,0,23,0,0,1,2841,0.0
362,0,1,0,1285867426,0,1,110,1,0,0,10000000,1.0
363,0,1,0,3271711591,0,0,26,1,0,1,449763,0.0
364,1,1,1,1084908074,422,0,35,0,0,1,12119,1.0
365,1,1,0,2162688020,67,0,32,0,0,1,5698,1.0
366,1,1,0,2868496722,0,1,83,0,0,0,3030,1.0
367,0,1,0,3479584770,11,0,33,1,0,1,500657,0.0
368,0,1,0,1815989014,0,0,34,1,0,1,10000000,1.0
369,0,1,0,1158735402,0,1,75,1,0,0,8638306,1.0
370,1,1,0,2542501898,1,0,41,0,0,1,1250938,1.0
371,1,1,1,2899910638,2,1,93,0,0,1,1,0.0
372,0,1,-1,577145012,1,0,75,1,0,1,10000000,1.0
373,1,1,0,1109514189,0,1,125,1,0,0,10000000,1.0
374,1,1,0,1585641124,0,1,33,0,0,0,35203,1.0
375,1,1,1,2542501898,5,0,41,0,0,1,1250938,1.0
376,0,1,0,2067331345,0,1,81,1,0,0,10000000,1.0
377,0,1,0,1109865300,280,0,31,1,0,1,10000000,1.0
378,0,1,0,2196358018,23,0,39,1,0,0,537969,1.0
379,1,1,0,3242597578,0,1,36,0,1,1,4980293,1.0
380,0,1,-1,2011953714,55,1,28,1,0,1,10000000,1.0
381,1,1,0,583849603,0,1,47,1,0,0,10000000,1.0
382,1,1,0,1034005586,0,1,139,1,0,0,6131140,1.0
383,0,1,0,3423287344,0,0,55,1,0,1,10000000,1.0
384,1,1,1,64975801,2,0,59,0,0,1,2418,1.0
385,1,1,0,2990429923,3,1,73,0,0,1,7249813,1.0
386,1,1,0,2572943460,1,1,46,0,0,1,6382,1.0
387,1,1,0,1585641123,5,0,38,0,0,1,35203,1.0
388,0,1,0,2987544948,0,1,31,1,0,0,10000000,1.0
389,1,1,1,2542501898,5,0,41,0,0,1,1250938,1.0
390,0,1,0,2562930732,0,1,45,1,0,0,12350,1.0
391,1,1,1,1749742451,192,0,132,0,0,1,21,1.0
392,1,1,1,1084908074,82,0,35,0,0,1,12119,1.0
393,1,1,0,2161248106,0,1,54,0,0,1,2102,1.0
394,0,1,0,3342594713,0,0,81,1,0,1,10000000,0.0
395,1,1,0,2328488210,10,1,84,0,0,1,6974757,1.0
396,1,1,1,1084908074,230,0,35,0,0,1,12119,0.0
397,1,1,1,389225478,55,0,63,0,0,1,768,1.0
398,0,1,0,3257924125,0,1,29,1,0,0,87564,1.0
399,1,1,1,1084908074,59,0,35,0,0,1,12119,1.0
400,1,1,1,1084908074,120,0,35,0,0,1,12119,1.0
401,0,1,0,3249189186,0,1,44,1,0,0,178684,1.0
402,0,1,0,3497106276,8,0,51,1,0,1,9272855,0.0
403,1,1,0,2487790348,45,1,70,0,0,1,769866,1.0
404,1,1,0,1746635469,13,0,23,0,0,1,9591335,1.0
405,1,1,0,600877597,53,0,32,0,0,1,5615427,1.0
406,0,1,0,3220163333,0,1,52,1,0,0,10000000,1.0
407,1,1,1,2542501898,5,0,41,0,0,1,1250938,1.0
408,1,1,0,2899908801,250,0,36,0,0,1,10000000,1.0
409,1,1,1,1734780640,436,0,36,0,0,1,5232,0.0
410,0,1,0,1128657023,0,1,36,1,0,0,62742,1.0
411,0,1,0,3488891862,0,0,28,1,0,0,10000000,1.0
412,0,1,0,2733762182,0,1,34,1,0,0,5620788,0.0
413,0,1,0,2209591382,25,0,36,1,0,1,2681,1.0
414,0,1,0,1360911373,67,1,167,1,0,1,10000000,1.0
415,1,1,0,2196192540,62,0,41,1,0,1,37963,1.0
416,0,1,0,886783105,0,1,68,1,0,0,10000000,1.0
417,1,1,0,84487267,96,0,19,1,0,1,1827470,0.0
418,0,1,0,3353846852,207,0,50,1,0,1,201841,0.0
419,0,1,0,2308230184,0,1,40,1,0,0,37438,1.0
420,0,1,0,1634436828,41,0,34,1,0,0,582226,1.0
421,1,1,1,3627736270,2,1,87,0,0,1,1,0.0
422,0,1,0,3651141677,0,1,26,1,0,1,10000000,1.0
423,1,1,0,1101589061,0,1,26,0,0,1,304665,1.0
424,1,1,1,1084908074,13,0,34,0,0,1,12119,1.0
425,0,1,0,1757735836,0,1,36,1,0,0,10000000,1.0
426,1,1,0,1450177153,76,0,13,1,0,1,4747018,0.0
427,0,1,0,1834982409,6,1,37,1,0,1,10000000,1.0
428,1,1,1,1734780640,565,0,39,0,0,1,13,0.0
