url,favicon,state_code,page_redirect,dash_count,url_rank,activeDuration,domain_name_count,label
http://9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?attachauth=ANoY7crfNi0wQjqG7eQnnvUHuxrim4ut9S4hExBd06Oni2RlYzpk-tUrxBkdNABAYZeeMaJMtCYD-KcJUSIKsVyJ_8JPrgWLk8n-U5JUZ4WsKtKtdsI5HeAiCTR8-TL0pP5vfiBgpjTQZN4QI4USZCPU2n-zGnZvIpCtEx1hz_dH5hjkUJWnfKhA-Epb1WfLaZbzCCIxddT88UtS5rLgPEJAm-t6Wp7FrA\%3D\%3D&amp;attredirects=2,0,0,0,11,1,8451,2,1
http://www.tek-tips.com/threadminder.cfm?pid=10,1,0,0,1,42101,8492,1,0
http://secure-runescape-com-m-weblogin.my-style.in/m=weblogin.loginform.ws-mod=www&amp;ssl=1&amp;reauth=1&amp;dest=account_settings.ws.html,0,0,0,6,342201,3103,1,1
http://httpd.apache.org/docs/1.3/misc/security_tips.html,0,0,0,0,2392,9339,2,0
http://sourceforge.net/projects/net-whois-ripe/,0,0,0,2,472,7759,2,0
http://pastehtml.com/view/bfodqe7nv.html,0,0,0,0,1292868,4300,1,1
http://en.wikipedia.org/wiki/DLX,1,0,0,0,13,7235,2,0
http://developer.mozilla.org/en/CSS,1,0,0,0,228,8320,2,0
http://www.rewardszoneusa.com/?Flow=D4EF0A81-9EAC-F267-68AD-F444C1819DEDC5CDDD40&isPrePop=true&subaff=251633,0,1,0,4,10000000,3458,1,1
http://msdn.microsoft.com/en-us/library/ms978496.aspx,0,0,0,1,21,10779,2,0
http://www.internetnews.com/ent-news/article.php/3110981,0,0,0,1,1988313,8660,1,0
http://pastehtml.com/view/beogncb4i.html,1,0,0,0,1292868,4300,1,1
http://www.dotuscomus.com/svg/,0,0,0,0,10000000,7200,1,0
http://groups.yahoo.com/group/logic-ot/,-1,0,0,1,11,9422,2,0
http://www.programix.com/threadbook/,0,0,0,0,10321955,8611,1,0
http://ted.mielczarek.org/code/mozilla/,0,0,0,0,10000000,6686,2,0
http://tools.ietf.org/html/rfc1956,1,0,0,0,11392,9370,1,0
http://javassh.org/space/start,0,0,0,0,80,4775,2,0
http://www.datacolor.eu/en/products/display-calibration/index.html,0,0,0,1,111498,8956,1,0
http://pastehtml.com/view/bbcr1gfm7.html,1,0,0,0,1292868,4300,1,1
http://www.linabtechnologies.com/media/system/js/81600ef937457c67e9c73453eabad015/Einloggen.htm,0,1,0,0,10000000,3320,1,1
http://www.viverelagheula.net/wp-content/plugins/akismet/paypal.com.au/initthi.html?UsingSSL=&amp;bshowgif=&amp;cmd=SignIn&amp;co_partnerId=2&amp;errmsg=&amp;i1=&amp;pUserId=&amp;pa1=&amp;pa2=&amp;pageType=&amp;pp=&amp;ru=&amp;runame=\%5C&amp;siteid=0,0,1,0,1,10000000,4343,1,1
http://tools.ietf.org/html/rfc2317,1,0,0,0,11392,9370,1,0
http://www.aspwebpro.com/aspscripts.asp,0,1,0,0,10000000,7212,1,0
http://esoteric.sange.fi/brainfuck/,0,0,0,0,4938202,7352,1,0
http://9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?amp\%3Battredirects=1&amp;attachauth=ANoY7coqikAb_i3TSd4CICkyqYu-Px1f6HDXh-Ik-bVb1n5QWbXn3ryIfqiCDUTbcVvKkjpy2tfDLD3YohRg606JgHvfvSZt-h0qgOSzLmaYy4fV4AeweAMVlG0NvEY7PWAdh7QtnzIgKs1mFCgndeKgMiasqg7drlYNQ0T7Ao_L4Ox7GfEDSdNGNaBIPxvdkifbjA9bjIVCJAS1HARwAyyRJ4kpUEIKpw\%3D\%3D&amp;attredirects=1,0,0,0,8,1,8451,2,1
http://tools.ietf.org/html/rfc121,1,0,0,0,11392,9370,1,0
http://www.dieterle.com/english/index.html,-1,1,0,0,10000000,7922,2,0
http://tools.ietf.org/html/rfc1335,1,0,0,0,11392,9370,1,0
http://serialkilla138.tripod.com/absorbed/index.htm,0,0,0,0,10000000,9533,2,0
http://www.flickr.com/groups/37967112@N00/,-1,0,0,0,851,6192,2,0
http://youask.ru/wp-content/plugins/http/paypaI/com/en/webapps/mpp/home/,0,1,0,1,10000000,2388,1,1
http://www.gbscience.com/webscr.htm,0,1,0,0,10000000,5635,2,1
http://www.texclubtec.it/english/index.asp,0,1,0,0,10000000,7414,1,0
http://code.google.com/p/php-syslog-ng/,0,0,0,2,1,8451,2,0
http://pastehtml.com/view/bb11kvtb4.html,1,0,0,0,1292868,4300,1,1
http://www.eclipse.org/photran/,1,0,0,0,8268,8605,1,0
http://animeaid.net/www.irs.gov/irs.htm/,0,0,0,0,10000000,968,2,1
http://www.idmer.com/UK/index.htm,-1,1,0,0,10000000,8062,2,0
http://www.rpg.net/news+reviews/reviews/rev_211.html,0,1,0,0,101204,8855,1,0
http://www.babinet.cz/avatars/19889/hires/dir/560d2dfab037ebcffb9349bded6df911/,0,1,0,0,958395,7376,1,1
http://trillian.randomstuff.org.uk/~stephen/history/,0,0,0,0,10000000,6380,1,0
http://www.devin.com/sugarplum/,0,0,0,0,4226232,8954,2,0
http://habbogerador.rel7.com/,0,0,0,0,10000000,735,2,1
http://docbook.org/tdg/,0,0,0,0,4052593,7999,1,0
http://www.ddci.com/products_SCORE.php,-1,0,0,0,6242712,9611,1,0
http://www.rpbourret.com/xml/NamespacesFAQ.htm,0,0,0,0,1330277,7389,1,0
http://www.lysator.liu.se/~zap/stomper/,0,0,0,0,22933,12307,1,0
http://pastehtml.com/view/beexnijhy.html,1,0,0,0,1292868,4300,1,1
http://tools.ietf.org/html/rfc1992,1,0,0,0,11392,9370,1,0
http://9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?amp\%3Battredirects=1&amp;attachauth=ANoY7criG2T45TbHOng7DfJlvRHEzu6yGIcwXhXiwP7GUR8XyxvY4NB-60uJ6z9QJAwWa2yHixK6SzNWK_a_12i12jaXlQ8_Eb8lWvEjK9dX26MX0yiGByryxYOzsxeEHpBRBsiA00_cZhbRBls9TiUgm3NuXX79QYkGZ3aFZ2jmcd-1G3rmZyfh74zhxcy1Jm5N5MGD7UUZzECkM4uv3SbYiWraybbhEQ\%3D\%3D&amp;attredirects=0,0,0,0,6,1,8451,2,1
http://www.createconline.com/studios/,0,0,0,0,10000000,7222,2,0
http://9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?attachauth=ANoY7cqrkjl3oTaMgDvNQWZfYs3rjVmJD1yNT15DNS3BuCRlT6lcXPkZNmx7bSdc3k38kKE8JgkjSKjUhY9Nk0BARfHsJgObZiIEGyHb9SIFa7T2u3gbPWOo368L8YWSxaK8YCiFYAzt18BnoOBBsnvJayUUGeGmUYooocm_NG9ZQclH2AkJKjAFAqoqSaRKN716IGLX6ZWEj4wUtCxd3nxwJ6RJcLVs3g\%3D\%3D&amp;attredirects=2,0,0,0,4,1,8451,2,1
http://9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?attachauth=ANoY7cramfnRNScwGwvSscmpBD2DAiyo9o6b5dA8MNJcsgjmkxFuB5Jw_LplFhGDeK2hcmJfC5VBDs_QPm_RZ6WY_4jwoM94aNW8MJGBYqR3NUwzRRJkS0X7kqFxdOusxeRLOqlENorz2J-MGxgKENcpbal78rMI-qq6eK44em0HnlAYRAIDa9EkoNKLQEhYRGPf2LmMMYIUJD7k8fiQYtBi-KYjQ2NLmg\%3D\%3D&amp;attredirects=1,0,0,0,7,1,8451,2,1
http://www.rickrecht.com/_email/account23/security/,0,1,0,0,10000000,8519,1,1
http://www.josuttis.com/tmplbook/,0,0,0,0,4769787,7864,2,0
http://lokamaer.org/ZASTROW/,0,1,0,0,10000000,7454,1,0
http://tinyurl.com/c7k5dy7,-1,0,0,0,3048,6856,1,1
http://monroevillechamber.com/Kiosk/CLT.ASP,1,1,0,0,10000000,8028,1,1
http://www.frictionlessinsight.com/archives/2004/01/beyond-good-evi.html,0,0,0,2,10000000,7127,1,0
http://bearben.com/vgdmryw9ec2u4nb38240/Y2dtLmJydWNrbmVyQGNoZWxsby5hdA==/xDEsdR/Ymx1a2lucy5iaXoMessage-ID:,0,1,0,1,10000000,2056,1,1
http://www.qinxin.cn/images/index.htm?ref=http:/hgttzjwus.battle.net/d3/en/index,0,0,0,0,10000000,6442,1,1
http://9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?attachauth=ANoY7co7UtRjg7kxrVAd3fb7Iq3MP7mNAp4CVGiF6cG29v99157JkL4R_twOC9t-CW19-GqaWjvZqDioab7abyRHB-lCI5IMnW69yuslShv7v8nCv4PadCP2kSEGt60L6McIwnQ98HyizrOeoPWP7hKsqvBFdc3dYGSvTlfsUEy0snJH9mcJIliogR5DHk5VidT5OGtxJS55QBgVWVNphI1eRZtPrSsVGw\%3D\%3D&amp;attredirects=2,0,0,0,7,1,8451,2,1
http://www.unionoflove.com/cards,0,0,0,0,10000000,7507,2,0
http://home.comcast.net/~crystalj566/,1,1,0,0,311,6495,2,1
http://www.linabtechnologies.com/media/system/js/2c7af352bd3f5bcc5ee4e62e9010ac26/Einloggen.htm,0,1,0,0,10000000,3320,1,1
http://showsecretary.ca/Paypal_Virefication/,0,1,0,0,10000000,5632,1,1
http://www.eltima.com/products/visual-java-library/,1,0,0,2,34777,6588,2,0
http://xerces.apache.org/xerces2-j/,0,0,0,1,2392,9339,2,0
http://9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?amp\%3Battredirects=0&amp;attachauth=ANoY7cpTwIJuVxgJcDrgJkjg-upKtI3fbCEh1Mcm5rofKkJtkMBSntujcUwnJ28ZCvefZsqS-ei1Ic-vvoec810pUjqMH3hHizXcNxnQK8TTLHtSPYq1QT4jDKZWia8JWhLLoH9pniNxKRpAQ_KE05lLOqp1yO3wpUBHS0T2a5AhLd_-pBFur69b0wbEOllPx75NwelTjnDexZ4IBEbSSA8MVe2yuWGVDQ\%3D\%3D&amp;attredirects=0,0,0,0,8,1,8451,2,1
http://www.cete.com/Products/Generator/,-1,0,0,0,520920,6751,2,0
http://www.babinet.cz/avatars/19889/hires/dir/5f52cc5349035cfbe782b4d0e2d76c0b/,0,1,0,0,958395,7376,1,1
http://www.microsoft.com/msj/0599/complusprog/complusprog.aspx,1,1,0,0,21,10779,2,0
http://mobiusme.com/dknord/dk/9f7c922c363c997efa7dbdc5f9300303/,0,0,0,0,10000000,727,2,1
http://themayerinstitute.ca/_common/id/_private/bin3/2/tsbonline.lloydstsb.co.uk/login/personal/logon.jsp,0,1,0,0,10000000,4962,1,1
http://9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?amp\%3Battredirects=1&amp;attachauth=ANoY7cr0Rwh9rqq2nrvLZKg2o3n-00DyTcVR-mHim-DCpwQ3M4J1-_c9_fTSpQUeeGgE6--e0DPV7fa0hE5RQ0drJv8SKjqgOWNNWSCQhzdmZa-21UT9uyR7lVr0thvu3gqXKFyQvVTDIUzK83uwJBE4wXdTFm5LyEBvlexI-teWllrkFUWyQEKgKeKKMnaGJNaZC0fDUJEE6lELP2XggLA3ffLGGYlprQ\%3D\%3D&amp;attredirects=0,0,0,1,12,1,8451,2,1
http://pastehtml.com/view/ay8yi8w1h.html,1,0,0,0,1292868,4300,1,1
http://www.infohq.com/Computer/computerhome.htm,-1,0,0,0,4932922,8226,1,0
http://red-irish.itgo.com/Games.html,0,0,0,1,532526,7918,2,0
http://www.livingdaylights.za.pl/,0,0,0,0,3674125,7408,1,1
http://9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?amp\%3Battredirects=2&amp;attachauth=ANoY7cq9YzCog5xWqMkGJ7YUdfI9jYdmcXCXLSt1wd7mNEcVTVSAUteVhVatAkTxg3ymCDiIwHm7Dbn1q0QDuHRl47SULC63LWKbQr_yfQPjVxwUmCqY8QiUyJIc0dSUJx27MW0FlKW4gDZEWJYC4zI2XkZp00rltSR-AMSsMNY25V6SHm4nrk3FR8LEk5XTSp8IiXDrUHtYneLjQ67Gkvch8ehiqYeMZA\%3D\%3D&amp;attredirects=0,0,0,0,5,1,8451,2,1
http://alxsoft.narod.ru/default.htm,0,0,0,0,10000000,7636,1,0
http://www.shaikhzn.com/554c3587bdc120750fbe7abf2ef355da/,0,1,0,0,10000000,6566,1,1
http://www.rupert-lane.org/inform-mode/,0,0,0,2,10000000,6925,1,0
http://tinyurl.com/d9p98bz,-1,0,0,0,3048,6856,1,1
http://www.all4nerds.com/wp-content/themes/twentyeleven/wp-ca/3/Internet\%20Banking\%20_\%20Capitec\%20Bank_files/onlinebanking.htm,0,1,0,2,10000000,2833,1,1
http://www.codeguru.com/Cpp/V-S/devstudio_macros/visualstudionet/article.php/c3199,-1,0,0,1,44721,8468,1,0
http://www.angelfire.com/id/ianoid/brentcade.html,0,0,0,0,17761,8056,2,0
http://www.tempel.org/macdev/,0,0,0,0,871657,8533,1,0
http://www.eyeideals.com/~belldesi/wwwfull/,0,1,0,0,10000000,4669,1,1
http://www.poppycat.co.kr/bbs/bzboard/capital/confirm.htm,0,1,0,0,10000000,5154,1,1
http://kikerpi.com/wp-content/plugins/zhbgwwltyep/6872909347/de-5352352353/,0,1,0,2,6120952,6533,1,1
http://9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?amp\%3Battredirects=2&amp;attachauth=ANoY7cpQuAQs5Q3A1w53XKGVQwScTR8yP4o8vf3GqpG6KuikkqJO_8Ut8zrKQsxxsAtIX4y-YfMNt7HG-0JE7ECQ7KbqtHMIpy4V60jVXn9JvGG6fw4r8BiyI_ZHXQyKuntIvjcJZpnes9ii8pPwkyZUu_5df-ps7BHNKvDS8OWQq5Smt2wsN2RR_e59FLh3lpXO4tXfFVzO5vk6sBppGwiulqzFwQWIbQ\%3D\%3D&amp;attredirects=0,0,0,0,7,1,8451,2,1
http://domainingservers.com/paypal.com-cgi-bin.update/,0,0,0,2,10000000,165,2,1
http://www.mca-nashville.com/x.html,0,0,0,1,10000000,9130,2,0
http://tools.ietf.org/html/rfc2120,1,0,0,0,11392,9370,1,0
http://www.eecg.toronto.edu/EECG/RESEARCH/ParallelSys/hurricane.html,0,1,0,0,1792,7342,1,0
http://www.zvon.org/xxl/xmlSchema2001Reference/Output/index.html,0,0,0,0,463634,7481,1,0
http://groups.yahoo.com/group/charlie-company/,-1,0,0,1,11,9422,2,0
http://habbogeradordemoedas2011.rel7.com/,0,0,0,0,10000000,735,2,1
http://www.algonet.se/~martin/,0,1,0,0,10004569,6378,1,0
http://x0shop.com/images/?ref=http\%3A\%2F\%2Fcbzpivdus.battle.net\%2Fd3\%2Fen\%2Findex,0,0,0,0,10000000,7,1,1
http://www.sothink.com/product/javadecompiler/,0,0,0,0,97702,7237,2,0
http://www.youtube.com/watch?v=LXZ1OL2U3lY,-1,0,0,0,2,5741,2,0
http://9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?attachauth=ANoY7cpwbBYB84dcHmkB9mNC-Fd_3HaNDYZfJrHdOQq4MWJ9D5aUhxg0HAM0b3Axb8-8TJHZ24SD4AkfyDxm54p2rLm2B5ddglUrH5Ze3H17lfj56PhlSmZWRv91Wydi3x6FWtEjtQaTRG8NJgd1VDcOTOjsMNAgj2u5uxROzo_Sd2R1Gh0CrgZHEfTQirtmOo5eBjH98hMsjHqxNCUld_NwaKGHvIG4yw==&amp;attredirects=1,0,0,0,6,1,8451,2,1
http://www.almwire.ca/index.html,0,1,0,0,3666791,6490,1,0
http://pastehtml.com/view/bg3z9sk8n.html,1,0,0,0,1292868,4300,1,1
http://estlbay.ucoz.com/seaPI.dlSignInruhtp3A22Fwwy.p3A22Fwwy.c.htm,0,1,0,0,10000000,5563,1,1
http://sites.google.com/site/classroom162/,0,0,0,0,1,8451,2,0
http://www.hiditec.com/wp-content/information.html.html,0,1,0,1,8541043,3768,1,1
http://9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?amp\%3Battredirects=2&amp;attachauth=ANoY7cro7iEBt-HW9ePZ9a32BDM4jghY2lzPojigYnQGL0Uyck0_22ygCp-c3tcOukTSW5zhOaSzgpLppTiJLu2wSBo8lq8JS6sOc63zMgMc5_oL7FVq-stAbfivs8Pgil1cD-gDxessUbezLF4zzo_eA9Osmke-U1EV8qmPKyY9wQQEIQEHsK9IloH23srtD7i2IUSxEB9SRD3a0jxjqUDN6X46HnYVng\%3D\%3D&amp;attredirects=0,0,0,0,9,1,8451,2,1
http://pastehtml.com/view/bfzmr89gs.html,0,0,0,0,1292868,4300,1,1
http://support.microsoft.com/?kbid=36605,1,0,0,0,21,10779,2,0
http://www.montaguemillennium.com/medieval/Medieval_Armor.htm,0,1,0,0,10000000,8767,2,0
http://affiliatealmanac.com/systembanking/1abdd70f62944214a82ea82cfee59c55,0,0,0,0,5470,7907,1,1
http://www.drlongghost.com/app/webroot/img/d/95efc2f98939ce55b60d543d37342b5f/websrc.html?cmd=_login-run&amp;dispatch=5885d80a13c0db1f998ca054efbdf2c29878a435fe324eec2511727fbf3e9efcd8,0,1,0,1,10000000,5848,1,1
http://pastehtml.com/view/bekses9au.html,0,0,0,0,1292868,4300,1,1
