url,short_url,state_code,url_length,meta_data,dash_count,activeDuration
http://www.excelsior-usa.com/xdsc.html,0,1,38,2,1,7579
http://members.tripod.com/blostein/,1,0,27,6,0,9535
http://www.gxyzx.com/js/?us.battle.net/login/en/?ref=dtiwlueus.battle.net/d3/en/index&amp;app=com-d3,0,1,100,0,1,5197
http://www.szviko.com/Images/?us.battle.net/login/en/?ref=http\%3A\%2F\%2Ffcajfscus.battle.net\%2Fd3\%2Fen\%2Findex&amp;app=com-d3,1,1,142,0,1,3795
http://www.njlhpslc.com/images/?us.battle.net/login/en/?ref=http\%3A\%2F\%2Fgbkajnmus.battle.net\%2Fd3\%2Fen\%2Findex&amp;app=com-d3,1,1,144,0,1,134
http://www.beotim.net/images/lit/littlewoods.htm,1,1,52,1,0,4154
http://sourceforge.net/projects/rxvt,1,0,38,44,0,7761
http://www.pagedowntech.com/products/,1,1,38,2,0,6691
http://groups.yahoo.com/group/rss-dev/files/Modules/Proposed/mod_event.html,1,0,81,8,1,9424
http://www.indresanolandscaping.com/media/index.htm,1,0,37,3,0,5422
http://www.devtools.narod.ru/en/main.html,0,0,41,2,0,7637
http://slashdot.org/articles/99/06/24/156245_F.shtml,1,1,53,8,0,8433
http://www.latfar.com/spaw/uploads/files/pay1/pp/,0,1,49,0,0,4974
http://9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?attachauth=ANoY7cqIeTpSbQrVBpDl62Z3lfI8_vW6mVZnM-3oEjy2Ek_wqng6CfhFyVhvVMlxtmgkV59RAz3siGTtwrDpkqfFGx4l1WVyw8i9BKBJ_ddy8RXahL6nmv0aq_yETMyZXeC9HWalCY0PwL_OdDVXZwIrtaaF6JTXg2bnbqrxz8b5nsTU9ztWnBMyBSgokZbI6GPHlVDW-1TKf_gmY8Diq534ljVgHN-7xQ\%3D\%3D&amp;attredirects=2,1,0,298,4,7,8453
http://tools.ietf.org/html/rfc3171,1,0,35,11,0,9372
http://homepage.eircom.net/~johnpcurran/,0,0,40,2,0,8016
http://www.levinecentral.com/levinecentral/optimize-ool.html,0,0,60,6,1,7312
http://www.creativegalleries.com/graphics/,0,1,42,0,0,6894
http://kilic.org/crescent/,1,0,27,4,0,7363
http://pastehtml.com/view/bfz2267cb.html,1,0,41,14,0,4301
http://www.agilemodeling.com/essays/agileModelingRUP.htm,0,1,56,0,0,7125
http://www.hsqxx.com/js/?app=com-d3&amp;us.battle.net/login/en/?ref=http/::us.battle.net:d3:en:index,0,1,100,1,1,4930
http://tools.ietf.org/html/rfc2387,1,0,35,9,0,9372
http://dinas.tomsk.ru/firebug/?paypal.com/uk/cgi-bin/webscr1.htm?cmd=_login-run&amp;,0,1,84,0,2,8413
http://www.wat-tech.com/js/?us.battle.net/login/en/?ref=us.battle.net/d3/en/index&app=com-d3,0,0,92,1,2,3899
http://www.dbazine.com/sql,1,0,27,12,0,1997
http://www.qinxin.cn/images/index.htm?us.battle.net/login/en/?ref=yfnidsgus.battle.net/d3/en/index&app=com-d3,1,0,21,3,1,6444
http://www.members.shaw.ca/robkwong/,0,0,36,3,0,7311
http://www.chessgenius.com/palm/,0,0,32,4,0,7645
http://boingdragon.com/counters.html,0,0,36,0,0,8056
http://www.prodraw.net/cartoon/,0,0,31,9,0,8084
http://www.angelfire.com/ak4/kakphoto/,0,0,38,8,0,8058
http://www.nbyixing.com/pro/?amp;amp;app=com-d3&amp;us.battle.net/login/en/?ref=http\%3A\%2F\%2Fus.battle.net\%2Fd3\%2Fen\%2Findex,1,1,142,1,1,311
http://www.trustice.com/java/gallery/,0,0,37,0,0,7602
http://groups.yahoo.com/group/palace-server/,1,0,54,8,1,9424
http://www.revistalibertad.com/media/cici/,0,1,42,1,0,3613
http://home.comcast.net/~ronaldreese/453650344541fa3640b8dfba9cf6ea9.html,1,1,72,2,0,6497
http://www.thegiacarangifoundation.org/home.html,1,0,34,30,0,864
http://sourceforge.net/projects/typo3/,1,0,39,48,0,7761
http://www.nbyixing.com/pro/?amp;amp;app=com-d3&amp;us.battle.net/login/en/?ref=http\%3A\%2F\%2Fus.battle.net\%2Fd3\%2Fen\%2Findex,1,1,142,1,1,311
http://www.ccl4.org/~nick/P/Fast_Enough/,0,1,40,0,0,8502
http://www.freewebs.com/qb89/,1,1,30,5,0,7453
http://www.stevemcconnell.com/rdenum.htm,1,1,36,0,0,7491
http://www.angelfire.com/mi2/beauidealnigerians/index.html,0,0,58,2,0,8058
http://yro.slashdot.org/article.pl?sid=00/09/13/195213,1,0,78,16,0,8433
http://mobile-de.wz.sk/aaa.html?lang=de&pageNumber=1&__lp=9712&scopeId=AT&sortOption.sortBy=searchNetGrossPrice&makeModelVariant1.searchInFreetext=false&makeModelVariant2.searchInFreetext=false&makeModelVariant3.searchInFreetext=false&makeM,0,1,240,7,1,5936
http://tools.ietf.org/html/rfc3181,1,0,35,9,0,9372
http://www.marylandinfo.com/Arts_and_Entertainment/Photography,1,0,63,4,0,7661
http://queenofsubtle.com/404/,0,0,29,3,0,5802
http://mundofashion.tv/teste/properties,1,1,43,30,0,5253
http://activeageingawards.pauservers.com/,0,0,41,1,0,320
http://www.ifremer.fr/ditigo/molagnon/fortran90/engfaq.html,0,1,59,0,0,9441
http://www.cdhia.org/index.html,1,1,34,2,0,2704
http://www.ibm.com/developerworks/rational/library/139.html,1,0,60,16,0,12651
http://www.angelfire.com/il/CrazyDan/witchcraft.html,0,0,52,3,0,8058
http://mark-westcott.com/adminpanel/FCKeditor/editor/filemanager/upload/_notes/private/allaccounts/cahoot/login.htm,1,1,120,1,1,3689
http://www.email-direct-nephro.com/wp-content/,0,0,46,5,3,3808
http://www.netbeans.org/features/java/profiler.html,1,0,47,3,0,7833
http://pastehtml.com/view/bfvj2lhqt.html,1,0,41,14,0,4301
http://www.carten100.co.uk/templates/business3/images/aolaol/update.php,1,1,26,2,0,2857
http://www.psicologo.cl/wp-content/uploads/Our\%20Samples.htm,1,1,62,6,1,6094
http://www.mythic-beasts.com/tools-toys/xface/,1,1,47,0,2,7497
http://www.eborcom.com/webmaker/,0,0,32,2,0,9222
http://pastehtml.com/view/bfzi0ah2a.html,1,0,41,1,0,4301
http://www.wtea.com/welcomee.htm,1,1,33,11,0,8464
http://starling.us/tet/gus_perl/,0,1,32,0,0,6771
http://www.nanoten.com/NT02/index.html,0,0,38,6,0,6929
http://www.gnu.org/software/gnu-arch/,0,0,37,0,1,9114
http://acom.mtxserv.fr/cache/fr/www.paypal.fr.login.cgi-bin.webscr.cmd.login.submit.dispatch.bto4otm3ojy1pmvkdg9ic3uei9z97yd76ndjdodj9dhbd5jdfk0r/update/TlRJMU9UQXhNVFEyTWpNPQ==/Processing.htm?cmd=_Processing&dispatch=5885d80a13c0db1fb6947b0aeae66fdbfb2119927117e3a6f876e0fd34af43659e151e7138208b657ecc641564b422369e151e7138208b657ecc641564b42236,0,1,346,0,1,4071
http://jarlm.w.interia.pl/tibiaown/rej.html,1,0,23,23,0,7701
http://www.junipur.dk/farm/,0,0,27,3,0,5207
http://services-runescape-com-ml-forums.totalh.net/m=weblogin.loginform.ws-mod=wwwssl=1reauth=1dest=account_settings.ws.html,0,0,124,3,5,3101
http://triggur.org/furry/muf/,0,0,29,0,0,7669
http://www.topix.com/rss/business/aerospace-defense.xml,0,1,55,3,1,9381
http://open-eyes-lens.tripod.com/open-eyes-lens/,0,0,48,6,4,9535
http://www.ssware.com/megapack.htm,0,0,34,4,0,7378
http://eby926.h16.ru/,1,0,16,5,0,7556
http://www.equi4.com/metakit/,1,0,30,3,0,207
http://www.angelfire.com/az2/Imagesoft/,0,0,39,5,0,8058
http://www.xmadwater.com.cn/js/?us.battle.net/login/en/?ref=http\%3A\%2F\%2Fus.battle.net\%2Fd3\%2Fen\%2Findex&amp;app=com-d3,1,1,137,0,1,5657
http://www.w3schools.com/asp/asp_examples.asp,1,0,46,4,0,7535
http://tools.ietf.org/html/rfc972,1,0,34,8,0,9372
http://www.biaobang.cn/js/?us.battle.net/login/en/?ref=us.battle.net/d3/en/index&app=com-d3,0,1,91,1,1,5588
http://www.gnu.org/software/auctex/preview-latex.html,0,0,53,1,1,9114
http://tools.ietf.org/html/rfc3810,1,0,35,9,0,9372
http://www.dragongym.com/remax/index.htm,1,1,41,21,0,7913
http://tools.ietf.org/html/rfc580,1,0,34,7,0,9372
http://www.theregister.co.uk/2003/09/15/google_the_only_archive_well/,1,1,68,0,0,8894
http://e-sensei.us/www.paypal.co.uk/encripted/ssl218.site/resolutioncenters.html,0,1,80,0,1,5377
http://www.mbd2.com/preload.htm,1,0,32,0,0,8690
http://www.angelfire.com/ky/karenwilson/,0,0,40,2,0,8058
http://www.jgoodies.com/freeware/forms/,0,1,39,3,0,7271
http://www.tacocity.com.tw/orchids/english/index.htm,0,0,52,0,0,8334
http://pastehtml.com/view/c2z44s9ee.html,1,0,41,14,0,4301
http://www.erlang.se/euc/99/WAP/index.htm,0,0,41,2,0,8549
http://www.gaoxiaowo.com/image/index.htm?us.battle.net/login/en/?ref=http\%3A\%2F\%2Foypvjkmus.battle.net\%2Fd3\%2Fen\%2Findex&amp;app=com-d3,1,0,153,0,1,371
http://java.sun.com/j2se/javadoc/,1,0,41,17,0,11662
http://www.openmp.org/presentations/miguel/F95_OpenMPv1_v2.pdf,1,1,63,9,0,7604
http://pastehtml.com/view/bd68b69t7.html,1,0,41,1,0,4301
http://corpwatch.org/article.php?id=1410,1,0,64,4,0,8772
http://www.webaim.org/techniques/acrobat/,1,0,38,2,0,7693
http://www.amazon.com/exec/obidos/ASIN/1583484906,1,1,50,4,0,9502
http://hjelphabbo.hemsida24.se/alla-fusk-1933637,0,0,48,0,2,4471
http://www.laoxuetang.com/Js/,0,1,29,1,0,1822
http://xml.coverpages.org/ni2002-04-17-a.html,0,0,45,7,3,7273
http://paypal.com.cgi.bin.webscr.cmd.login.submit.dispatch.5885d80a13c03faee8dcbcd55a5.chrisal.co.nz/secure-code5/security/,0,1,123,0,1,167
http://home.comcast.net/~Phillips.05/ISAPIdllCustomerSupport&amp;ambaybuyerprotectionpoliciesindex3.html,1,1,63,2,0,6497
http://vagul.tripod.com/adaoci.html,0,0,35,2,0,9535
http://www.chennaisocialservice.org/cookieaccuse/Richard_Martin27/,0,1,66,0,0,4833
http://dyfdzx.com/js?us.battle.net/login/en/?ref=jebvahnus.battle.net/d3/en/index,1,1,85,7,0,3822
http://www.perl.com/pub/a/2000/01/rss.html,1,0,42,15,0,9579
http://www.howstuffworks.com/perl.htm,1,0,43,35,0,8154
http://tools.ietf.org/html/rfc1242,1,0,35,8,0,9372
http://quickbyte.com/hosting.html,0,0,33,7,0,8880
http://www.tonervalue.com/index1_a.htm,0,0,38,3,0,8222
http://www.marineworks.com/bridge.html,0,1,38,0,0,8752
http://www.google.com/reader/,1,0,36,2,0,8453
http://intertwingly.net/blog/2007/01/03/OpenID-for-non-SuperUsers,0,0,65,1,3,6721
http://hab.bo/hR6z0J,1,0,64,2,0,5778
http://shannuodianqi.com/img/?us.battle.net/login/en/?ref=us.battle.net/d3/en/indexapp=com-d3,0,0,93,3,1,302
http://www.usridernews.com/3243242422/,1,0,37,5,0,8623
http://premiosopcao.webatu.com/PROMOCAO/ACESSO/SISTEMA/ONLINE/CADASTRO/USUARIOS/CLIENTE/,1,1,46,5,0,4914
http://www.twopears.com/webcam.shtml,0,0,36,2,0,7777
http://www.jameshundt.com/properties/index.htm,0,1,46,0,0,6347
http://www.vex.net/~x/xfade/,0,0,28,3,0,8151
http://www.rexswain.com/rexx.html,0,0,33,3,0,7839
http://www.deepskytech.com/4dfla/,0,0,33,0,0,8623
http://www.benq.com/products/product_line.cfm?plid=5,1,1,53,0,0,7278
http://www.mnot.net/python/WebLog/,1,1,35,2,0,7819
http://www.cieloepremios.net63.net/promo/cadastro3.html,1,1,46,5,0,4914
http://santandenet.hut4.ru/SMS_Santander/Clientes/Cadastro/Servico_SMS/Index/InternetBanking/default/CentralS4nt4and3r/Clientes/Pessoa_Juridica/index/PJURIDICA/,1,0,15,5,0,7556
http://docs.google.com/spreadsheet/viewform?formkey=dHNGOEY5R1VfSVJWRmpkZ2c4WFJ4UXc6MQ,1,0,87,4,0,8453
http://9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?attachauth=ANoY7cpHXqDZdlCxObiKCUe1F3sIfeVSkoKDOE9sVfnuy_OUZqo6MxKKpiDFhYcAYfIODsUlQqrwNSovtQQFiYwHd5va35s5q1Rg_ZInifkYgVxQGD5gMzXA5qp7oxE4eE28of_v19rUOM9sTcQzHndmKp9sagUcQ8VDu3kIqPqFll3E84hM6AQQI7MIGjL_sKvMPecRkzWtLYKNEzc8MaXwW-0j5isTXA\%3D\%3D&amp;attredirects=1,1,0,298,4,5,8453
http://tools.ietf.org/html/rfc3244,1,0,35,10,0,9372
http://honera_guild.w.interia.pl/,0,1,33,3,0,7701
http://patrimoniocy.com/libraries/phpgacl/gaciphp/ken/Secure Login.html,1,1,78,0,0,4033
http://kebawe.com/autocat/,1,0,27,5,0,7500
http://9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?attachauth=ANoY7coePu4MpJy9jiKbySQlaMcyQv491g8boGGXI1RT3SoyiulzjxiDtXftfHEKxzwN3lhPGB_AyDeTUwZtLBTw8v3a5_502ZNuzyvr0XzhO2GM7gxRfsMNJF37Bw1Hmo8qj1OPZbxEmu8xxiZ3H7VCvR24iA5aot0CPuotVTNLTjzaNn3esm-Cv-pM2rBhB_XT83wFSvtPBq0281z_x3kKKj3aGVFCTg==&amp;attredirects=1,1,0,298,4,6,8453
http://cartoonworks.com/clipart.html,0,0,36,1,0,8555
http://cast-solutions.com/www.paypal.fr/verification/,0,0,53,2,1,1620
http://www.dovcom.com/glowhack.html,0,1,35,0,0,601
http://www.pgregg.com/projects/,1,0,32,2,0,7540
http://www.xwzyz.org/bmo/,0,0,25,3,0,1070
http://www.sedo.co.uk/e/news/401/WIPO-Rules-Against-Corporations/?tracked=&amp;partnerid=&amp;language=e,1,1,112,0,3,8092
http://www.agilemodeling.com/essays/fdd.htm,0,1,43,0,0,7125
http://sources.redhat.com/inti/,1,0,31,0,0,6926
http://msdn.microsoft.com/en-us/library/aa260529(VS.60).aspx,1,0,119,37,1,10781
http://www.chappellassoc.com/articles/article_COM.html,0,1,54,0,0,9062
http://tools.ietf.org/html/rfc2601,1,0,35,8,0,9372
http://www.idautomation.com/servercontrols/,1,0,71,3,0,7546
http://en.wikipedia.org/wiki/Racket_(programming_language),1,0,59,7,0,7237
http://www.linabtechnologies.com/media/system/js/3a1d2c4d0be0a9d9dc203bf796b011eb/Einloggen.htm,1,1,91,4,0,3322
http://www.inika.com/chitra,0,1,27,0,0,8203
http://tools.ietf.org/html/rfc276,1,0,34,7,0,9372
http://www.fibtex.lodz.pl/51_22_78.pdf,0,0,38,0,0,9441
http://www.eg3.com/real/,0,0,24,3,0,9068
http://grarchitects.co.uk/gallery_images/aol_index.html,0,1,55,0,0,6616
http://www.mkw.me.uk/beebem/,0,0,28,3,0,4238
http://pastehtml.com/view/bdvd2qd1m.html,1,0,41,1,0,4301
http://baslangicakademi.com/images/stories/motivacao/ganhadores.asp.htm,1,1,75,16,0,332
http://tools.ietf.org/html/rfc1868,1,0,35,8,0,9372
http://tools.ietf.org/html/rfc371,1,0,34,7,0,9372
http://igorlesnik.com/images/webscr/,0,1,36,0,0,5003
http://www.ntcresearch.org/pdf-rpts/AnRp02/F01-GT06-A2.pdf,1,1,59,0,3,7854
http://www.benchmarksupply.com/piz9/index.html,1,1,43,3,0,5862
http://www.leadtools.com/SDK/document/document-Addon-barcode.htm,1,0,37,12,2,9213
http://www.genesis-sim.org/GENESIS/,0,0,35,0,1,7058
http://pencak-silat.fr/plugins/kid/upload/rmfr/\%7Elogin/acc-verify/,1,0,28,14,2,5172
http://www.edelwise.com/products.html,1,0,33,3,0,7659
http://hacksrus.com/~ginda/cview/,0,1,33,0,0,8787
http://tools.ietf.org/html/rfc1885,1,0,35,8,0,9372
http://9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?attachauth=ANoY7cqHGHl1AHnTmashVHAcAvgCKKid2kO_8p7oi7HmlftymTbM0PkLLf_pGasqgvISIGyNOFkO8j07_oxBswVctCwKmVz_3v3lWksOM_D6SLE0K5B6AcMdpFLvDDH0O0E1GQCuzG3zsZ2slw5HQt6MgdJ4tZXHqXk-RTx3Mi2YUj4Zy_6h9EYz5jxfC9UDF6blU0WmTG844Iyp8ULw4BkuUG1RgDAjXA\%3D\%3D&amp;attredirects=1,1,0,298,4,5,8453
http://www.jammed.com/~jwa/hacks/,0,1,33,0,0,8865
http://www.angelfire.com/id2/pim/index.html,0,0,43,4,0,8058
http://www.tiny.cc/p4b6lw,1,1,22,0,0,5353
http://java.sys-con.com/node/36620,0,1,34,1,1,9013
http://www.vectoralia.com/typephases,1,1,37,9,0,4892
http://www.rerte.com.cn/js/index.htm?app=com-d3,0,1,47,1,1,4754
http://wasp-video.co.uk/online/security.vodafone.co.uk/www.vodafone.co.uk_Update.html,1,1,90,6,1,3396
http://www.freepascal.org/packages/gtk.html,1,1,44,0,0,8080
http://9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?amp\%3Battredirects=1&amp;attachauth=ANoY7cq8Nv3sGyYS2yRxVBzKNa4OxbK3tEzpELd7fzMsqAbYFaSA-WOr20I9X_n4gF58NFKCAIFZSVK3R2hid2WpCTDd4XBxb-uG6MJbS3O56luTcJqQbozyAeyJ2KXbz7oGHJtr7uDjnUiwn7Gy4yxK7mv9RY-HYI0EmB2_X1aJn7zXNPnRAMM7ydIhgIzlcONlhiokeW56SUEPUdvRRkLOwYhc7V0kYQ\%3D\%3D&amp;attredirects=0,1,0,298,4,7,8453
http://isthatunforgivable.com/ib/www.nab.com.au/,0,1,48,0,0,1184
http://us.acer.com/ac/en/US/content/group/monitors,1,0,52,10,0,9557
http://explosaodevendas.atwebpages.com,1,1,39,1,0,4928
http://support.microsoft.com/?kbid=39585,1,0,41,38,0,10781
http://backpan.perl.org/authors/id/Q/QU/QUONG/perlin20.html,0,0,59,0,0,9291
http://www.palimpalem.com/2/Premios_calipoHC/body1.html,1,1,56,0,0,5882
http://members.tripod.com/shadowkeep/,1,0,29,0,0,9535
http://spreadsheets.google.com/spreadsheet/viewform?formkey=dF9xZ0JpQUNndzZJSGVmTHBKZEhveXc6MQ,1,1,128,3,0,8453
http://tools.ietf.org/html/rfc2633,1,0,35,9,0,9372
http://www.flooble.com/scripts/,0,0,31,0,0,7421
http://lyskyz.com/images/?app=3D3D3D3Dcom-d3&amp;us.battle.net/login/en=,0,0,72,0,1,258
http://tools.ietf.org/html/rfc726,1,0,34,8,0,9372
http://news.cnet.com/2100-1023-248067.html,1,0,74,48,2,9743
http://tools.ietf.org/html/rfc1553,1,0,35,9,0,9372
http://ds.ign.com/objects/764/764878.html,1,1,47,1,0,8140
http://tools.ietf.org/html/rfc1766,1,0,35,8,0,9372
http://www.w3.org/TR/NOTE-MCF-XML/,0,0,34,0,2,9620
http://www.theregister.co.uk/2002/12/17/aol_wins_7m_in_porn/,1,1,59,0,0,8894
http://www.dyasdesigns.com/roleplay/,0,0,36,5,0,7343
http://www.axiem.com.mx/employee_portal/modules/forums/images/f4433hsjh273h475hh387d8dhsjr4fdsf4433hsjh27762h3rturnit87d8dhsjpy762h387d8dhsjronstylehdggsyy762h387d8dhsjprth273h475hh277362u263h273h44fdsf4433h&amp;juey66gdfer43hsjh273h475hh277362rtuh273h475hh274fd.htm,0,0,266,4,0,6860
http://tools.ietf.org/html/rfc162,1,0,34,7,0,9372
http://www.rouyin.net.cn/css/?secure.runescape.com/m=weblogin/loginform.ws?mod=www&amp;dgqdfkbamp;ssl=0&amp;dest,0,0,112,1,0,58
http://www.cs.cas.cz/~savicky/,0,0,30,1,0,8915
http://confirmaaqui.com/login.html,0,1,34,1,0,4679
http://www.dia.uniroma3.it/vldb2001/,0,0,36,2,0,9048
http://home.neopets.com/templates/homepage.phtml?pet_name=Hidden_Dream,0,1,70,0,0,7719
http://support.microsoft.com/?kbid=69581,1,0,41,38,0,10781
http://pastehtml.com/view/bfndku9ar.html,1,0,41,14,0,4301
http://fdhfbshaffhjafhdfafhshaddb.ias3.com/fuck/index.html,1,0,59,1,0,6215
http://www.asideal.com/js/?http:/us.battle.net/login/en/?ref=http:/us.battle.net/d3/en/index&app=com-d3,0,1,103,0,1,1051
http://tools.ietf.org/html/rfc3305,1,0,35,9,0,9372
http://j.gs/3076886/paypal,1,0,43,1,0,290
http://www.tomaweb.com/freeware.asp,1,0,62,1,0,6215
http://www.cognos-bi.info/certification.html,0,1,44,0,1,4928
http://bethanyhouse.ie/www.paypal-resolution.center.co.uk/encripted/ssl218.site/login.html?cmd=_login-run&amp;dispatch=5885d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc023d4e8f9e50d810f8a21c2422cb790634f62e2e4770d810f8a21c2422cb790634f62e2e477,0,1,247,5,2,3945
http://www.boardgamegeek.com/game/12422,1,0,51,18,0,7476
http://www.rybkj.cn/jpg/?us.battle.net/l...,0,1,43,1,0,174
http://www.amidog.com/amiga/vice/,1,0,34,1,0,8087
http://groups.yahoo.com/group/rss-dev/files/Modules/Proposed/mod_changedpage.html,1,0,87,8,1,9424
http://habbo60moedasgratis.rel7.com/,0,0,36,0,0,736
http://www.phpbuilder.com/columns/tim20001112.php3,1,1,32,12,0,7976
http://www.visi.com/~gyles19/fom-serve/cache/1.html,0,1,51,5,1,9480
http://www.pixeljoint.com/pixels/,1,0,23,10,0,5883
http://www.center-lucija.si/logs/www.paypal.com/www.paypal.com/au/lan-en/login/cmd=_account/,1,1,93,10,2,4816
http://www.internaute.org/mailreader/,0,1,37,0,0,8274
http://tools.ietf.org/html/rfc2426,1,0,35,9,0,9372
http://www.informit.com/store/product.aspx?isbn=0201615622&amp;redir=1,1,0,115,8,0,7953
http://www.ranches.org/JAranch.htm,0,0,34,9,0,8367
http://searchenginewatch.com/article/2064279/Happy-Birthday-Google,1,1,70,0,2,8267
http://www.birdcagesoft.com/index1.html,0,0,39,4,0,7976
http://www.lonestar.texas.net/~ghartman/ghartman2.html,0,1,54,0,0,9562
